"","totalTime","fittingTime","predictionTime","accuracyTime","testingAUC","cores","taxon","trainingExamples","spatialResolution","learningRate","treeComplexity","nTrees","GBMemory","numPredictors","cells"
"2511",8.39099999999962,1.70400000000063,4.68499999999949,1.97400000000016,0.697270314065522,4,"Picea",50,0.5,0.001,5,2150,6,5,35000
"2512",8.85399999999936,1.44400000000041,5.5590000000002,1.82299999999941,0.687752754646987,4,"Picea",50,0.25,0.001,5,1600,6,5,140000
"2513",7.77499999999964,1.6880000000001,4.13900000000012,1.92000000000007,0.657703452496343,4,"Picea",50,1,0.001,5,1900,6,5,8750
"2514",110.393,88.9439999999995,16.9989999999998,4.42200000000048,0.778228066896108,4,"Picea",1000,0.25,0.001,5,8950,6,5,140000
"2515",107.111999999999,49.0810000000001,54.6689999999999,3.32700000000023,0.775491728609376,4,"Picea",1000,0.1,0.001,5,5650,6,5,875000
"2516",135.221,64.0460000000003,67.3819999999996,3.76400000000012,0.773085207122728,4,"Picea",1000,0.1,0.001,5,7100,6,5,875000
"2517",85.2719999999999,75.4750000000004,5.6869999999999,4.07200000000012,0.770233998732073,4,"Picea",1000,1,0.001,5,7900,6,5,8750
"2518",7.70600000000013,1.23199999999997,4.65999999999985,1.78999999999996,0.702181218734292,4,"Picea",50,0.25,0.001,5,1200,6,5,140000
"2519",103.136,89.0589999999993,9.74000000000069,4.30699999999979,0.774587396509192,4,"Picea",1000,0.5,0.001,5,9000,6,5,35000
"2520",27.2359999999999,15.1659999999993,9.46200000000044,2.57899999999972,0.745860215801117,4,"Picea",500,0.25,0.001,5,3250,6,5,140000
"2521",119.291999999999,95.1779999999999,19.5280000000002,4.55599999999959,0.775697989842951,4,"Picea",1000,0.25,0.001,5,9450,6,5,140000
"2522",82.2809999999999,72.5700000000006,5.72800000000007,3.95299999999952,0.776432850077569,4,"Picea",1000,1,0.001,5,7650,6,5,8750
"2523",28.859,20.358,5.405,3.053,0.76192310200907,4,"Picea",500,0.5,0.001,5,3900,9,5,35000
"2524",104.808,94.124,6.06799999999998,4.58799999999997,0.790860968020501,4,"Picea",1000,1,0.001,5,9300,9,5,8750
"2525",72.188,61.448,6.88799999999998,3.81700000000001,0.777180419792377,4,"Picea",1000,0.5,0.001,5,6600,9,5,35000
"2526",71.078,60.297,6.93700000000001,3.81700000000001,0.776809442897621,4,"Picea",1000,0.5,0.001,5,6550,9,5,35000
"2527",33.324,23.772,6.11399999999998,3.41200000000003,0.755295516737066,4,"Picea",500,0.5,0.001,5,4850,9,5,35000
"2528",146.351,69.894,72.138,4.28599999999994,0.7806377324502,4,"Picea",1000,0.1,0.001,5,7350,9,5,875000
"2529",164.169,79.49,80.342,4.30900000000008,0.771102256928478,4,"Picea",1000,0.1,0.001,5,8050,9,5,875000
"2530",6.46899999999994,1.46400000000006,3.11299999999994,1.87,0.689124105142358,4,"Picea",50,1,0.001,5,1350,9,5,8750
"2531",12.7539999999999,4.553,5.26299999999992,2.91399999999999,0.68368167468157,4,"Picea",50,0.5,0.001,5,5250,9,5,35000
"2532",80.4159999999999,62.579,14.037,3.77099999999996,0.779282504272051,4,"Picea",1000,0.25,0.001,5,6900,9,5,140000
"2533",90.821,78.635,8.04200000000003,4.11099999999999,0.769266353568179,4,"Picea",1000,0.5,0.001,5,7650,9,5,35000
"2534",132.854,62.133,66.6370000000001,4.05799999999999,0.787348057338534,4,"Picea",1000,0.1,0.001,5,6800,9,5,875000
"2535",6.94699999999989,1.56400000000008,3.29999999999995,2.05999999999995,0.7335936455799,4,"Picea",50,1,0.001,5,1600,9,5,8750
"2536",139.211,62.452,72.2270000000001,4.50499999999988,0.765530054452971,4,"Picea",1000,0.1,0.001,5,6600,9,5,875000
"2537",8.09699999999998,1.13000000000011,4.86899999999991,2.07200000000012,0.688124877539024,4,"Picea",50,0.25,0.001,5,900,9,5,140000
"2538",74.5610000000001,24.3980000000001,46.817,3.30500000000006,0.758933372029083,4,"Picea",500,0.1,0.001,5,4550,9,5,875000
"2539",67.25,53.1980000000001,9.20100000000002,4.82399999999984,0.747075373050388,4,"Picea",500,0.5,0.001,5,8600,9,5,35000
"2540",132.568,115.86,11.2749999999999,5.39400000000001,0.782035589291077,4,"Picea",1000,0.5,0.001,5,10100,9,5,35000
"2541",6.71399999999994,0.944000000000187,3.99799999999982,1.74199999999996,0.675139224522674,4,"Picea",50,1,0.001,5,750,9,5,8750
"2542",34.3100000000002,25.123,5.75499999999988,3.39800000000014,0.754077103346844,4,"Picea",500,1,0.001,5,4950,9,5,8750
"2543",36.098,20.7729999999999,12.047,3.24600000000009,0.758537204728569,4,"Picea",500,0.25,0.001,5,4400,9,5,140000
"2544",17.752,1.38200000000006,14.4169999999999,1.92599999999993,0.682029667947153,4,"Picea",50,0.1,0.001,5,1300,9,5,875000
"2545",69.8100000000002,57.636,8.35300000000007,3.78800000000001,0.766785385028966,4,"Picea",1000,0.5,0.001,5,6350,9,5,35000
"2546",8.97699999999986,1.98699999999985,4.8610000000001,2.10099999999989,0.723578944898629,4,"Picea",50,0.5,0.001,5,2200,9,5,35000
"2547",64.74,54.5939999999998,6.39200000000005,3.71000000000004,0.773701264533606,4,"Picea",1000,1,0.001,5,6050,9,5,8750
"2548",34.6179999999999,19.942,11.559,3.08799999999997,0.759252004303309,4,"Picea",500,0.25,0.001,5,4250,9,5,140000
"2549",100.86,78.4090000000001,18.163,4.25599999999986,0.781805304303081,4,"Picea",1000,0.25,0.001,5,8000,9,5,140000
"2550",38.644,28.8700000000001,6.23299999999995,3.50900000000001,0.76423427564112,4,"Picea",500,1,0.001,5,5500,9,5,8750
"2551",36.2380000000001,24.662,7.59699999999998,3.94800000000009,0.770465775220409,4,"Picea",500,0.5,0.001,5,4950,9,5,35000
"2552",62.184,40.3389999999999,17.5699999999999,4.24300000000017,0.764517674941403,4,"Picea",500,0.25,0.001,5,7300,9,5,140000
"2553",17.097,1.36199999999985,13.7540000000001,1.94399999999996,0.667438726880744,4,"Picea",50,0.1,0.001,5,1300,9,5,875000
"2554",83.5420000000001,72.4019999999998,6.97499999999991,4.12900000000036,0.765539150282339,4,"Picea",1000,1,0.001,5,7350,9,5,8750
"2555",13.7940000000003,1.10600000000022,10.8429999999998,1.81600000000026,0.718039611339859,4,"Picea",50,0.1,0.001,5,800,9,5,875000
"2556",14.7110000000002,1.13599999999997,11.6700000000001,1.87800000000016,0.685713150538449,4,"Picea",50,0.1,0.001,5,1000,9,5,875000
"2557",32.3150000000001,23.134,5.83800000000019,3.31399999999985,0.741483809996138,4,"Picea",500,1,0.001,5,4750,9,5,8750
"2558",128.769,44.4959999999996,79.665,4.58000000000038,0.769816087531107,4,"Picea",500,0.1,0.001,5,7750,9,5,875000
"2559",36.2639999999997,25.5299999999997,7.32700000000023,3.37999999999965,0.764235343289711,4,"Picea",500,0.5,0.001,5,5100,9,5,35000
"2560",6.99200000000019,0.984999999999673,4.13000000000011,1.84900000000016,0.68557302645631,4,"Picea",50,0.5,0.001,5,1050,9,5,35000
"2561",23.902,15.9410000000003,5.18100000000004,2.74699999999984,0.74899915693123,4,"Picea",500,1,0.001,5,3250,9,5,8750
"2562",44.5829999999996,33.6350000000002,6.96199999999999,3.95599999999968,0.761854103673583,4,"Picea",500,1,0.001,5,6450,9,5,8750
"2563",8.49900000000025,1.19600000000037,5.37099999999964,1.90100000000029,0.665099825921693,4,"Picea",50,0.25,0.001,5,950,9,5,140000
"2564",93.7809999999999,79.5519999999997,9.73900000000003,4.45100000000002,0.781262080476791,4,"Picea",1000,0.5,0.001,5,7800,9,5,35000
"2565",95.8770000000004,75.5,16.3719999999998,3.97700000000032,0.785162975047354,4,"Picea",1000,0.25,0.001,5,7800,9,5,140000
"2566",58.7739999999999,43.4479999999999,11.9679999999998,3.33100000000013,0.7666742681071,4,"Picea",1000,0.25,0.001,5,5000,9,5,140000
"2567",33.0830000000001,19.4850000000001,10.4749999999999,3.096,0.756217154157851,4,"Picea",500,0.25,0.001,5,4050,9,5,140000
"2568",10.1950000000002,1.8449999999998,6.10500000000002,2.221,0.706368977827206,4,"Picea",50,0.25,0.001,5,2150,9,5,140000
"2569",79.7160000000003,69.6150000000002,5.68399999999974,4.38700000000017,0.784197076506996,4,"Picea",1000,1,0.001,5,6700,9,5,8750
"2570",127.93,115.103,7.35300000000007,5.44200000000001,0.784761245572395,4,"Picea",1000,1,0.001,5,9950,9,5,8750
"2571",28.0369999999998,19.8039999999996,4.89499999999998,3.3090000000002,0.751584533341925,4,"Picea",500,1,0.001,5,3850,9,5,8750
"2572",18.5299999999997,1.52399999999989,14.6960000000004,2.2819999999997,0.657260320169173,4,"Picea",50,0.1,0.001,5,1500,9,5,875000
"2573",106.832,93.933,7.79499999999962,5.07300000000032,0.774829217242941,4,"Picea",1000,1,0.001,5,8400,9,5,8750
"2574",63.6370000000002,42.3400000000001,17.0520000000001,4.20100000000002,0.77110661180415,4,"Picea",500,0.25,0.001,5,7650,9,5,140000
"2575",48.8939999999998,30.4859999999999,14.7089999999998,3.67000000000007,0.757328347913679,4,"Picea",500,0.25,0.001,5,6100,9,5,140000
"2576",81.884,26.5299999999997,51.5540000000001,3.77100000000019,0.758642750882508,4,"Picea",500,0.1,0.001,5,5500,9,5,875000
"2577",48.864,13.779,32.3820000000001,2.66300000000001,0.737672009932008,4,"Picea",500,0.1,0.001,5,2800,9,5,875000
"2578",25.029,15.3720000000003,6.61499999999978,3,0.747198418218484,4,"Picea",500,0.5,0.001,5,3250,9,5,35000
"2579",10.8540000000003,2.01600000000008,6.65700000000015,2.154,0.67831590370955,4,"Picea",50,0.25,0.001,5,2300,9,5,140000
"2580",7.54300000000012,1.34900000000016,4.07600000000002,2.08799999999974,0.695713022917259,4,"Picea",50,1,0.001,5,1550,9,5,8750
"2581",172.594,87.3470000000002,80.252,4.96000000000004,0.775258206258264,4,"Picea",1000,0.1,0.001,5,7850,9,5,875000
"2582",125.656,62.165,59.645,3.80300000000034,0.771540179581758,4,"Picea",1000,0.1,0.001,5,6050,9,5,875000
"2583",67.5500000000002,21.069,43.4099999999999,3.04000000000042,0.760093615505075,4,"Picea",500,0.1,0.001,5,4000,9,5,875000
"2584",33.2399999999998,3.54999999999973,27.212,2.45100000000002,0.687176647157903,4,"Picea",50,0.1,0.001,5,3750,9,5,875000
"2585",5.45100000000002,0.752000000000407,3.03499999999985,1.63900000000012,0.69727589125384,4,"Picea",50,0.5,0.001,5,650,9,5,35000
"2586",68.8989999999999,60.1010000000001,5.08399999999983,3.6869999999999,0.778446805160037,4,"Picea",1000,1,0.001,5,6850,9,5,8750
"2587",60.3920000000003,49.1399999999999,7.83300000000008,3.38900000000012,0.760893460845579,4,"Picea",1000,0.5,0.001,5,5750,9,5,35000
"2588",81.9359999999997,68.819,9.14699999999993,3.94000000000005,0.77370916605947,4,"Picea",1000,0.5,0.001,5,7450,9,5,35000
"2589",15.451,1.346,12.1880000000001,1.88899999999967,0.706901661928245,4,"Picea",50,0.1,0.001,5,1300,9,5,875000
"2590",73.549,55.2619999999997,14.6500000000001,3.60500000000002,0.772025064954914,4,"Picea",1000,0.25,0.001,5,6200,9,5,140000
"2591",67.7250000000004,20.3319999999999,44.3010000000004,3.06400000000031,0.752448081435566,4,"Picea",500,0.1,0.001,5,4550,9,5,875000
"2592",33.4030000000002,23.1109999999999,7.02199999999993,3.24099999999999,0.762323241861731,4,"Picea",500,0.5,0.001,5,4950,9,5,35000
"2593",65.165,48.4259999999995,13.3460000000005,3.36200000000008,0.78417406570708,4,"Picea",1000,0.25,0.001,5,5650,9,5,140000
"2594",33.9949999999999,3.41699999999946,28.2060000000001,2.34500000000025,0.68523173968654,4,"Picea",50,0.1,0.001,5,3550,9,5,875000
"2595",167.133000000001,81.0030000000006,81.7820000000002,4.31700000000001,0.796050271909288,4,"Picea",1000,0.1,0.001,5,8300,9,5,875000
"2596",32.3159999999998,23.0830000000005,5.95799999999963,3.23700000000008,0.753089754190248,4,"Picea",500,1,0.001,5,4750,9,5,8750
"2597",25.6059999999998,14.018,8.96099999999933,2.59900000000016,0.751839758553863,4,"Picea",500,0.25,0.001,5,3000,9,5,140000
"2598",6.50400000000081,0.730999999999767,4.17500000000018,1.56900000000041,0.690801493921977,4,"Picea",50,0.25,0.001,5,250,9,5,140000
"2599",7.36400000000049,1.43499999999949,3.9940000000006,1.89699999999993,0.730672577727805,4,"Picea",50,1,0.001,5,1550,9,5,8750
"2600",80.3760000000002,70.9310000000005,5.38999999999942,4.02900000000045,0.774489760742038,4,"Picea",1000,1,0.001,5,7700,9,5,8750
"2601",12.4230000000007,2.875,7.15700000000015,2.36800000000039,0.701045527610015,4,"Picea",50,0.25,0.001,5,3900,9,5,140000
"2602",65.6670000000004,55.116,6.97999999999956,3.54300000000057,0.771694403314318,4,"Picea",1000,0.5,0.001,5,6350,9,5,35000
"2603",7.46299999999974,1.96699999999964,3.43000000000029,2.04299999999967,0.722451365838842,4,"Picea",50,1,0.001,5,2400,9,5,8750
"2604",6.02999999999975,1.05599999999959,3.24499999999989,1.70499999999993,0.669864841898794,4,"Picea",50,0.5,0.001,5,1050,9,5,35000
"2605",40.4630000000006,31.3900000000003,5.08599999999933,3.96300000000065,0.760757739747115,4,"Picea",500,1,0.001,5,6000,9,5,8750
"2606",150.39,68.9389999999994,77.1330000000007,4.28899999999976,0.763099404339035,4,"Picea",1000,0.1,0.001,5,7000,9,5,875000
"2607",46.9480000000003,29.6959999999999,13.3699999999999,3.84600000000046,0.766656240190881,4,"Picea",500,0.25,0.001,5,5600,9,5,140000
"2608",103.916,81.0419999999995,18.4940000000006,4.34900000000016,0.773135120671763,4,"Picea",1000,0.25,0.001,5,7900,9,5,140000
"2609",44.3050000000003,26.8469999999998,13.9250000000002,3.5029999999997,0.762346386136408,4,"Picea",500,0.25,0.001,5,4950,9,5,140000
"2610",128.217,61.6260000000002,62.777,3.78299999999945,0.770457314642209,4,"Picea",1000,0.1,0.001,5,6600,9,5,875000
"2611",13.7939999999999,4.84699999999975,6.23700000000008,2.68199999999979,0.673809684450244,4,"Picea",50,0.5,0.001,5,5000,9,5,35000
"2612",72.4660000000003,60.0869999999995,8.52000000000044,3.82600000000002,0.777819021060811,4,"Picea",1000,0.5,0.001,5,6500,9,5,35000
"2613",65.5790000000006,48.4160000000002,13.4290000000001,3.70200000000023,0.752946332188899,4,"Picea",1000,0.25,0.001,5,5450,9,5,140000
"2614",41.4680000000008,30.5200000000004,6.92199999999957,3.9980000000005,0.763141569298786,4,"Picea",500,0.5,0.001,5,5700,9,5,35000
"2615",69.0879999999997,20.0759999999991,45.6530000000002,3.33200000000033,0.739662598532421,4,"Picea",500,0.1,0.001,5,4000,9,5,875000
"2616",24.6539999999995,16.3280000000004,5.35599999999977,2.9399999999996,0.747089472068754,4,"Picea",500,0.5,0.001,5,3200,9,5,35000
"2617",7.13699999999972,1.3130000000001,3.72800000000007,2.06899999999951,0.717965907541276,4,"Picea",50,0.5,0.001,5,1150,9,5,35000
"2618",75.3200000000006,56.9669999999996,14.5450000000001,3.77900000000045,0.767140713368724,4,"Picea",1000,0.25,0.001,5,6100,9,5,140000
"2619",57.5900000000001,48.0320000000002,6.17300000000068,3.35099999999966,0.773047782690744,4,"Picea",1000,1,0.001,5,5450,9,5,8750
"2620",93.54,28.7280000000001,61.1279999999997,3.65599999999995,0.755697256567053,4,"Picea",500,0.1,0.001,5,5750,9,5,875000
"2621",61.4859999999999,44.6489999999994,13.4470000000001,3.35699999999997,0.76903904521524,4,"Picea",1000,0.25,0.001,5,5050,9,5,140000
"2622",101.023999999999,34.6999999999998,62.3440000000001,3.95199999999932,0.755010839184127,4,"Picea",500,0.1,0.001,5,6500,9,5,875000
"2623",10.9410000000007,1.89500000000044,6.80699999999979,2.21200000000044,0.64528425524934,4,"Picea",50,0.25,0.001,5,2100,9,5,140000
"2624",17.433,4.72000000000025,9.78099999999995,2.90200000000004,0.655535499662493,4,"Picea",50,0.25,0.001,5,4900,9,5,140000
"2625",10.7880000000005,1.77000000000044,6.76699999999983,2.21900000000005,0.706180833893699,4,"Picea",50,0.25,0.001,5,2250,9,5,140000
"2626",91.2189999999991,29.2910000000002,57.8630000000003,4.03799999999956,0.759581367860235,4,"Picea",500,0.1,0.001,5,5500,9,5,875000
"2627",41.8280000000004,26.7300000000005,11.6130000000003,3.44599999999991,0.758062595222245,4,"Picea",500,0.25,0.001,5,5400,9,5,140000
"2628",6.54500000000007,0.905999999999949,3.90999999999985,1.70399999999972,0.696926321513673,4,"Picea",50,0.25,0.001,5,750,9,5,140000
"2629",13.8030000000008,0.993000000000393,10.9519999999993,1.82500000000073,0.727735497427907,4,"Picea",50,0.1,0.001,5,900,9,5,875000
"2630",157.878,77.2820000000002,75.982,4.58699999999953,0.777002426655746,4,"Picea",1000,0.1,0.001,5,8000,9,5,875000
"2631",7.07000000000062,1.07600000000002,4.08500000000004,1.88200000000052,0.684783921280763,4,"Picea",50,1,0.001,5,900,9,5,8750
"2632",6.21600000000035,0.921000000000276,3.33199999999943,1.9380000000001,0.669756489929556,4,"Picea",50,0.5,0.001,5,750,9,5,35000
"2633",21.1190000000006,1.69899999999961,17.2510000000002,2.14400000000023,0.694436085011021,4,"Picea",50,0.1,0.001,5,1850,9,5,875000
"2634",6.3090000000002,1.19200000000001,3.16900000000078,1.92299999999977,0.662668258716821,4,"Picea",50,1,0.001,5,1250,9,5,8750
"2635",33.558,24.0870000000004,6.03200000000015,3.41199999999935,0.756741703436874,4,"Picea",500,0.5,0.001,5,4750,9,5,35000
"2636",71.6360000000004,61.5599999999995,5.64500000000044,4.40099999999984,0.780985582552178,4,"Picea",1000,1,0.001,5,6200,9,5,8750
"2637",69.649,61.061,5.059,3.49699999999999,0.778194683434716,4,"Picea",1000,1,0.001,5,6700,12,5,8750
"2638",17.634,1.31500000000003,14.496,1.798,0.703438044955902,4,"Picea",50,0.1,0.001,5,1500,12,5,875000
"2639",9.40000000000001,0.691000000000003,7.13399999999999,1.548,0.6412747856744,4,"Picea",50,0.1,0.001,5,350,12,5,875000
"2640",88.42,68.828,15.63,3.93299999999999,0.76531658966727,4,"Picea",1000,0.25,0.001,5,7400,12,5,140000
"2641",15.123,1.22499999999997,11.949,1.92200000000003,0.696299322417334,4,"Picea",50,0.1,0.001,5,1250,12,5,875000
"2642",7.54599999999999,1.64100000000002,3.755,2.113,0.706787712537827,4,"Picea",50,0.5,0.001,5,1800,12,5,35000
"2643",79.285,60.744,14.484,4.02500000000003,0.769355653430333,4,"Picea",1000,0.25,0.001,5,6200,12,5,140000
"2644",30.851,2.77300000000002,25.489,2.56300000000005,0.692802404746829,4,"Picea",50,0.1,0.001,5,3050,12,5,875000
"2645",8.14499999999998,1.24899999999997,5.024,1.84399999999999,0.686810236494839,4,"Picea",50,0.25,0.001,5,1300,12,5,140000
"2646",79.727,60.719,15.143,3.83399999999995,0.777434950010293,4,"Picea",1000,0.25,0.001,5,6400,12,5,140000
"2647",114.845,91.5459999999999,18.6410000000001,4.62599999999998,0.779250215455076,4,"Picea",1000,0.25,0.001,5,8700,12,5,140000
"2648",68.034,58.413,5.89300000000003,3.69799999999998,0.775724823190483,4,"Picea",1000,1,0.001,5,6050,12,5,8750
"2649",26.941,2.18400000000008,22.5549999999999,2.178,0.706765040645078,4,"Picea",50,0.1,0.001,5,2500,12,5,875000
"2650",101.795,88.611,8.48599999999999,4.66700000000003,0.780709898820225,4,"Picea",1000,0.5,0.001,5,8200,12,5,35000
"2651",54.917,44.394,6.06999999999994,4.41700000000003,0.760779560506786,4,"Picea",500,1,0.001,5,7500,9,5,8750
"2652",71.7379999999999,54.244,13.784,3.678,0.774320329198812,4,"Picea",1000,0.25,0.001,5,5650,12,5,140000
"2653",7.18399999999997,1.55600000000004,3.57400000000007,2.02599999999995,0.697456363735723,4,"Picea",50,1,0.001,5,1600,12,5,8750
"2654",77.4450000000001,58.803,14.4050000000001,4.20399999999995,0.770663678313353,4,"Picea",1000,0.25,0.001,5,6100,12,5,140000
"2655",6.55700000000002,1.18199999999979,3.43600000000015,1.91100000000006,0.708136469910948,4,"Picea",50,1,0.001,5,1000,12,5,8750
"2656",28.287,20.462,4.65099999999984,3.14400000000001,0.774427565824797,4,"Picea",500,1,0.001,5,4150,12,5,8750
"2657",146.99,66.45,76.2429999999999,4.26700000000005,0.76785666436047,4,"Picea",1000,0.1,0.001,5,6850,12,5,875000
"2658",44.4929999999999,33.2329999999999,7.40899999999988,3.82000000000016,0.743875550086813,4,"Picea",500,0.5,0.001,5,5950,12,5,35000
"2659",13.2660000000001,2.99000000000001,7.89499999999998,2.35200000000009,0.729205865476357,4,"Picea",50,0.25,0.001,5,3200,12,5,140000
"2660",102.045,79.2090000000001,18.421,4.38099999999986,0.787707997109918,4,"Picea",1000,0.25,0.001,5,7500,12,5,140000
"2661",28.088,19.942,4.95100000000002,3.16599999999994,0.758693900545997,4,"Picea",500,1,0.001,5,3950,12,5,8750
"2662",96.5010000000002,32.2529999999999,60.4169999999999,3.80000000000018,0.767697308655441,4,"Picea",500,0.1,0.001,5,5800,12,5,875000
"2663",152.407,72.2339999999999,75.5070000000001,4.61899999999991,0.766416244081387,4,"Picea",1000,0.1,0.001,5,7100,12,5,875000
"2664",7.39499999999998,1.58699999999999,3.6880000000001,2.09199999999987,0.717883479575902,4,"Picea",50,1,0.001,5,1800,12,5,8750
"2665",97.28,31.0980000000002,62.3409999999999,3.80999999999995,0.773569155967442,4,"Picea",500,0.1,0.001,5,5700,12,5,875000
"2666",9.22800000000007,1.48900000000003,5.68100000000004,2.029,0.639986209032018,4,"Picea",50,0.25,0.001,5,1550,12,5,140000
"2667",63.009,53.587,5.75099999999998,3.63600000000019,0.761422173273251,4,"Picea",1000,1,0.001,5,5550,12,5,8750
"2668",36.8920000000001,27.7570000000001,5.59099999999989,3.51400000000012,0.750309487042452,4,"Picea",500,1,0.001,5,5150,12,5,8750
"2669",85.3050000000001,72.086,8.73400000000015,4.45499999999993,0.770844859646346,4,"Picea",1000,0.5,0.001,5,7050,12,5,35000
"2670",6.95399999999995,1.12699999999995,3.89499999999998,1.90000000000009,0.711384128259747,4,"Picea",50,0.5,0.001,5,850,12,5,35000
"2671",6.25999999999999,1.03599999999983,3.35400000000004,1.83999999999992,0.691795590557914,4,"Picea",50,1,0.001,5,950,12,5,8750
"2672",97.085,83.5990000000002,8.87300000000005,4.57299999999987,0.776514160263179,4,"Picea",1000,0.5,0.001,5,8000,12,5,35000
"2673",30.8810000000003,22.5120000000002,5.09299999999985,3.24400000000014,0.757559133120751,4,"Picea",500,1,0.001,5,4500,12,5,8750
"2674",6.56999999999971,1.28700000000026,3.42399999999998,1.82899999999972,0.711094503430495,4,"Picea",50,1,0.001,5,1150,12,5,8750
"2675",111.173,99.4279999999999,7.06600000000026,4.64599999999973,0.77955720903585,4,"Picea",1000,1,0.001,5,9200,12,5,8750
"2676",43.953,32.6509999999998,7.34900000000016,3.92299999999977,0.767340941704072,4,"Picea",500,0.5,0.001,5,5900,12,5,35000
"2677",27.1529999999998,18.346,5.8430000000003,2.93399999999974,0.757062937062937,4,"Picea",500,0.5,0.001,5,3450,12,5,35000
"2678",7.42200000000003,1.41300000000001,3.99399999999969,1.98500000000013,0.692297568561471,4,"Picea",50,0.5,0.001,5,1300,12,5,35000
"2679",84.0499999999997,73.5719999999997,6.26600000000008,4.17900000000009,0.767530626585352,4,"Picea",1000,1,0.001,5,7200,12,5,8750
"2680",42.6280000000002,26.6770000000001,12.4379999999996,3.48300000000017,0.753771132503429,4,"Picea",500,0.25,0.001,5,5050,12,5,140000
"2681",89.884,78.9140000000002,6.63200000000006,4.30599999999959,0.754127534150904,4,"Picea",1000,1,0.001,5,7300,12,5,8750
"2682",35.4549999999999,26.3820000000001,5.47899999999981,3.5630000000001,0.766280584741427,4,"Picea",500,1,0.001,5,4900,12,5,8750
"2683",24.9359999999997,17.3989999999999,4.64300000000003,2.86400000000003,0.763436858058675,4,"Picea",500,1,0.001,5,3700,12,5,8750
"2684",75.1969999999997,63.0799999999999,7.90299999999979,4.18299999999999,0.780517994591221,4,"Picea",1000,0.5,0.001,5,6500,12,5,35000
"2685",8.39599999999973,2.02599999999984,4.28499999999985,2.04899999999998,0.695838892774037,4,"Picea",50,0.5,0.001,5,1950,12,5,35000
"2686",90.748,77.8890000000001,8.39699999999993,4.43199999999979,0.775634817697583,4,"Picea",1000,0.5,0.001,5,7200,12,5,35000
"2687",189.012,91.5749999999998,92.4989999999998,4.9050000000002,0.783579861355886,4,"Picea",1000,0.1,0.001,5,8700,12,5,875000
"2688",10.3010000000004,3.22800000000007,4.65100000000029,2.38599999999997,0.718853731343284,4,"Picea",50,0.5,0.001,5,3050,12,5,35000
"2689",83.8679999999999,64.1559999999999,15.5500000000002,4.13099999999986,0.768318078151718,4,"Picea",1000,0.25,0.001,5,6500,12,5,140000
"2690",33.6280000000002,24.7460000000001,5.3090000000002,3.54100000000017,0.768809240015253,4,"Picea",500,1,0.001,5,4700,9,5,8750
"2691",32.1840000000002,22.5509999999999,6.30700000000024,3.29500000000007,0.75508104056604,4,"Picea",500,0.5,0.001,5,4150,12,5,35000
"2692",37.4960000000001,22.3580000000002,11.8539999999998,3.25300000000016,0.753462105805235,4,"Picea",500,0.25,0.001,5,4300,12,5,140000
"2693",74.578,23.4479999999999,47.806,3.29399999999987,0.763525186966692,4,"Picea",500,0.1,0.001,5,4400,12,5,875000
"2694",30.7339999999999,21.2489999999998,6.27199999999993,3.18299999999999,0.761119760742402,4,"Picea",500,0.5,0.001,5,4000,12,5,35000
"2695",174.711,84.9560000000001,85.0219999999999,4.70100000000002,0.77901773595958,4,"Picea",1000,0.1,0.001,5,7900,12,5,875000
"2696",30.2809999999999,22.1390000000001,4.86599999999999,3.24599999999964,0.770552799278198,4,"Picea",500,1,0.001,5,4450,12,5,8750
"2697",138.948,65.98,68.8429999999998,4.0920000000001,0.771299964890311,4,"Picea",1000,0.1,0.001,5,6450,12,5,875000
"2698",93.2460000000001,72.5709999999999,16.5050000000001,4.13799999999992,0.788263076146475,4,"Picea",1000,0.25,0.001,5,7100,12,5,140000
"2699",34.0770000000002,25.239,5.31299999999965,3.49500000000035,0.737997763191843,4,"Picea",500,1,0.001,5,4950,12,5,8750
"2700",27.2999999999997,18.1019999999999,6.02999999999975,3.13700000000017,0.734210618957731,4,"Picea",500,0.5,0.001,5,3750,12,5,35000
"2701",54.2939999999999,35.5729999999999,14.4740000000002,4.21499999999969,0.768356015001597,4,"Picea",500,0.25,0.001,5,6350,12,5,140000
"2702",17.3990000000003,4.71199999999999,9.7529999999997,2.9060000000004,0.732474298023079,4,"Picea",50,0.25,0.001,5,4700,12,5,140000
"2703",175.497,85.357,85.4169999999999,4.68100000000004,0.770051098542195,4,"Picea",1000,0.1,0.001,5,8000,12,5,875000
"2704",79.02,67.308,7.77100000000019,3.90900000000011,0.773999952049089,4,"Picea",1000,0.5,0.001,5,6600,12,5,35000
"2705",37.3159999999993,27.1840000000002,6.68299999999999,3.41999999999916,0.75676057478509,4,"Picea",500,0.5,0.001,5,5000,12,5,35000
"2706",136.216,63.0069999999996,68.9859999999999,4.19000000000051,0.775384966719523,4,"Picea",1000,0.1,0.001,5,6450,12,5,875000
"2707",82.5829999999996,70.2849999999999,8.25200000000041,4.01299999999992,0.767922165797792,4,"Picea",1000,0.5,0.001,5,6800,12,5,35000
"2708",16.7799999999997,1.25799999999981,13.5800000000008,1.91399999999976,0.675857484406291,4,"Picea",50,0.1,0.001,5,1300,12,5,875000
"2709",48.6039999999994,5.3779999999997,40.3950000000004,2.79299999999967,0.671963688277155,4,"Picea",50,0.1,0.001,5,5900,12,5,875000
