"","totalTime","fittingTime","predictionTime","accuracyTime","testingAUC","numTrees","cores","GBMemory","taxon","method","trainingExamples","spatialResolution","numPredictors","cells"
"634",38.4669999999999,26.731,9.38900000000012,2.31099999999992,0.840737645045944,1000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"635",194.729,176.647,15.886,2.154,0.8386418893453,6000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"636",180.046,161.901,15.9199999999998,2.18700000000013,0.844735317692862,6000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"637",228.563,208.848,17.5430000000001,2.13400000000001,0.840510614034513,6000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"638",196.502,177.501,16.788,2.17599999999993,0.843934606534777,6000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"639",185.314,166.732,16.3690000000001,2.17700000000013,0.836790222461782,6000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"640",223.783,203.859,17.7340000000004,2.15299999999979,0.845184855202246,6000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"641",313.642,287.851,23.636,2.11900000000014,0.846508100117867,11000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"642",323.145,296.596,24.3679999999999,2.14400000000023,0.848568807960267,11000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"643",327,300.568,24.2579999999998,2.13700000000017,0.84244494780251,11000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"644",357.109,329.424,25.48,2.16600000000017,0.841184908626449,11000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"645",322.905,296.648,24.067,2.14599999999973,0.841419841384409,11000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"646",333.927,304.112999999999,27.4190000000008,2.35699999999997,0.840122725713226,11000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"647",475.544000000001,437.815,35.0690000000004,2.60699999999997,0.847316449102767,16000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"648",511.672,476.277,33.2399999999998,2.09699999999975,0.842813087851548,16000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"649",500.448,465.514,32.7920000000004,2.09699999999975,0.847011954821206,16000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"650",474.834,438.895,33.7760000000007,2.11799999999948,0.838940268118407,16000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"651",476.63,441.123,33.2820000000002,2.1869999999999,0.846119846276875,16000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"652",519.004,482.358,34.2430000000004,2.36399999999958,0.846383669438965,16000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"653",624.873999999999,576.702000000001,45.8359999999993,2.28099999999904,0.837567713525759,21000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"654",644.215,600.063,41.8919999999998,2.20999999999913,0.847271999597575,21000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"655",628.624,580.227000000001,46.027,2.33100000000013,0.832616566325384,21000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"656",654.864,608.642,43.9160000000011,2.25699999999961,0.84044466895496,21000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"657",639.791999999999,592.535,44.8289999999997,2.37199999999939,0.847122842667079,21000,1,16,"Picea","PARALLEL",6000,0.5,5,35000
"658",864.434999999999,808.440000000001,53.8060000000005,2.14599999999882,0.838756820750401,21000,1,16,"Picea","SERIAL",6000,0.5,5,35000
"659",94.9989999999998,84.223,8.57099999999991,2.15700000000106,0.86826062205075,1000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"660",105.348,93.0370000000003,9.98199999999997,2.28200000000106,0.868647827679948,1000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"661",98.8350000000009,86.6239999999998,9.86499999999978,2.29300000000148,0.86688464496303,1000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"662",105.815999999999,93.0389999999989,10.3540000000012,2.36899999999878,0.862243339502513,1000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"663",102.343999999999,89.3279999999995,10.3950000000004,2.5679999999993,0.859903756799085,1000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"664",143.964,130.91,10.6820000000007,2.31899999999951,0.858282158424372,1000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"665",795.781999999999,770.174000000001,23.1669999999995,2.3809999999994,0.864737364210419,6000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"666",538.553000000002,516.128000000001,20.0290000000005,2.33200000000033,0.857661063843066,6000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"667",560.187,539.051000000001,18.8269999999993,2.25300000000061,0.866548128477328,6000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"668",532.712,511.721,18.7469999999994,2.1830000000009,0.866482321729741,6000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"669",536.567999999999,515.779,18.4509999999991,2.28900000000067,0.859434349583922,6000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"670",542.059000000001,518.467999999999,21.2090000000007,2.33400000000074,0.870371986469381,6000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"671",1005.06,974.064999999999,28.5770000000011,2.35599999999977,0.86839762865782,11000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"672",1026.084,994.642,29.2380000000012,2.15100000000166,0.865935023252767,11000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"673",1116.033,1082.188,31.5760000000009,2.22100000000137,0.866816612696279,11000,1,16,"Picea","PARALLEL",11000,0.5,5,35000
"674",923.208999999999,892.941999999999,28.0980000000018,2.12199999999939,0.861657066243357,11000,1,16,"Picea","SERIAL",11000,0.5,5,35000
"675",13.649,3.246,8.188,2.149,0.774307657038056,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"676",14.785,4.34,8.314,2.10599999999999,0.7967906746447,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"677",12.529,2.111,8.34,2.052,0.801159537168861,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"678",14.437,4.058,8.342,2.01300000000001,0.79426037501661,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"679",13.021,2.232,8.664,2.09399999999999,0.78314050390671,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"680",16.217,5.32400000000001,8.77499999999999,2.09400000000001,0.789328376433331,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"681",60.753,26.921,31.683,2.12299999999999,0.796886735742105,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"682",81.941,47.041,32.667,2.20699999999999,0.785097266124385,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"683",60.856,25.905,32.781,2.137,0.771641718320631,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"684",78.534,44.579,31.72,2.20800000000003,0.79101557087088,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"685",56.232,23.144,30.871,2.18699999999995,0.78467126557034,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"686",82.871,47.356,33.343,2.13900000000001,0.780219793502675,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"687",105.925,49.1130000000001,54.5949999999999,2.19000000000005,0.78318682651902,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"688",142.197,85.4090000000001,54.603,2.15800000000002,0.779616046954624,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"689",102.09,45.3729999999999,54.45,2.24099999999999,0.794728726872354,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"690",141.249,83.814,55.207,2.20100000000002,0.791964589493185,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"691",99.8249999999999,44.4399999999999,53.125,2.23199999999997,0.787351696040736,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"692",143.536,85.8290000000002,55.4659999999999,2.21199999999999,0.79239462962789,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"693",99.117,85.6099999999999,11.239,2.20399999999995,0.87459022453449,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"694",203.571,188.232,13.0919999999999,2.19200000000001,0.871836245960261,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"695",114.022,98.963,12.8,2.20400000000018,0.864088762593582,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"696",188.433,173.929,12.415,2.03700000000003,0.870518457362482,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"697",93.673,80.4109999999998,10.9920000000002,2.22299999999996,0.863988502358183,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"698",183.12,169.217,11.7020000000002,2.13999999999987,0.863633431571543,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"699",15.292,3.818,9.272,2.138,0.784021333150619,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"700",15.913,4.719,8.921,2.24299999999999,0.7853358153945,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"701",13.275,2.129,8.925,2.188,0.792705172909062,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"702",15.293,4.54700000000001,8.621,2.09999999999999,0.790409039690324,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"703",13.196,2.057,8.977,2.139,0.796088161391373,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"704",14.652,3.83999999999999,8.681,2.108,0.79849394716188,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"705",61.317,27.523,31.549,2.22,0.79654510515179,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"706",82.434,47.057,33.087,2.26300000000001,0.799812803855178,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"707",57.072,23.992,30.879,2.16800000000001,0.787718863741501,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"708",82.343,46.108,33.979,2.22999999999996,0.797847066984201,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"709",61.138,25.847,33.046,2.21000000000004,0.791305470332668,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"710",81.348,46.868,32.3129999999999,2.13300000000004,0.784074234426069,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"711",103.873,48.513,53.1610000000001,2.17399999999998,0.795704947828277,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"712",136.789,83.431,51.102,2.23099999999999,0.787520954433632,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"713",101.683,46.9490000000001,52.5029999999999,2.20100000000002,0.777210732880934,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"714",140.357,84.6569999999999,53.52,2.15000000000009,0.791758543753502,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"715",101.312,45.0129999999999,54.0550000000001,2.21100000000001,0.788783493591042,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"716",145.865,89.5029999999999,54.1510000000001,2.18100000000004,0.787545684473301,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"717",100.14,85.2159999999999,12.6590000000001,2.21900000000005,0.866196894140868,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"718",177.438,162.851,12.3500000000001,2.18599999999992,0.869339185861737,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"719",106.105,91.318,12.5360000000001,2.19600000000014,0.86332911501871,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"720",183.026,168.66,12.1579999999999,2.15499999999997,0.866213919122974,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"721",96.7660000000001,82.307,12.2169999999999,2.1880000000001,0.872028903098124,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"722",208.56,192.732,13.567,2.20899999999983,0.860437839364659,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"723",15.258,3.36,9.637,2.178,0.783164383120442,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"724",16.281,4.489,9.6,2.157,0.796559036814089,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"725",13.072,2.203,8.741,2.102,0.791671328100566,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"726",14.625,4.255,8.20700000000001,2.131,0.793648692703919,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"727",12.548,2.104,8.339,2.074,0.792507493826844,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"728",15.661,4.47199999999999,9.02800000000001,2.136,0.787531903209002,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"729",67.991,31.17,34.551,2.23699999999999,0.791829577880132,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"730",77.067,43.66,31.135,2.239,0.800905503310917,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"731",58.057,24.278,31.602,2.14500000000004,0.796322740642381,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"732",77.044,42.964,31.895,2.15699999999998,0.784816376023189,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"733",59.885,25.794,32.007,2.05700000000002,0.788911925410625,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"734",76.186,44.349,29.789,2.02300000000002,0.79449604356729,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"735",98,46.139,49.796,2.03700000000003,0.793743546224726,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"736",144.745,88.0160000000001,54.6569999999999,2.04700000000003,0.794554813642436,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"737",101.129,45.9450000000001,53.1,2.05700000000002,0.784244460721671,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"738",138.808,83.5119999999999,53.115,2.15600000000006,0.790351955246095,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"739",129.181,61.4989999999999,65.443,2.21300000000019,0.796283092189723,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"740",142.433,86.817,53.4099999999999,2.17600000000016,0.785348611183461,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"741",97.982,83.338,12.393,2.18499999999995,0.86314468550766,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"742",189.762,175.317,12.2189999999998,2.17500000000018,0.865331499844699,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"743",99.5230000000001,86.4730000000002,10.9479999999999,2.05100000000016,0.872622194571553,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"744",202.744,187.296,13.222,2.17900000000009,0.868282478376232,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"745",101.551,87.146,12.153,2.19899999999984,0.864148861168254,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"746",193.944,179.233,12.4899999999998,2.16800000000012,0.86170474170848,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"747",15.269,3.329,9.693,2.17,0.788772867270774,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"748",16.373,4.55099999999999,9.637,2.158,0.785500966724828,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"749",14.323,2.361,9.777,2.14999999999999,0.801263107371023,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"750",16.275,4.524,9.57900000000001,2.146,0.784286365769816,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"751",14.588,2.48899999999999,9.91500000000001,2.157,0.788714712130602,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"752",17.036,4.97199999999999,9.866,2.16500000000001,0.779200410897784,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"753",58.304,26.098,30.12,2.06,0.796092387450535,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"754",78.198,44.978,31.069,2.125,0.792340796763275,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"755",58.185,24.423,31.7,2.03399999999999,0.780336720883683,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"756",82.111,47.25,32.774,2.05700000000002,0.800429507495868,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"757",67.465,29.108,36.278,2.05400000000003,0.782135758134836,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"758",79.277,46.586,30.6279999999999,2.03300000000002,0.781463864976752,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"759",105.148,47.188,55.753,2.18099999999993,0.790721957727018,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"760",137.686,83.5540000000001,51.8819999999999,2.22000000000003,0.798216442534743,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"761",101.594,44.64,54.702,2.22000000000003,0.784675041784388,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"762",149.999,90.5120000000001,57.0079999999999,2.44800000000009,0.790676430757246,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"763",100.724,45.403,53.0910000000001,2.202,0.791176226677939,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"764",147.754,88.643,56.8919999999998,2.19100000000003,0.768789550401941,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"765",91.556,77.0509999999999,11.8809999999999,2.56000000000017,0.871486164112975,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"766",172.952,158.568,12.171,2.16100000000006,0.862657419296889,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"767",96.325,82.261,11.8119999999999,2.202,0.864711732881578,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"768",182.276,169.376,10.8209999999999,2.02800000000002,0.86500512528112,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"769",99.703,85.386,12.0620000000001,2.202,0.864392386758268,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"770",165.047,152.121,10.6880000000001,2.18600000000015,0.862209455010935,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"771",15.131,3.404,9.488,2.164,0.798889391875375,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"772",16.019,4.376,9.49100000000001,2.125,0.789505232028719,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"773",12.282,2.05399999999999,8.194,2.00899999999999,0.784433520071741,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"774",14.784,4.405,8.346,2.008,0.776656986941251,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"775",12.13,2.071,8.045,1.98899999999999,0.788658343222839,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"776",14.032,3.883,8.10600000000001,2.018,0.785887042259409,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"777",62.424,28.2,32.114,2.07999999999998,0.789145089895623,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"778",80.928,47.291,31.593,2.01000000000002,0.790295835548844,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"779",58.265,24.262,31.892,2.07799999999997,0.793564619365559,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"780",80.358,46.759,31.536,2.03800000000001,0.794347952337569,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"781",56.3,23.398,30.673,2.19599999999997,0.793947624862803,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"782",78.8650000000001,45.669,31.151,2.01700000000005,0.783279434530884,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"783",107.958,50.014,55.771,2.14800000000002,0.799372753346636,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"784",133.818,80.967,50.659,2.16499999999996,0.789079086189969,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"785",101.848,46.0930000000001,53.528,2.19899999999996,0.790437049983638,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"786",138.515,83.217,53.0890000000001,2.18099999999993,0.78742622618287,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"787",105.802,46.6890000000001,56.761,2.31899999999996,0.797943041231,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"788",142.002,85.049,54.768,2.15699999999993,0.776902157438101,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"789",103.197,88.7679999999998,12.1570000000002,2.18299999999999,0.871433014003617,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"790",190.634,176.14,12.2919999999999,2.14800000000014,0.868240158374746,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"791",110.571,95.54,12.777,2.20299999999997,0.86274923679062,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"792",178.414,164.046,12.162,2.15300000000002,0.860285581018988,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"793",97.807,83.616,11.9579999999999,2.17900000000009,0.873145189671536,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"794",178.354,165.608,10.6849999999999,2.00599999999986,0.868102886495688,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"795",14.938,3.308,9.423,2.132,0.79505104622226,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"796",16.044,4.404,9.473,2.141,0.794070237441505,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"797",13.904,2.161,9.57,2.147,0.788076918821781,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"798",15.765,4.286,9.307,2.146,0.788117968211296,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"799",13.713,2.191,9.348,2.14,0.790486258401871,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"800",15.644,4.07700000000001,9.383,2.158,0.786415736546648,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"801",61.472,27.485,31.787,2.166,0.78639076789678,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"802",78.027,45.074,30.743,2.18200000000002,0.793106054463328,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"803",56.685,23.714,30.785,2.15099999999995,0.790787040297296,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"804",78.697,44.267,32.204,2.19899999999996,0.795883139100931,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"805",61.366,26.179,33.017,2.142,0.782279844081543,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"806",79.366,45.554,31.6320000000001,2.15299999999991,0.788488230688136,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"807",106.608,50.0069999999999,54.4010000000001,2.173,0.789878018207118,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"808",146.142,88.929,54.974,2.21000000000004,0.789219918002252,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"809",113.258,51.438,59.524,2.26300000000003,0.781645657805935,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"810",149.325,90.034,57.076,2.1869999999999,0.782727991857785,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"811",104.584,47.643,54.713,2.19600000000014,0.799784047921894,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"812",143.561,86.501,54.8589999999999,2.1690000000001,0.789167731574979,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"813",101.421,87.098,12.0830000000001,2.17699999999991,0.862195925956348,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"814",191.587,176.822,12.47,2.24299999999994,0.862703540653367,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"815",117.448,102.505,12.7180000000001,2.17399999999998,0.861899472591539,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"816",195.287,180.494,12.568,2.17399999999998,0.861539319088475,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"817",104.544,89.7279999999998,12.5840000000001,2.18000000000006,0.867650653062291,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"818",200.192,186.475,11.6139999999996,2.03800000000001,0.86909200971803,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"819",15.107,3.351,9.607,2.075,0.803429320944477,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"820",16.138,4.658,9.369,2.085,0.791578379001047,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"821",13.914,2.355,9.468,2.05900000000001,0.781767142145184,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"822",15.384,3.991,9.30499999999999,2.06100000000001,0.786435132863057,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"823",13.848,2.15799999999999,9.50200000000001,2.16,0.787693027664145,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"824",16.069,4.223,9.58199999999999,2.239,0.790959249994459,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"825",75.393,34.451,38.806,2.10900000000001,0.789984649543982,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"826",77.563,44.053,31.377,2.10200000000003,0.804558310977818,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"827",62.084,26.207,33.735,2.10999999999996,0.794341119888687,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"828",78.87,45.345,31.373,2.12199999999996,0.78915587830583,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"829",60.867,25.044,33.708,2.089,0.787370813078874,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"830",84.361,48.2479999999999,34.0200000000001,2.06399999999996,0.80036517581137,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"831",102.851,47.744,53.153,1.92700000000002,0.796497747943007,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"832",140.428,85.289,53.164,1.94500000000005,0.788379202508224,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"833",101.406,46.1610000000001,53.2479999999999,1.96800000000007,0.794265985471312,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"834",153.262,92.86,58.4180000000001,1.95799999999986,0.777960758184698,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"835",107.039,47.634,57.2380000000001,2.13699999999994,0.785178092382714,21000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"836",154.748,93.502,59.1130000000001,2.10599999999999,0.791601191950937,21000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"837",97.9590000000001,83.6559999999999,12.1420000000001,2.11000000000013,0.868461924010753,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"838",174.915,160.846,11.9349999999999,2.08200000000011,0.861000951620317,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"839",119.682,104.563,12.925,2.14300000000003,0.866004924358268,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"840",186.062,171.774,12.1580000000001,2.07799999999997,0.864353843012546,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"841",101.277,86.5070000000001,12.25,2.47000000000003,0.861159187186701,1000,2,16,"Picea","PARALLEL",11000,0.5,5,35000
"842",210.076,194.645,13.2629999999999,2.11700000000019,0.862884359558356,1000,2,16,"Picea","SERIAL",11000,0.5,5,35000
"843",13.911,3.314,8.489,2.05,0.781589948033901,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"844",14.874,4.446,8.37,2.033,0.790042916294623,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"845",12.663,2.154,8.462,2.021,0.78232360927199,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"846",14.192,3.826,8.306,2.027,0.796029239359134,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"847",13.762,2.21300000000001,9.39399999999999,2.129,0.78830786437146,1000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"848",15.903,4.29299999999999,9.43700000000001,2.146,0.779308341547158,1000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"849",62.095,27.692,32.172,2.19999999999999,0.789491013749335,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
"850",81.765,47.063,32.502,2.173,0.793154080034611,11000,2,16,"Picea","SERIAL",1000,0.5,5,35000
"851",58.313,24.553,31.556,2.178,0.783081890601519,11000,2,16,"Picea","PARALLEL",1000,0.5,5,35000
