"","numPredictors","trainingExamples","cells","config","TotalRate","cores","GBMemory","accuracy","seconds","cost"
"3180",5,8000,1e+05,58,0.9519,5,18,0.847075906905589,3.63571747326335,3.46083946279938
"3181",1,9000,1e+05,58,0.9519,5,18,0.647904306012289,3.79653217903139,3.61391898121998
"3182",2,9000,1e+05,58,0.9519,5,18,0.705358017586569,3.77911325139535,3.59733790400323
"3183",3,9000,1e+05,58,0.9519,5,18,0.799045086143559,3.7480570777265,3.56777553228786
"3184",4,9000,1e+05,58,0.9519,5,18,0.854606888389605,3.70215321235801,3.52407964284359
"3185",5,9000,1e+05,58,0.9519,5,18,0.847445253820871,3.75220010286863,3.57171927792065
"3186",1,10000,1e+05,58,0.9519,5,18,0.654727125758133,3.91849208826182,3.73001261881643
"3187",2,10000,1e+05,58,0.9519,5,18,0.711347651129661,3.89945279105995,3.71188911180997
"3188",3,10000,1e+05,58,0.9519,5,18,0.804524330240129,3.86655681668558,3.680575433803
"3189",4,10000,1e+05,58,0.9519,5,18,0.85963279763041,3.81895220756917,3.63526060638509
"3190",5,10000,1e+05,58,0.9519,5,18,0.852466604193797,3.87153156946481,3.68531090097356
"3191",1,0,1e+05,59,1.0521,5,20,0.57480882829317,2.65414833009715,2.79242945809521
"3192",2,0,1e+05,59,1.0521,5,20,0.625497911440943,2.6275963851329,2.76449415679832
"3193",3,0,1e+05,59,1.0521,5,20,0.726940475466535,2.5804783521289,2.71492127427481
"3194",4,0,1e+05,59,1.0521,5,20,0.793723231677197,2.53811239819412,2.67034805414004
"3195",5,0,1e+05,59,1.0521,5,20,0.787739501030095,2.60427780368029,2.73996067725203
"3196",1,1000,1e+05,59,1.0521,5,20,0.57480882829317,2.65414833009715,2.79242945809521
"3197",2,1000,1e+05,59,1.0521,5,20,0.625497911440943,2.6275963851329,2.76449415679832
"3198",3,1000,1e+05,59,1.0521,5,20,0.726940475466535,2.5804783521289,2.71492127427481
"3199",4,1000,1e+05,59,1.0521,5,20,0.793723231677197,2.53811239819412,2.67034805414004
"3200",5,1000,1e+05,59,1.0521,5,20,0.787739501030095,2.60427780368029,2.73996067725203
"3201",1,2000,1e+05,59,1.0521,5,20,0.581841067639673,2.72556302608174,2.8675648597406
"3202",2,2000,1e+05,59,1.0521,5,20,0.635375178648696,2.69861410546332,2.83921190035795
"3203",3,2000,1e+05,59,1.0521,5,20,0.739467771234414,2.65390581079703,2.79217430353955
"3204",4,2000,1e+05,59,1.0521,5,20,0.803329933173786,2.61145956180128,2.74751660497112
"3205",5,2000,1e+05,59,1.0521,5,20,0.796553246616232,2.6787849863874,2.81834968417818
"3206",1,3000,1e+05,59,1.0521,5,20,0.615697244487421,2.9718501476482,3.12668354034067
"3207",2,3000,1e+05,59,1.0521,5,20,0.669312457904615,2.95204239558013,3.10584380438985
"3208",3,3000,1e+05,59,1.0521,5,20,0.773413115715656,2.90638315753049,3.05780572003783
"3209",4,3000,1e+05,59,1.0521,5,20,0.837161034842148,2.86899503779389,3.01846967926295
"3210",5,3000,1e+05,59,1.0521,5,20,0.830377122503364,2.948797625985,3.10242998229882
"3211",1,4000,1e+05,59,1.0521,5,20,0.615275895511774,3.37100680823189,3.54663626294078
"3212",2,4000,1e+05,59,1.0521,5,20,0.668838366339052,3.35268321113768,3.52735800643796
"3213",3,4000,1e+05,59,1.0521,5,20,0.772926021568594,3.309118706533,3.48152379114337
"3214",4,4000,1e+05,59,1.0521,5,20,0.836472437299205,3.27380453376456,3.44436974997369
"3215",5,4000,1e+05,59,1.0521,5,20,0.829693792838858,3.35565210494697,3.53048157961471
"3216",1,5000,1e+05,59,1.0521,5,20,0.622329106849657,3.67085091323655,3.86210224581618
"3217",2,5000,1e+05,59,1.0521,5,20,0.675904919388263,3.65503639481846,3.8454637909885
"3218",3,5000,1e+05,59,1.0521,5,20,0.779962229156186,3.61055290778742,3.79866271428314
"3219",4,5000,1e+05,59,1.0521,5,20,0.842437355973636,3.57495250030007,3.76120752556571
"3220",5,5000,1e+05,59,1.0521,5,20,0.835367219119761,3.65956873983556,3.85023227118099
"3221",1,6000,1e+05,59,1.0521,5,20,0.626394950278555,3.3911577298271,3.5678370475511
"3222",2,6000,1e+05,59,1.0521,5,20,0.679934145390476,3.38143763918103,3.55761054018236
"3223",3,6000,1e+05,59,1.0521,5,20,0.783958190263307,3.33371829365288,3.50740501675219
"3224",4,6000,1e+05,59,1.0521,5,20,0.845832604857565,3.29294541215725,3.46450786813065
"3225",5,6000,1e+05,59,1.0521,5,20,0.838639300776473,3.35042768156566,3.52498496377523
"3226",1,7000,1e+05,59,1.0521,5,20,0.640717642161296,3.48929283556806,3.67108499230115
"3227",2,7000,1e+05,59,1.0521,5,20,0.694576236239899,3.47791050267032,3.65910963985944
"3228",3,7000,1e+05,59,1.0521,5,20,0.788729313594766,3.43725678241256,3.61633786077625
"3229",4,7000,1e+05,59,1.0521,5,20,0.85057349125787,3.39378948182328,3.57060591382627
"3230",5,7000,1e+05,59,1.0521,5,20,0.843381029921967,3.44916933322516,3.62887105548619
"3231",1,8000,1e+05,59,1.0521,5,20,0.645678872096651,3.68403264158727,3.87597074221396
"3232",2,8000,1e+05,59,1.0521,5,20,0.703289226909126,3.67151530935742,3.86280125697494
"3233",3,8000,1e+05,59,1.0521,5,20,0.797176865973448,3.62952183401413,3.81861992156627
"3234",4,8000,1e+05,59,1.0521,5,20,0.854209359839398,3.58482910333442,3.77159869961815
"3235",5,8000,1e+05,59,1.0521,5,20,0.847075906905589,3.63571747326335,3.82513835362037
"3236",1,9000,1e+05,59,1.0521,5,20,0.647904306012289,3.79653217903139,3.99433150555893
"3237",2,9000,1e+05,59,1.0521,5,20,0.705358017586569,3.77911325139535,3.97600505179305
"3238",3,9000,1e+05,59,1.0521,5,20,0.799045086143559,3.7480570777265,3.94333085147605
"3239",4,9000,1e+05,59,1.0521,5,20,0.854606888389605,3.70215321235801,3.89503539472186
"3240",5,9000,1e+05,59,1.0521,5,20,0.847445253820871,3.75220010286863,3.94768972822809
"3241",1,10000,1e+05,59,1.0521,5,20,0.654727125758133,3.91849208826182,4.12264552606027
"3242",2,10000,1e+05,59,1.0521,5,20,0.711347651129661,3.89945279105995,4.10261428147418
"3243",3,10000,1e+05,59,1.0521,5,20,0.804524330240129,3.86655681668558,4.0680044268349
"3244",4,10000,1e+05,59,1.0521,5,20,0.85963279763041,3.81895220756917,4.01791961758352
"3245",5,10000,1e+05,59,1.0521,5,20,0.852466604193797,3.87153156946481,4.07323836423393
"3246",1,0,1e+05,60,1.1523,5,22,0.57480882829317,2.65414833009715,3.05837512077095
"3247",2,0,1e+05,60,1.1523,5,22,0.625497911440943,2.6275963851329,3.02777931458864
"3248",3,0,1e+05,60,1.1523,5,22,0.726940475466535,2.5804783521289,2.97348520515813
"3249",4,0,1e+05,60,1.1523,5,22,0.793723231677197,2.53811239819412,2.92466691643909
"3250",5,0,1e+05,60,1.1523,5,22,0.787739501030095,2.60427780368029,3.0009093131808
"3251",1,1000,1e+05,60,1.1523,5,22,0.57480882829317,2.65414833009715,3.05837512077095
"3252",2,1000,1e+05,60,1.1523,5,22,0.625497911440943,2.6275963851329,3.02777931458864
"3253",3,1000,1e+05,60,1.1523,5,22,0.726940475466535,2.5804783521289,2.97348520515813
"3254",4,1000,1e+05,60,1.1523,5,22,0.793723231677197,2.53811239819412,2.92466691643909
"3255",5,1000,1e+05,60,1.1523,5,22,0.787739501030095,2.60427780368029,3.0009093131808
"3256",1,2000,1e+05,60,1.1523,5,22,0.581841067639673,2.72556302608174,3.14066627495399
"3257",2,2000,1e+05,60,1.1523,5,22,0.635375178648696,2.69861410546332,3.10961303372538
"3258",3,2000,1e+05,60,1.1523,5,22,0.739467771234414,2.65390581079703,3.05809566578141
"3259",4,2000,1e+05,60,1.1523,5,22,0.803329933173786,2.61145956180128,3.00918485306361
"3260",5,2000,1e+05,60,1.1523,5,22,0.796553246616232,2.6787849863874,3.0867639398142
"3261",1,3000,1e+05,60,1.1523,5,22,0.615697244487421,2.9718501476482,3.42446292513502
"3262",2,3000,1e+05,60,1.1523,5,22,0.669312457904615,2.95204239558013,3.40163845242698
"3263",3,3000,1e+05,60,1.1523,5,22,0.773413115715656,2.90638315753049,3.34902531242239
"3264",4,3000,1e+05,60,1.1523,5,22,0.837161034842148,2.86899503779389,3.3059429820499
"3265",5,3000,1e+05,60,1.1523,5,22,0.830377122503364,2.948797625985,3.39789950442251
"3266",1,4000,1e+05,60,1.1523,5,22,0.615275895511774,3.37100680823189,3.88441114512561
"3267",2,4000,1e+05,60,1.1523,5,22,0.668838366339052,3.35268321113768,3.86329686419395
"3268",3,4000,1e+05,60,1.1523,5,22,0.772926021568594,3.309118706533,3.81309748553797
"3269",4,4000,1e+05,60,1.1523,5,22,0.836472437299205,3.27380453376456,3.7724049642569
"3270",5,4000,1e+05,60,1.1523,5,22,0.829693792838858,3.35565210494697,3.8667179205304
"3271",1,5000,1e+05,60,1.1523,5,22,0.622329106849657,3.67085091323655,4.22992150732248
"3272",2,5000,1e+05,60,1.1523,5,22,0.675904919388263,3.65503639481846,4.21169843774931
"3273",3,5000,1e+05,60,1.1523,5,22,0.779962229156186,3.61055290778742,4.16044011564344
"3274",4,5000,1e+05,60,1.1523,5,22,0.842437355973636,3.57495250030007,4.11941776609577
"3275",5,5000,1e+05,60,1.1523,5,22,0.835367219119761,3.65956873983556,4.21692105891251
"3276",1,6000,1e+05,60,1.1523,5,22,0.626394950278555,3.3911577298271,3.90763105207977
"3277",2,6000,1e+05,60,1.1523,5,22,0.679934145390476,3.38143763918103,3.8964305916283
"3278",3,6000,1e+05,60,1.1523,5,22,0.783958190263307,3.33371829365288,3.84144358977621
"3279",4,6000,1e+05,60,1.1523,5,22,0.845832604857565,3.29294541215725,3.7944609984288
"3280",5,6000,1e+05,60,1.1523,5,22,0.838639300776473,3.35042768156566,3.86069781746811
"3281",1,7000,1e+05,60,1.1523,5,22,0.640717642161296,3.48929283556806,4.02071213442507
"3282",2,7000,1e+05,60,1.1523,5,22,0.694576236239899,3.47791050267032,4.00759627222701
"3283",3,7000,1e+05,60,1.1523,5,22,0.788729313594766,3.43725678241256,3.96075099037399
"3284",4,7000,1e+05,60,1.1523,5,22,0.85057349125787,3.39378948182328,3.91066361990496
"3285",5,7000,1e+05,60,1.1523,5,22,0.843381029921967,3.44916933322516,3.97447782267536
"3286",1,8000,1e+05,60,1.1523,5,22,0.645678872096651,3.68403264158727,4.24511081290101
"3287",2,8000,1e+05,60,1.1523,5,22,0.703289226909126,3.67151530935742,4.23068709097256
"3288",3,8000,1e+05,60,1.1523,5,22,0.797176865973448,3.62952183401413,4.18229800933449
"3289",4,8000,1e+05,60,1.1523,5,22,0.854209359839398,3.58482910333442,4.13079857577226
"3290",5,8000,1e+05,60,1.1523,5,22,0.847075906905589,3.63571747326335,4.18943724444136
"3291",1,9000,1e+05,60,1.1523,5,22,0.647904306012289,3.79653217903139,4.37474402989788
"3292",2,9000,1e+05,60,1.1523,5,22,0.705358017586569,3.77911325139535,4.35467219958286
"3293",3,9000,1e+05,60,1.1523,5,22,0.799045086143559,3.7480570777265,4.31888617066425
"3294",4,9000,1e+05,60,1.1523,5,22,0.854606888389605,3.70215321235801,4.26599114660013
"3295",5,9000,1e+05,60,1.1523,5,22,0.847445253820871,3.75220010286863,4.32366017853552
"3296",1,10000,1e+05,60,1.1523,5,22,0.654727125758133,3.91849208826182,4.5152784333041
"3297",2,10000,1e+05,60,1.1523,5,22,0.711347651129661,3.89945279105995,4.49333945113838
"3298",3,10000,1e+05,60,1.1523,5,22,0.804524330240129,3.86655681668558,4.45543341986679
"3299",4,10000,1e+05,60,1.1523,5,22,0.85963279763041,3.81895220756917,4.40057862878196
"3300",5,10000,1e+05,60,1.1523,5,22,0.852466604193797,3.87153156946481,4.46116582749431
"3301",1,0,1e+05,61,0.18036,6,2,0.569713784261158,1.64415671937233,0.296540105905994
"3302",2,0,1e+05,61,0.18036,6,2,0.634328362136468,1.60946613141747,0.290283311462455
"3303",3,0,1e+05,61,0.18036,6,2,0.735379971318585,1.53360948710446,0.276601807094161
"3304",4,0,1e+05,61,0.18036,6,2,0.80295998279161,1.49563700862327,0.269753090875294
"3305",5,0,1e+05,61,0.18036,6,2,0.797007731410303,1.55575236159085,0.280595495936526
"3306",1,1000,1e+05,61,0.18036,6,2,0.569713784261158,1.64415671937233,0.296540105905994
"3307",2,1000,1e+05,61,0.18036,6,2,0.634328362136468,1.60946613141747,0.290283311462455
"3308",3,1000,1e+05,61,0.18036,6,2,0.735379971318585,1.53360948710446,0.276601807094161
"3309",4,1000,1e+05,61,0.18036,6,2,0.80295998279161,1.49563700862327,0.269753090875294
"3310",5,1000,1e+05,61,0.18036,6,2,0.797007731410303,1.55575236159085,0.280595495936526
"3311",1,2000,1e+05,61,0.18036,6,2,0.58575198805987,1.66116949255032,0.299608529676375
"3312",2,2000,1e+05,61,0.18036,6,2,0.653745417492519,1.62433927026743,0.292965830785434
"3313",3,2000,1e+05,61,0.18036,6,2,0.757611885305111,1.54985201655303,0.279531309705504
"3314",4,2000,1e+05,61,0.18036,6,2,0.822256373475707,1.51133376305169,0.272584157504002
"3315",5,2000,1e+05,61,0.18036,6,2,0.81549440265466,1.57362193355619,0.283818451936194
"3316",1,3000,1e+05,61,0.18036,6,2,0.598768065501212,1.88118849513954,0.339291156983367
"3317",2,3000,1e+05,61,0.18036,6,2,0.66687837343722,1.83450808753553,0.330871878667909
"3318",3,3000,1e+05,61,0.18036,6,2,0.770752036305893,1.75918955443292,0.317287428037521
"3319",4,3000,1e+05,61,0.18036,6,2,0.835278412683703,1.72587191121712,0.311278257907119
"3320",5,3000,1e+05,61,0.18036,6,2,0.828514384841553,1.79963394441737,0.324581978215117
"3321",1,4000,1e+05,61,0.18036,6,2,0.608848776441769,2.26044401396334,0.407693682358427
"3322",2,4000,1e+05,61,0.18036,6,2,0.676890992663019,2.21579142597257,0.399640141588412
"3323",3,4000,1e+05,61,0.18036,6,2,0.780759290643037,2.14247750600937,0.38641724298385
"3324",4,4000,1e+05,61,0.18036,6,2,0.845067934570015,2.1113185376658,0.380797411453404
"3325",5,4000,1e+05,61,0.18036,6,2,0.838308156617945,2.18772502017488,0.39457808463874
"3326",1,5000,1e+05,61,0.18036,6,2,0.616039861194584,2.56729848595765,0.463037954927322
"3327",2,5000,1e+05,61,0.18036,6,2,0.684077752519736,2.52770564038512,0.45589698929986
"3328",3,5000,1e+05,61,0.18036,6,2,0.787915705038135,2.45321964101565,0.442462694453583
"3329",4,5000,1e+05,61,0.18036,6,2,0.851153060051952,2.42177014700761,0.436790463714292
"3330",5,5000,1e+05,61,0.18036,6,2,0.844101789706353,2.50054837482994,0.450998904884328
"3331",1,6000,1e+05,61,0.18036,6,2,0.624797659058848,2.9925020660177,0.539727672626952
"3332",2,6000,1e+05,61,0.18036,6,2,0.692792059632277,2.95671110528616,0.533272414949413
"3333",3,6000,1e+05,61,0.18036,6,2,0.796590307889406,2.87867996459073,0.519198718413583
"3334",4,6000,1e+05,61,0.18036,6,2,0.859227226059565,2.84196357151614,0.512576549758651
"3335",5,6000,1e+05,61,0.18036,6,2,0.85204863771498,2.89510498042824,0.522161134270038
"3336",1,7000,1e+05,61,0.18036,6,2,0.638967472272114,3.17884931381609,0.573337262239871
"3337",2,7000,1e+05,61,0.18036,6,2,0.707287108488182,3.14216177624636,0.566720297963794
"3338",3,7000,1e+05,61,0.18036,6,2,0.80123078477119,3.07139742719808,0.553957239969446
"3339",4,7000,1e+05,61,0.18036,6,2,0.863859302568269,3.0320874745,0.546867296900819
"3340",5,7000,1e+05,61,0.18036,6,2,0.856681556968873,3.08312646540558,0.556072689300551
"3341",1,8000,1e+05,61,0.18036,6,2,0.643282363436599,3.41826868882469,0.616518940716422
"3342",2,8000,1e+05,61,0.18036,6,2,0.715353883392447,3.38134877769771,0.609860065545558
"3343",3,8000,1e+05,61,0.18036,6,2,0.80903212138491,3.30912815916954,0.596834354787819
"3344",4,8000,1e+05,61,0.18036,6,2,0.866846848983441,3.26859277638102,0.589523393148081
"3345",5,8000,1e+05,61,0.18036,6,2,0.859728111786139,3.31576147424397,0.598030739494643
"3346",1,9000,1e+05,61,0.18036,6,2,0.645630492744272,3.5490155780039,0.640100449648784
"3347",2,9000,1e+05,61,0.18036,6,2,0.717541814020295,3.50719646242285,0.632557953962586
"3348",3,9000,1e+05,61,0.18036,6,2,0.811019481505427,3.44585873773971,0.621495081938734
"3349",4,9000,1e+05,61,0.18036,6,2,0.867365113921012,3.40413430518114,0.61396966328247
"3350",5,9000,1e+05,61,0.18036,6,2,0.860218195088786,3.45120255017795,0.622458891950094
"3351",1,10000,1e+05,61,0.18036,6,2,0.652438597768689,3.68586058341524,0.664781814824773
"3352",2,10000,1e+05,61,0.18036,6,2,0.723516732841962,3.64085790199219,0.656665131203311
"3353",3,10000,1e+05,61,0.18036,6,2,0.816480775014437,3.57773562202791,0.645280396788954
"3354",4,10000,1e+05,61,0.18036,6,2,0.872370341886705,3.53414982599967,0.637419262617301
"3355",5,10000,1e+05,61,0.18036,6,2,0.865218864186599,3.58437815684432,0.646478444368442
"3356",1,0,1e+05,62,0.3006,6,4,0.559769247608241,2.9560737021553,0.888595754867883
"3357",2,0,1e+05,62,0.3006,6,4,0.624962194827775,2.92996768542189,0.880748286237821
"3358",3,0,1e+05,62,0.3006,6,4,0.726172114401876,2.87900151123952,0.865427854278598
"3359",4,0,1e+05,62,0.3006,6,4,0.7929517900893,2.83745412926456,0.852938711256926
"3360",5,0,1e+05,62,0.3006,6,4,0.786967485298119,2.9012716844512,0.872122268346032
"3361",1,1000,1e+05,62,0.3006,6,4,0.559769247608241,2.9560737021553,0.888595754867883
"3362",2,1000,1e+05,62,0.3006,6,4,0.624962194827775,2.92996768542189,0.880748286237821
"3363",3,1000,1e+05,62,0.3006,6,4,0.726172114401876,2.87900151123952,0.865427854278598
"3364",4,1000,1e+05,62,0.3006,6,4,0.7929517900893,2.83745412926456,0.852938711256926
"3365",5,1000,1e+05,62,0.3006,6,4,0.786967485298119,2.9012716844512,0.872122268346032
"3366",1,2000,1e+05,62,0.3006,6,4,0.566707025194643,2.97392054006153,0.893960514342496
"3367",2,2000,1e+05,62,0.3006,6,4,0.634759586169251,2.94741754767395,0.88599371483079
"3368",3,2000,1e+05,62,0.3006,6,4,0.738619534303479,2.89886111182929,0.871397650215884
"3369",4,2000,1e+05,62,0.3006,6,4,0.802478615719612,2.85723343479336,0.858884370498882
"3370",5,2000,1e+05,62,0.3006,6,4,0.795701355017979,2.92221100907995,0.878416629329434
"3371",1,3000,1e+05,62,0.3006,6,4,0.60053428473113,3.20401953940807,0.963128273546066
"3372",2,3000,1e+05,62,0.3006,6,4,0.668694315812937,3.16771322752499,0.952214596194011
"3373",3,3000,1e+05,62,0.3006,6,4,0.772562329172487,3.11820584829697,0.93733267799807
"3374",4,3000,1e+05,62,0.3006,6,4,0.83630716777574,3.08163630052019,0.926339871936369
"3375",5,3000,1e+05,62,0.3006,6,4,0.829522681292878,3.15909103841178,0.94962276614658
"3376",1,4000,1e+05,62,0.3006,6,4,0.600132417373988,3.60804898865025,1.08457952598826
"3377",2,4000,1e+05,62,0.3006,6,4,0.6682336910628,3.57322683174103,1.07411198562135
"3378",3,4000,1e+05,62,0.3006,6,4,0.772089555540244,3.52590727137447,1.05988772577517
"3379",4,4000,1e+05,62,0.3006,6,4,0.835632890747616,3.49141167056585,1.04951834817209
"3380",5,4000,1e+05,62,0.3006,6,4,0.82885367214319,3.57091139144874,1.07341596426949
"3381",1,5000,1e+05,62,0.3006,6,4,0.607213632858414,3.91186257923917,1.17590589131929
"3382",2,5000,1e+05,62,0.3006,6,4,0.675309068784194,3.87954950100606,1.16619258000242
"3383",3,5000,1e+05,62,0.3006,6,4,0.779134587800019,3.83131095821315,1.15169207403887
"3384",4,5000,1e+05,62,0.3006,6,4,0.841606634094231,3.79652912268563,1.1412366542793
"3385",5,5000,1e+05,62,0.3006,6,4,0.834535923096276,3.87879751192159,1.16596653208363
"3386",1,6000,1e+05,62,0.3006,6,4,0.611285357313828,3.58034832576221,1.07625270672412
"3387",2,6000,1e+05,62,0.3006,6,4,0.679336184138904,3.55293115892849,1.06801110637391
"3388",3,6000,1e+05,62,0.3006,6,4,0.783128438259637,3.50145675763847,1.05253790134613
"3389",4,6000,1e+05,62,0.3006,6,4,0.844999772330656,3.46150244810267,1.04052763589966
"3390",5,6000,1e+05,62,0.3006,6,4,0.837805894105485,3.51663686721155,1.05710104228379
"3391",1,7000,1e+05,62,0.3006,6,4,0.625587400426911,3.67218007490733,1.10385733051714
"3392",2,7000,1e+05,62,0.3006,6,4,0.693963462894626,3.64314735977093,1.09513009634714
"3393",3,7000,1e+05,62,0.3006,6,4,0.787884352771086,3.5987385837513,1.08178081827564
"3394",4,7000,1e+05,62,0.3006,6,4,0.849725449910951,3.55608985512184,1.06896061044962
"3395",5,7000,1e+05,62,0.3006,6,4,0.842532414430969,3.6091218562242,1.084902029981
"3396",1,8000,1e+05,62,0.3006,6,4,0.630569738054173,3.8666436745986,1.16231308858434
"3397",2,8000,1e+05,62,0.3006,6,4,0.702697684261669,3.83647596013009,1.15324467361511
"3398",3,8000,1e+05,62,0.3006,6,4,0.796353135847583,3.79072742902494,1.1394926651649
"3399",4,8000,1e+05,62,0.3006,6,4,0.853382549190295,3.74685327030505,1.1263040930537
"3400",5,8000,1e+05,62,0.3006,6,4,0.846248522112407,3.7953993046391,1.14089703097451
"3401",1,9000,1e+05,62,0.3006,6,4,0.632907171140734,3.98131179050208,1.19678232422493
"3402",2,9000,1e+05,62,0.3006,6,4,0.704874918668406,3.94624248062737,1.18624048967659
"3403",3,9000,1e+05,62,0.3006,6,4,0.798329799746989,3.91118423650523,1.17570198149347
"3404",4,9000,1e+05,62,0.3006,6,4,0.853888521469796,3.86609894309655,1.16214934229482
"3405",5,9000,1e+05,62,0.3006,6,4,0.846726312756983,3.91351436799472,1.17640241901921
"3406",1,10000,1e+05,62,0.3006,6,4,0.639727630875175,4.09377456583365,1.2305886344896
"3407",2,10000,1e+05,62,0.3006,6,4,0.710862192200095,4.05670551400388,1.21944567750957
"3408",3,10000,1e+05,62,0.3006,6,4,0.803806683832156,4.02005448386764,1.20842837785061
"3409",4,10000,1e+05,62,0.3006,6,4,0.858912070699198,3.97326844671105,1.19436449508134
"3410",5,10000,1e+05,62,0.3006,6,4,0.851745303118506,4.02331101904628,1.20940729232531
"3411",1,0,1e+05,63,0.36072,6,5,0.559769247608241,2.9560737021553,1.06631490584146
"3412",2,0,1e+05,63,0.36072,6,5,0.624962194827775,2.92996768542189,1.05689794348539
"3413",3,0,1e+05,63,0.36072,6,5,0.726172114401876,2.87900151123952,1.03851342513432
"3414",4,0,1e+05,63,0.36072,6,5,0.7929517900893,2.83745412926456,1.02352645350831
"3415",5,0,1e+05,63,0.36072,6,5,0.786967485298119,2.9012716844512,1.04654672201524
"3416",1,1000,1e+05,63,0.36072,6,5,0.559769247608241,2.9560737021553,1.06631490584146
"3417",2,1000,1e+05,63,0.36072,6,5,0.624962194827775,2.92996768542189,1.05689794348539
"3418",3,1000,1e+05,63,0.36072,6,5,0.726172114401876,2.87900151123952,1.03851342513432
"3419",4,1000,1e+05,63,0.36072,6,5,0.7929517900893,2.83745412926456,1.02352645350831
"3420",5,1000,1e+05,63,0.36072,6,5,0.786967485298119,2.9012716844512,1.04654672201524
"3421",1,2000,1e+05,63,0.36072,6,5,0.566707025194643,2.97392054006153,1.07275261721099
"3422",2,2000,1e+05,63,0.36072,6,5,0.634759586169251,2.94741754767395,1.06319245779695
"3423",3,2000,1e+05,63,0.36072,6,5,0.738619534303479,2.89886111182929,1.04567718025906
"3424",4,2000,1e+05,63,0.36072,6,5,0.802478615719612,2.85723343479336,1.03066124459866
"3425",5,2000,1e+05,63,0.36072,6,5,0.795701355017979,2.92221100907995,1.05409995519532
"3426",1,3000,1e+05,63,0.36072,6,5,0.60053428473113,3.20401953940807,1.15575392825528
"3427",2,3000,1e+05,63,0.36072,6,5,0.668694315812937,3.16771322752499,1.14265751543281
"3428",3,3000,1e+05,63,0.36072,6,5,0.772562329172487,3.11820584829697,1.12479921359768
"3429",4,3000,1e+05,63,0.36072,6,5,0.83630716777574,3.08163630052019,1.11160784632364
"3430",5,3000,1e+05,63,0.36072,6,5,0.829522681292878,3.15909103841178,1.1395473193759
"3431",1,4000,1e+05,63,0.36072,6,5,0.600132417373988,3.60804898865025,1.30149543118592
"3432",2,4000,1e+05,63,0.36072,6,5,0.6682336910628,3.57322683174103,1.28893438274562
"3433",3,4000,1e+05,63,0.36072,6,5,0.772089555540244,3.52590727137447,1.2718652709302
"3434",4,4000,1e+05,63,0.36072,6,5,0.835632890747616,3.49141167056585,1.25942201780651
"3435",5,4000,1e+05,63,0.36072,6,5,0.82885367214319,3.57091139144874,1.28809915712339
"3436",1,5000,1e+05,63,0.36072,6,5,0.607213632858414,3.91186257923917,1.41108706958315
"3437",2,5000,1e+05,63,0.36072,6,5,0.675309068784194,3.87954950100606,1.39943109600291
"3438",3,5000,1e+05,63,0.36072,6,5,0.779134587800019,3.83131095821315,1.38203048884665
"3439",4,5000,1e+05,63,0.36072,6,5,0.841606634094231,3.79652912268563,1.36948398513516
"3440",5,5000,1e+05,63,0.36072,6,5,0.834535923096276,3.87879751192159,1.39915983850036
"3441",1,6000,1e+05,63,0.36072,6,5,0.611285357313828,3.58034832576221,1.29150324806894
"3442",2,6000,1e+05,63,0.36072,6,5,0.679336184138904,3.55293115892849,1.28161332764869
"3443",3,6000,1e+05,63,0.36072,6,5,0.783128438259637,3.50145675763847,1.26304548161535
"3444",4,6000,1e+05,63,0.36072,6,5,0.844999772330656,3.46150244810267,1.24863316307959
"3445",5,6000,1e+05,63,0.36072,6,5,0.837805894105485,3.51663686721155,1.26852125074055
"3446",1,7000,1e+05,63,0.36072,6,5,0.625587400426911,3.67218007490733,1.32462879662057
"3447",2,7000,1e+05,63,0.36072,6,5,0.693963462894626,3.64314735977093,1.31415611561657
"3448",3,7000,1e+05,63,0.36072,6,5,0.787884352771086,3.5987385837513,1.29813698193077
"3449",4,7000,1e+05,63,0.36072,6,5,0.849725449910951,3.55608985512184,1.28275273253955
"3450",5,7000,1e+05,63,0.36072,6,5,0.842532414430969,3.6091218562242,1.30188243597719
"3451",1,8000,1e+05,63,0.36072,6,5,0.630569738054173,3.8666436745986,1.39477570630121
"3452",2,8000,1e+05,63,0.36072,6,5,0.702697684261669,3.83647596013009,1.38389360833813
"3453",3,8000,1e+05,63,0.36072,6,5,0.796353135847583,3.79072742902494,1.36739119819788
"3454",4,8000,1e+05,63,0.36072,6,5,0.853382549190295,3.74685327030505,1.35156491166444
"3455",5,8000,1e+05,63,0.36072,6,5,0.846248522112407,3.7953993046391,1.36907643716942
"3456",1,9000,1e+05,63,0.36072,6,5,0.632907171140734,3.98131179050208,1.43613878906991
"3457",2,9000,1e+05,63,0.36072,6,5,0.704874918668406,3.94624248062737,1.42348858761191
"3458",3,9000,1e+05,63,0.36072,6,5,0.798329799746989,3.91118423650523,1.41084237779217
"3459",4,9000,1e+05,63,0.36072,6,5,0.853888521469796,3.86609894309655,1.39457921075379
"3460",5,9000,1e+05,63,0.36072,6,5,0.846726312756983,3.91351436799472,1.41168290282306
"3461",1,10000,1e+05,63,0.36072,6,5,0.639727630875175,4.09377456583365,1.47670636138752
"3462",2,10000,1e+05,63,0.36072,6,5,0.710862192200095,4.05670551400388,1.46333481301148
"3463",3,10000,1e+05,63,0.36072,6,5,0.803806683832156,4.02005448386764,1.45011405342074
"3464",4,10000,1e+05,63,0.36072,6,5,0.858912070699198,3.97326844671105,1.43323739409761
