"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:51",18350,"occ",1365,"Nucula lucida",3,16082,"Nucula",5,16082,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:52",18351,"occ",1365,"Nuculana leia",3,16083,"Nuculana",5,16083,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:53",18352,"occ",1365,"Barbatia schwabenaui",3,16210,"Barbatia",5,16210,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:54",18353,"occ",1365,"Trigonarca schweinfurthi",3,345029,"Trigonarca schweinfurthi",3,345029,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:55",18354,"occ",1365,"Musculus michali",3,16383,"Musculus",5,16383,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:56",18355,"occ",1365,"Endocostea regularis",3,16628,"Inoceramus (Endocostea)",4,130088,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:57",18356,"occ",1365,"Merklinia catalaunica",3,16806,"Merklinia",5,16806,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:58",18357,"occ",1365,"Neithea alpina",3,16842,"Neithea",5,16842,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:59",18358,"occ",1365,"Neithea quinquecostata",3,304369,"Neithea (Neitheops) quinquecostata",3,304369,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:60",18359,"occ",1365,"Spondylus baylei",3,17044,"Spondylus",5,17044,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:61",18360,"occ",1365,"Plicatula hirsuta",3,16936,"Plicatula",5,16936,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:62",18361,"occ",1365,"Plicatula locardi",3,16936,"Plicatula",5,16936,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:63",18362,"occ",1365,"Nayadina gaudryi",3,267375,"Nayadina gaudryi",3,267375,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:64",18363,"occ",1365,"Agerostrea ungulata",3,16449,"Agerostrea",5,16449,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:65",18364,"occ",1365,"Agerostrea rouxi",3,16449,"Agerostrea",5,16449,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:66",18365,"occ",1365,"Ambigostrea bretoni",3,16457,"Ambigostrea",5,16457,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:67",18366,"occ",1365,"Ambigostrea villei",3,16457,"Ambigostrea",5,16457,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:68",18367,"occ",1365,"Ceratostreon pliciferum",3,16544,"Amphidonte (Ceratostreon)",4,163190,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:69",18368,"occ",1365,"Exogyra overwegi",3,304380,"Exogyra overwegi",3,304380,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:70",18369,"occ",1365,"Costagyra laciniata",3,16570,"Costagyra",5,16570,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:71",18370,"occ",1365,"Nicaisolopha nicaisei",3,16852,"Nicaisolopha",5,16852,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:72",18371,"occ",1365,"Oscillopha dichotoma",3,197007,"Oscillopha",5,197007,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:73",18372,"occ",1365,"Labrostrea flicki",3,16747,"Labrostrea",5,16747,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:74",18373,"occ",1365,"Pycnodonte vesicularis",3,151999,"Pycnodonte vesicularis",3,151999,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:75",18374,"occ",1365,"Callucina calmoni",3,17428,"Callucina",5,17428,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:76",18375,"occ",1365,"Thyasira cretacea",3,18336,"Thyasira",5,18336,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:77",18376,"occ",1365,"Granocardium scrobiculatum",3,17710,"Granocardium",5,17710,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:78",18377,"occ",1365,"Veniella undata",3,18387,"Veniella",5,18387,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:79",18378,"occ",1365,"Venericor barroneti",3,18382,"Venericardia (Venericor)",4,87099,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:80",18379,"occ",1365,"Baluchicardia ameliae",3,17391,"Baluchicardia",5,17391,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:81",18380,"occ",1365,"Crassatella numidica",3,17518,"Crassatella",5,17518,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:82",18381,"occ",1365,"Crassatella marrotiana",3,17518,"Crassatella",5,17518,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:83",18382,"occ",1365,"Freiastarte similis",3,17663,"Freiastarte",5,17663,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:84",18383,"occ",1365,"Aphrodina tissoti",3,17349,"Aphrodina",5,17349,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:85",18384,"occ",1365,"Mesocallista analoga",3,17900,"Mesocallista",5,17900,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:86",18385,"occ",1365,"Chimela subovalis",3,17466,"Chimela",5,17466,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:87",18386,"occ",1365,"Legumen fragilis",3,17802,"Legumen",5,17802,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:88",18387,"occ",1365,"Leptosolen keiseri",3,17811,"Leptosolen",5,17811,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:89",18388,"occ",1365,"Tellinella arcotensis",3,18315,"Tellina (Tellinella)",4,94996,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:90",18389,"occ",1365,"Radiolites angeoides",3,18659,"Radiolites",5,18659,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:91",18390,"occ",1365,"Radiolites subangeoides",3,18659,"Radiolites",5,18659,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:92",18391,"occ",1365,"Parmicorbula sp.",5,18486,"Parmicorbula",5,18486,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:93",18392,"occ",1365,"Jagonoma pervinquieri",3,17765,"Nevenulora (Jagonoma)",4,154322,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:94",18393,"occ",1365,"Astartemya saharica",3,17373,"Astartemya",5,17373,"Maastrichtian",72.1,66,"40;40","1993-01-07 00:00:00","1999-04-08 21:02:41",9,35,NA
"1:95",212002,"occ",21292,"Dasyatis africana",3,154662,"Dasyatis africana",3,154662,"Late Pliocene",3.6,0.781,"5596;5596","1992-10-07 00:00:00","2002-07-10 22:49:32",35.741699,4.1667,"Early Pleistocene"
"1:96",212289,"occ",21368,"Hemicypris sp.",NA,0,NA,NA,NA,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:97",212290,"occ",21368,"Stenocypris sp.",NA,0,NA,NA,NA,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:98",212291,"occ",21368,"Potamocypris producta",3,0,NA,NA,NA,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:99",212292,"occ",21368,"Ilyocypris gibba",3,307517,"Ilyocypris gibba",3,307517,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:100",212293,"occ",21368,"Darwinula stevensoni",3,93513,"Darwinula",5,93513,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:101",212294,"occ",21368,"Gomphocythere angulata",3,191124,"Gomphocythere",5,191124,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:102",212295,"occ",21368,"Cypris sp.",5,98351,"Cypris",5,98351,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:103",212296,"occ",21368,"Jekinae jekinae",3,0,NA,NA,NA,"Calabrian",1.806,0.781,"4469;4469","1992-10-09 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:104",212297,"occ",21368,"Cyprideis torosa",3,24017,"Cyprideis",5,24017,"Calabrian",1.806,0.781,"4469;4469","1993-02-05 00:00:00","2004-04-26 13:24:53",36.242001,3.9,NA
"1:105",212317,"occ",21370,"Dasyatis africana",3,154662,"Dasyatis africana",3,154662,"Late Pliocene",3.6,0.781,"4447;4447","1992-10-09 00:00:00","2004-04-21 10:07:13",36.317001,3.975,"Calabrian"
"1:106",212329,"occ",21377,"Homotherium sp.",5,41056,"Homotherium",5,41056,"Pliocene",5.333,0.781,"4469;4469","1992-10-09 00:00:00","2004-05-03 09:09:23",36.317001,3.975,"Calabrian"
"1:107",212331,"occ",21377,"Cercopithecidae indet.",9,40860,"Cercopithecidae",9,40860,"Pliocene",5.333,0.781,"4469;4469","1992-10-14 00:00:00","2004-05-03 09:09:23",36.317001,3.975,"Calabrian"
"1:108",212332,"occ",21377,"Cercocebus sp.",5,40861,"Cercocebus",5,40861,"Pliocene",5.333,0.781,"4469;4469","1992-10-14 00:00:00","2004-05-03 09:09:23",36.317001,3.975,"Calabrian"
"1:109",212333,"occ",21377,"Aethomys sp.",5,41894,"Aethomys",5,41894,"Pliocene",5.333,0.781,"4734;4734","1992-10-14 00:00:00","2004-05-04 14:14:12",36.317001,3.975,"Calabrian"
"1:110",212344,"occ",21396,"Pelecypodichnus sp.",NA,0,NA,NA,NA,"Early Pleistocene",2.588,0.781,"4735;4735","1992-10-20 00:00:00","2004-04-08 13:17:32",36.372002,4.067,NA
"1:111",212345,"occ",21396,"Mutela nilotica",3,0,NA,NA,NA,"Early Pleistocene",2.588,0.781,"4735;4735","1992-10-20 00:00:00","2004-04-08 13:17:32",36.372002,4.067,NA
"1:112",212354,"occ",21398,"Rhinocolobus turkanaensis",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4447;4447","1992-10-20 00:00:00","2004-05-03 10:16:02",36.372002,4.067,NA
"1:113",212355,"occ",21398,"Pelecypodichnus tracefos",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4447;4447","1992-10-20 00:00:00","2004-05-03 10:16:02",36.372002,4.067,NA
"1:114",212358,"occ",21399,"Crocuta crocuta cf.",3,53881,"Crocuta crocuta",3,53881,"Pliocene",5.333,0.781,"4488;4488","1992-10-09 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:115",212359,"occ",21399,"Homotherium sp.",5,41056,"Homotherium",5,41056,"Pliocene",5.333,0.781,"4488;4488","1992-10-09 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:116",212360,"occ",21399,"Megantereon cf. sp.",5,41060,"Megantereon",5,41060,"Pliocene",5.333,0.781,"4488;4488","1992-10-09 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:117",212361,"occ",21399,"Aonyx cf. sp.",5,41092,"Aonyx",5,41092,"Pliocene",5.333,0.781,"4488;4488","1992-10-14 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:118",212362,"occ",21399,"Cercopithecoides sp.",5,40863,"Cercopithecoides",5,40863,"Pliocene",5.333,0.781,"4488;4488","1992-10-20 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:119",212363,"occ",21399,"Cercopithecidae indet.",9,40860,"Cercopithecidae",9,40860,"Pliocene",5.333,0.781,"4488;4488","1992-10-20 00:00:00","2004-05-03 10:20:38",36.373001,4.067,"Calabrian"
"1:120",212364,"occ",21401,"Hemicypris sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1993-02-05 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:121",212365,"occ",21401,"Stenocypris sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1993-02-05 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:122",212366,"occ",21401,"Darwinula stevensoni",3,93513,"Darwinula",5,93513,"Gelasian",2.588,1.806,"4469;4469","1993-02-05 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:123",212367,"occ",21401,"Cyprideis torosa",3,24017,"Cyprideis",5,24017,"Gelasian",2.588,1.806,"4469;4469","1993-02-05 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:124",212368,"occ",21401,"Ilyocypris sp.",5,98345,"Ilyocypris",5,98345,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:125",212369,"occ",21401,"Canthium sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:126",212370,"occ",21401,"Milletia dura",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:127",212371,"occ",21401,"Zizyphus abyssinica",3,318429,"Zizyphus",5,318429,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:128",212372,"occ",21401,"Terminalia prunioides",3,54718,"Terminalia",5,54718,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:129",212373,"occ",21401,"Cathormion sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:130",212374,"occ",21401,"Cola lateritia",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:131",212375,"occ",21401,"Croton haumanianus",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:132",212376,"occ",21401,"Lannea welwitschii",3,260801,"Lannea",5,260801,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:133",212377,"occ",21401,"Tabernaemontana sp.",5,54733,"Tabernaemontana",5,54733,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:134",212378,"occ",21401,"Populus euphratica",3,55955,"Populus",5,55955,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:135",212379,"occ",21401,"Brachystegia sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:136",212380,"occ",21401,"Salacia sp.",NA,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
"1:137",212381,"occ",21401,"Brachylaena hutchisii",3,0,NA,NA,NA,"Gelasian",2.588,1.806,"4469;4469","1992-10-21 00:00:00","2004-05-03 10:22:39",36.325001,3.85,NA
