"","totalTime","fittingTime","predictionTime","accuracyTime","testingAUC","cores","GBMemory","trainingExamples","spatialResolution","taxon","cells"
"172",5.66299999999956,0.657000000000153,3.05200000000059,1.86399999999958,0.746051045267977,1,4,40000,0.5,"Picea",35000
"173",6.09699999999975,0.577000000000226,3.53700000000026,1.88999999999942,0.734880495527471,8,16,40000,0.5,"Picea",35000
"174",5.66700000000037,0.634000000000015,3.03499999999985,1.90800000000036,0.736452007654738,1,4,40000,0.5,"Picea",35000
"175",6.03800000000047,0.601999999999862,3.5029999999997,1.83900000000085,0.748217964285593,8,16,50000,0.5,"Picea",35000
"176",5.84799999999996,0.703000000000429,3.15899999999965,1.89500000000044,0.742798856499471,1,4,40000,0.5,"Picea",35000
"177",6.02000000000044,0.582000000000335,3.48599999999988,1.85900000000038,0.74868024323358,8,16,50000,0.5,"Picea",35000
"178",5.6230000000005,0.597999999999956,3.02999999999975,1.90800000000036,0.740645109659965,1,4,40000,0.5,"Picea",35000
"179",5.98400000000038,0.591000000000349,3.46900000000005,1.83100000000013,0.743835544667236,8,16,50000,0.5,"Picea",35000
"180",5.73100000000068,0.612999999999374,3.09700000000066,1.92799999999988,0.750302475410976,1,4,40000,0.5,"Picea",35000
"181",5.95100000000002,0.577000000000226,3.4399999999996,1.84400000000005,0.741270392805512,8,16,50000,0.5,"Picea",35000
"182",5.6880000000001,0.661000000000058,3.0630000000001,1.87299999999959,0.733194454891156,1,4,40000,0.5,"Picea",35000
"183",6.01299999999992,0.582999999999629,3.5010000000002,1.83500000000004,0.738883539783913,8,16,50000,0.5,"Picea",35000
"184",5.65800000000036,0.619999999999891,3.06400000000031,1.88600000000042,0.740425268446284,1,4,40000,0.5,"Picea",35000
"185",6.14899999999943,0.636999999999716,3.52199999999993,1.89999999999964,0.74136386941265,8,16,50000,0.5,"Picea",35000
"186",5.54700000000048,0.604000000000269,2.98499999999967,1.8690000000006,0.736833193607372,1,4,40000,0.5,"Picea",35000
"187",6.29100000000017,0.587999999999738,3.57000000000062,2.03999999999996,0.746346195834648,8,16,50000,0.5,"Picea",35000
"188",5.5590000000002,0.595999999999549,3.01600000000053,1.85999999999967,0.742503160500956,1,4,50000,0.5,"Picea",35000
"189",6.07299999999941,0.595000000000255,3.49200000000019,1.88999999999942,0.743243551756323,8,16,50000,0.5,"Picea",35000
"190",5.58299999999963,0.613000000000284,2.97299999999996,1.90999999999985,0.747863957487195,1,4,50000,0.5,"Picea",35000
"191",6.11899999999969,0.600000000000364,3.52700000000004,1.89599999999973,0.740974750796626,8,16,50000,0.5,"Picea",35000
"192",5.58899999999994,0.641000000000531,3.00900000000001,1.84699999999975,0.740987354778859,1,4,50000,0.5,"Picea",35000
"193",6.02899999999954,0.586999999999534,3.48300000000017,1.86499999999978,0.745617568616319,8,16,50000,0.5,"Picea",35000
"194",5.54399999999987,0.606999999999971,2.97299999999996,1.8779999999997,0.744834697713974,1,4,50000,0.5,"Picea",35000
"195",5.54699999999957,0.610999999999876,2.97699999999986,1.87100000000009,0.741715568842732,1,4,50000,0.5,"Picea",35000
"196",5.71000000000004,0.605999999999767,3.05000000000018,1.96299999999974,0.744708708959677,1,4,50000,0.5,"Picea",35000
"197",5.63400000000001,0.619999999999891,3.03899999999976,1.88700000000063,0.742961243323292,1,4,50000,0.5,"Picea",35000
"198",5.74599999999919,0.61200000000008,2.99200000000019,2.05499999999938,0.739200925313946,1,4,50000,0.5,"Picea",35000
