"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:486",214115,"occ",21941,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.1667,-28.366699,NA
"1:487",214116,"occ",21941,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.1667,-28.366699,NA
"1:488",214118,"occ",21942,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.116699,-29.4167,NA
"1:489",214119,"occ",21942,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.116699,-29.4167,NA
"1:490",214120,"occ",21942,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.116699,-29.4167,NA
"1:491",214121,"occ",21943,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:492",214122,"occ",21943,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:493",214123,"occ",21943,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:494",214124,"occ",21943,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:495",214125,"occ",21943,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:496",214126,"occ",21944,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:497",214127,"occ",21944,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.4167,-29.6667,NA
"1:498",214128,"occ",21946,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Holocene",0.0117,0,"5214;5214","1995-06-23 00:00:00","2002-07-10 22:49:32",27.633301,-29.0833,NA
"1:499",214129,"occ",21946,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.633301,-29.0833,NA
"1:500",214130,"occ",21946,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",27.633301,-29.0833,NA
"1:501",214131,"occ",21947,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.85,-30.200001,NA
"1:502",214132,"occ",21947,"Bos taurus",3,104264,"Bos taurus",3,104264,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.85,-30.200001,NA
"1:503",214133,"occ",21947,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.85,-30.200001,NA
"1:504",214134,"occ",21947,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5214;5214","1995-06-21 00:00:00","2002-07-10 22:49:32",25.85,-30.200001,NA
"1:505",214135,"occ",21949,"Dasymys incomtus",3,41900,"Dasymys",5,41900,"Pleistocene",2.588,0,"5248;5248","1995-06-22 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:506",214137,"occ",21949,"Tadarida sp.",5,40691,"Tadarida",5,40691,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:507",214138,"occ",21949,"Mus triton",3,41911,"Mus",5,41911,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:508",214139,"occ",21949,"Pelomys fallax",3,41920,"Pelomys",5,41920,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:509",214140,"occ",21949,"Nycteris thebaica",3,103133,"Nycteris",5,103133,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:510",214141,"occ",21949,"Eptesicus capensis",3,40671,"Eptesicus",5,40671,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:511",214142,"occ",21949,"Eptesicus hottentotus",3,40671,"Eptesicus",5,40671,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:512",214143,"occ",21949,"Scotophilus dinganii",3,40687,"Scotophilus",5,40687,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:513",214144,"occ",21949,"Elephantulus myurus",3,40299,"Elephantulus",5,40299,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:514",214145,"occ",21949,"Crocidura hirta",3,40463,"Crocidura",5,40463,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:515",214146,"occ",21949,"Amblysomus hottentotus",3,40536,"Amblysomus",5,40536,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:516",214147,"occ",21949,"Suncus varilla",3,40490,"Suncus",5,40490,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:517",214148,"occ",21949,"Grammomys dolichurus",3,41902,"Grammomys",5,41902,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:518",214149,"occ",21949,"Steatomys pratensis",3,236603,"Steatomys pratensis",3,236603,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:519",214150,"occ",21949,"Crocidura fuscomurina",3,40463,"Crocidura",5,40463,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:520",214151,"occ",21949,"Lemniscomys rosalia",3,41907,"Lemniscomys",5,41907,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:521",214152,"occ",21949,"Malacothrix typica",3,41908,"Malacothrix",5,41908,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:522",214153,"occ",21949,"Otomys laminatus",3,41916,"Otomys",5,41916,"Pleistocene",2.588,0,"5248;5248","1995-10-04 00:00:00","2002-07-10 22:49:32",31.983299,-27.016701,"Holocene"
"1:523",214176,"occ",21950,"Connochaetes gnou",3,133833,"Connochaetes gnou",3,133833,"Pleistocene",2.588,0,"5249;5249","1995-06-21 00:00:00","2002-07-10 22:49:32",21.866699,-33.511101,"Holocene"
"1:524",214178,"occ",21952,"Homo sapiens",3,83088,"Homo sapiens",3,83088,"Pleistocene",2.588,0,"5251;5251","1995-10-04 00:00:00","2002-07-10 22:49:32",19.376802,-34.546085,"Holocene"
"1:525",214180,"occ",21953,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-21 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:526",214181,"occ",21953,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-22 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:527",214182,"occ",21953,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-22 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:528",214183,"occ",21953,"Lepus capensis",3,104194,"Lepus capensis",3,104194,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-22 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:529",214184,"occ",21953,"Antidorcas marsupialis",3,149572,"Antidorcas marsupialis",3,149572,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-21 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:530",214187,"occ",21953,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-21 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:531",214188,"occ",21953,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-21 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:532",214190,"occ",21953,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Pleistocene",2.588,0.0117,"5252;5252","1995-06-23 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:533",214196,"occ",21953,"Hippotragus leucophaeus",3,42782,"Hippotragus",5,42782,"Pleistocene",2.588,0.0117,"5252;5252","1995-10-04 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:534",214197,"occ",21953,"Raphicerus melanotis",3,149591,"Raphicerus melanotis",3,149591,"Pleistocene",2.588,0.0117,"5252;5252","1995-10-04 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:535",214198,"occ",21953,"Bathyergus suillus",3,233920,"Bathyergus suillus",3,233920,"Pleistocene",2.588,0.0117,"5252;5252","1995-10-04 00:00:00","2002-07-10 22:49:32",18,-33,NA
"1:536",214204,"occ",21955,"Gazella thomsoni",3,163854,"Gazella thomsoni",3,163854,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:537",214205,"occ",21955,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:538",214206,"occ",21955,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:539",214207,"occ",21955,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:540",214208,"occ",21955,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Holocene",0.0117,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",31.0833,-26.75,NA
"1:541",214212,"occ",21956,"Ovis aries",3,104261,"Ovis aries",3,104261,"Pleistocene",2.588,0.0117,"5255;5255","1995-06-21 00:00:00","2002-07-10 22:49:32",24.616699,-27.616699,NA
"1:542",214213,"occ",21957,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:543",214214,"occ",21957,"Hippotragus equinus",3,149602,"Hippotragus equinus",3,149602,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:544",214215,"occ",21957,"Raphicerus campestris",3,149590,"Raphicerus campestris",3,149590,"Pleistocene",2.588,0,"5237;5237","1995-06-21 00:00:00","2002-07-10 22:49:32",25.65,-33.599998,"Holocene"
"1:545",214220,"occ",21959,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Holocene",0.0117,0,"5259;5259","1995-06-21 00:00:00","2002-07-10 22:49:32",36.25,-1.25,NA
"1:546",214223,"occ",21961,"Taurotragus oryx",3,231399,"Taurotragus oryx",3,231399,"Calabrian",1.806,0.781,"5261;5261","1995-06-21 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:547",214224,"occ",21961,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Calabrian",1.806,0.781,"5261;5261","1995-06-23 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:548",214225,"occ",21961,"Canis mesomelas",3,232943,"Canis mesomelas",3,232943,"Calabrian",1.806,0.781,"5261;5261","1995-06-22 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:549",214229,"occ",21961,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Calabrian",1.806,0.781,"5261;5261","1995-06-21 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:550",214234,"occ",21961,"Procavia capensis",3,143657,"Procavia capensis",3,143657,"Calabrian",1.806,0.781,"5261;5261","1995-10-04 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:551",214235,"occ",21961,"Zelotomys woosnami",3,41933,"Zelotomys",5,41933,"Calabrian",1.806,0.781,"5261;5261","1995-10-04 00:00:00","2002-07-10 22:49:32",27.7211,-26.016899,NA
"1:552",214298,"occ",21972,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"4945;4945","1995-06-23 00:00:00","2002-07-10 22:49:32",32.375,-2.9792,NA
"1:553",216765,"occ",22041,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"4478;4478","1995-06-23 00:00:00","2009-12-24 11:09:13",34.3167,-2.979,NA
"1:554",216816,"occ",22064,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Calabrian",1.806,0.781,"4478;4478","1995-06-23 00:00:00","2009-12-24 11:10:05",34.3167,-2.979,NA
"1:555",216837,"occ",22065,"Damaliscus lunatus",3,42764,"Damaliscus",5,42764,"Pleistocene",2.588,0,"5321;5321","1995-06-21 00:00:00","2002-07-10 22:49:32",29.6,0.1333,"Holocene"
"1:556",216839,"occ",22065,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0,"5321;5321","1995-06-21 00:00:00","2002-07-10 22:49:32",29.6,0.1333,"Holocene"
"1:557",216840,"occ",22065,"Lutra maculicollis",3,157464,"Lutra maculicollis",3,157464,"Pleistocene",2.588,0,"5321;5321","1995-10-04 00:00:00","2002-07-10 22:49:32",29.6,0.1333,"Holocene"
"1:558",217155,"occ",22128,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Miocene",23.03,0.0117,"4840;4840","1995-06-23 00:00:00","2002-07-10 22:49:32",40.167,11.667,"Pleistocene"
"1:559",217168,"occ",22129,"Tragelaphus scriptus",3,149707,"Tragelaphus scriptus",3,149707,"Pliocene",5.333,2.588,"5348;5348","1995-06-21 00:00:00","2002-07-10 22:49:32",40.416698,10.733,NA
"1:560",217240,"occ",22156,"Galeopithecidae indet.",9,40330,"Galeopithecidae",9,40330,"Pleistocene",2.588,0,"4442;4442","1995-10-04 00:00:00","2002-07-10 22:49:32",40.483299,10.9,"Holocene"
"1:561",217343,"occ",22174,"Galeopithecidae indet.",9,40330,"Galeopithecidae",9,40330,"Zanclean",5.333,0.0117,"5366;5366","1995-10-04 00:00:00","2002-07-10 22:49:32",40.583302,10.5,"Pleistocene"
"1:562",217458,"occ",22180,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.8167,-3.917,"Holocene"
"1:563",217461,"occ",22181,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.716702,-3.867,"Holocene"
"1:564",217462,"occ",22181,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.716702,-3.867,"Holocene"
"1:565",217464,"occ",22183,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.783298,-4.033,"Holocene"
"1:566",217465,"occ",22183,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.783298,-4.033,"Holocene"
"1:567",217467,"occ",22184,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.9333,-3.983,"Holocene"
"1:568",217468,"occ",22184,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.9333,-3.983,"Holocene"
"1:569",217469,"occ",22185,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.733299,-3.9,"Holocene"
"1:570",217472,"occ",22186,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.866699,-3.917,"Holocene"
"1:571",217475,"occ",22187,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.700001,-3.867,"Holocene"
"1:572",217479,"occ",22189,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.966702,-3.883,"Holocene"
"1:573",217480,"occ",22189,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.966702,-3.883,"Holocene"
"1:574",217483,"occ",22190,"Syncerus caffer",3,149719,"Syncerus caffer",3,149719,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.700001,-3.883,"Holocene"
"1:575",217488,"occ",22192,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.716702,-3.883,"Holocene"
"1:576",217489,"occ",22192,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.716702,-3.883,"Holocene"
"1:577",217490,"occ",22192,"Damaliscus dorcas",3,235803,"Damaliscus dorcas",3,235803,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.716702,-3.883,"Holocene"
"1:578",217493,"occ",22193,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.700001,-3.883,"Holocene"
"1:579",217495,"occ",22194,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.700001,-3.867,"Holocene"
"1:580",217496,"occ",22194,"Alcelaphus buselaphus",3,149623,"Alcelaphus buselaphus",3,149623,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.700001,-3.867,"Holocene"
"1:581",217497,"occ",22195,"Equus burchelli",3,236270,"Equus quagga burchelli",2,236288,"Pleistocene",2.588,0,"5283;5283","1995-06-23 00:00:00","2002-07-10 22:49:32",33.866699,-3.917,"Holocene"
"1:582",217498,"occ",22195,"Connochaetes taurinus",3,133827,"Connochaetes taurinus",3,133827,"Pleistocene",2.588,0,"5283;5283","1995-06-21 00:00:00","2002-07-10 22:49:32",33.866699,-3.917,"Holocene"
"1:583",217591,"occ",22220,"Stegodon sp.",5,43271,"Stegodon",5,43271,"Miocene",23.03,2.588,"5438;5438","1995-10-04 00:00:00","2016-06-28 16:06:16",18.15,-32.976002,"Pliocene"
"1:584",217592,"occ",22220,"Stegolophodon sp.",5,43272,"Stegolophodon",5,43272,"Miocene",23.03,2.588,"5438;5438","1995-10-04 00:00:00","2016-06-28 16:06:16",18.15,-32.976002,"Pliocene"
"1:585",217978,"occ",22237,"Tragelaphus nakuae",3,42885,"Tragelaphus",5,42885,"Late Miocene",11.608,2.588,"8636;8636","1995-10-04 00:00:00","2003-08-25 13:06:56",36.049999,2.9,"Piacenzian"
"1:586",218068,"occ",22243,"UNKNOWN",NA,0,NA,NA,NA,"Tortonian",11.62,2.588,"8636;8636","1995-10-04 00:00:00","2003-08-26 12:32:14",36.049999,2.9,"Piacenzian"
"1:587",218145,"occ",22267,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Messinian",7.246,0.781,"5571;5571","1995-06-23 00:00:00","2009-12-24 13:35:02",35.833302,0.6667,"Calabrian"
"1:588",218205,"occ",22269,"Mesochoerus sp.",5,42399,"Mesochoerus",5,42399,"Pliocene",5.333,0.781,"5574;5574","1995-10-04 00:00:00","2002-07-10 22:49:32",36.200001,0.65,"Calabrian"
"1:589",218267,"occ",22272,"Crocuta crocuta",3,53881,"Crocuta crocuta",3,53881,"Pleistocene",2.588,0.0117,"5569;5569","1995-06-22 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:590",218268,"occ",22272,"Panthera leo",3,49734,"Panthera leo",3,49734,"Pleistocene",2.588,0.0117,"5569;5569","1995-06-22 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:591",218277,"occ",22272,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Pleistocene",2.588,0.0117,"5569;5569","1995-06-23 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:592",218348,"occ",22274,"Pachycrocuta sp.",5,41030,"Pachycrocuta",5,41030,"Messinian",7.246,5.333,"5560;5560","1995-10-04 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:593",218349,"occ",22274,"Alilepus sp.",5,42165,"Alilepus",5,42165,"Messinian",7.246,5.333,"5560;5560","1995-10-04 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:594",218405,"occ",22276,"Hippopotamus amphibius",3,77338,"Hippopotamus amphibius",3,77338,"Pleistocene",2.588,0.0117,"5576;5576","1995-06-21 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:595",218417,"occ",22276,"Mesochoerus sp.",5,42399,"Mesochoerus",5,42399,"Pleistocene",2.588,0.0117,"5576;5576","1995-10-04 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:596",218460,"occ",22280,"Ceratotherium simum",3,115823,"Ceratotherium simum",3,115823,"Messinian",7.246,0.781,"5568;5568","1995-06-23 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,"Calabrian"
"1:597",218466,"occ",22287,"Protragocerus sp.",5,42846,"Protragocerus",5,42846,"Serravallian",13.82,11.62,"5577;5577","1995-10-04 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:598",218539,"occ",22303,"Protragocerus sp.",5,42846,"Protragocerus",5,42846,"Langhian",15.97,11.62,"5569;5569","1995-10-04 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:599",218540,"occ",22303,"Zygolophodon sp.",5,43277,"Zygolophodon",5,43277,"Langhian",15.97,11.62,"5569;5569","1995-10-04 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:600",218575,"occ",22310,"Arvicanthis niloticus",3,41898,"Arvicanthis",5,41898,"Holocene",0.0117,0,"5586;5586","1995-10-04 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:601",218664,"occ",22323,"Giraffa camelopardalis",3,133600,"Giraffa camelopardalis",3,133600,"Pliocene",5.333,0.0117,"5492;5492","1995-06-21 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
