"","numPredictors","trainingExamples","seconds","cost","accuracy","cores","GBMemory","TotalRate","config"
"83751",5,1675,19.9948687374115,0.233740015540341,0.80040181322543,20,20,0.01169,239
"83752",5,1675,19.9948687374115,0.25600096273637,0.80040181322543,20,22,0.012803333,240
"27075",5,5415,19.9958950099995,0.0350628019000341,0.833963022417372,21,2,0.0017535,241
"8330",5,1666,19.9977744223959,0.222085283847918,0.800217757505184,21,18,0.0111055,250
"83301",5,1666,19.9977744223959,0.245462682147698,0.800217757505184,21,20,0.0122745,251
"83302",5,1666,19.9977744223959,0.268840080447479,0.800217757505184,21,22,0.0134435,252
"27080",5,5416,19.9945265708952,0.0367299453107345,0.833954277718552,22,2,0.001837,253
"8340",5,1668,19.9922497776169,0.232596491331971,0.800245742773455,22,18,0.011634333,262
"83401",5,1668,19.9922497776169,0.257080339890375,0.800245742773455,22,20,0.012859,263
"83402",5,1668,19.9922497776169,0.28156418844878,0.800245742773455,22,22,0.014083667,264
"27220",5,5444,19.990680651955,0.0383921021920796,0.834065375389729,23,2,0.0019205,265
"8295",5,1659,19.9989203094733,0.243250207543816,0.80007364460682,23,18,0.012163167,274
"82951",5,1659,19.9989203094733,0.268855485180404,0.80007364460682,23,20,0.0134435,275
"82952",5,1659,19.9989203094733,0.294460762816993,0.80007364460682,23,22,0.014723833,276
"27030",5,5406,19.9982432122035,0.0400764793972559,0.835355656428904,24,2,0.002004,277
"8155",5,1631,19.9954991940847,0.253782875771323,0.799893054848634,24,18,0.012692,286
"81551",5,1631,19.9954991940847,0.28049686269462,0.799893054848634,24,20,0.014028,287
"81552",5,1631,19.9954991940847,0.307210849617917,0.799893054848634,24,22,0.015364,288
