"","cores","GBMemory","TimeUncertainty","cluster","TimeUncertainty","time","cost","fromOrigin","choice"
"15",2,5,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"16",2,6,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"17",2,8,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"18",2,10,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"19",2,12,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"20",2,14,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"21",2,16,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"22",2,18,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"23",2,20,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"24",2,22,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"27",3,5,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"28",3,6,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"29",3,8,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"30",3,10,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"31",3,12,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"32",3,14,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"33",3,16,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"34",3,18,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"35",3,20,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"36",3,22,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"39",4,5,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"40",4,6,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"41",4,8,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"42",4,10,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"43",4,12,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"44",4,14,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"45",4,16,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"46",4,18,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"47",4,20,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"48",4,22,0.0798792606062616,"6",0.0798792606062616,5.28797637775547,0.00024393435030586,3.07536129737707,1
"1",1,2,0.103091191331201,"1",0.103091191331201,5.54392811321578,6.81903157925541e-05,3.16974426925113,2
"2",1,4,0.0797576756797595,"2",0.0797576756797595,5.72192315014117,8.52566549371035e-05,3.25092586492739,3
"13",2,2,0.360338439691297,"4",0.360338439691297,5.2625475188737,0.000166822756348296,3.59331063761913,4
"25",3,2,0.360338439691297,"4",0.360338439691297,5.2625475188737,0.000166822756348296,3.59331063761913,4
"37",4,2,0.360338439691297,"4",0.360338439691297,5.2625475188737,0.000166822756348296,3.59331063761913,4
"14",2,4,0.370408808317456,"5",0.370408808317456,5.41500151367788,0.000185734551919151,3.70141470106583,5
"26",3,4,0.370408808317456,"5",0.370408808317456,5.41500151367788,0.000185734551919151,3.70141470106583,5
"38",4,4,0.370408808317456,"5",0.370408808317456,5.41500151367788,0.000185734551919151,3.70141470106583,5
"3",1,5,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"4",1,6,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"5",1,8,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"6",1,10,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"7",1,12,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"8",1,14,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"9",1,16,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"10",1,18,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"11",1,20,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"12",1,22,0.371602435290834,"3",0.371602435290834,5.61187576658096,0.000150005439240709,3.78433362322342,6
"51",5,5,0.130438677445553,"9",0.130438677445553,5.84008506182505,0.000920271212950834,4.20322364776608,7
"52",5,6,0.130438677445553,"9",0.130438677445553,5.84008506182505,0.000920271212950834,4.20322364776608,7
