"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","eag","lag","rid","dcr","dmd","lng","lat","oli"
"1:926",218314,"occ",22273,"Anomaluridae indet.",9,41970,"Anomaluridae",9,41970,"Langhian",15.97,13.82,"5452;5452","1991-09-01 00:00:00","2002-07-10 22:49:32",35.8167,0.8417,NA
"1:927",218334,"occ",22274,"Aepyceros sp.",5,42743,"Aepyceros",5,42743,"Messinian",7.246,5.333,"5560;5560","1991-05-28 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:928",218335,"occ",22274,"Hystrix sp.",5,42010,"Hystrix",5,42010,"Messinian",7.246,5.333,"5560;5560","1991-05-10 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:929",218336,"occ",22274,"Primelephas gomphotheroides",3,227259,"Primelephas korotorensis",3,227258,"Messinian",7.246,5.333,"5560;5560","1991-05-28 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:930",218337,"occ",22274,"Stegotetrabelodon orbus",3,159434,"Stegotetrabelodon orbus",3,159434,"Messinian",7.246,5.333,"5560;5560","1991-05-28 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:931",218338,"occ",22274,"Cercopithecidae indet.",9,40860,"Cercopithecidae",9,40860,"Messinian",7.246,5.333,"5560;5560","1991-05-30 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:932",218339,"occ",22274,"Carnivora indet.",13,36905,"Carnivora",13,36905,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:933",218340,"occ",22274,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Messinian",7.246,5.333,"5560;5560","1991-06-03 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:934",218341,"occ",22274,"Loxodonta sp.",5,43265,"Loxodonta",5,43265,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:935",218342,"occ",22274,"Tragelaphus sp.",5,42885,"Tragelaphus",5,42885,"Messinian",7.246,5.333,"5560;5560","1991-06-10 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:936",218343,"occ",22274,"Orycteropus sp.",5,43318,"Orycteropus",5,43318,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:37:18",35.666698,0.5,NA
"1:937",218369,"occ",22275,"Canidae indet.",9,41189,"Canidae",9,41189,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:938",218370,"occ",22275,"Felidae indet.",9,41045,"Felidae",9,41045,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:939",218371,"occ",22275,"Rodentia indet.",13,41370,"Rodentia",13,41370,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2005-03-24 10:30:40",35.666698,0.5,NA
"1:940",218372,"occ",22275,"Hippotragini indet.",7,56156,"Hippotragini",7,56156,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2005-03-24 10:30:40",35.666698,0.5,NA
"1:941",218375,"occ",22275,"Hystrix sp.",5,42010,"Hystrix",5,42010,"Messinian",7.246,5.333,"5579;5579","1991-05-10 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:942",218376,"occ",22275,"Nyanzachoerus tulotos",3,42403,"Nyanzachoerus",5,42403,"Messinian",7.246,5.333,"5579;5579","1991-05-28 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:943",218377,"occ",22275,"Cercopithecidae indet.",9,40860,"Cercopithecidae",9,40860,"Messinian",7.246,5.333,"5579;5579","1991-05-30 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:944",218378,"occ",22275,"Crocuta cf. sp.",5,45364,"Crocuta",5,45364,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:945",218379,"occ",22275,"Trionychidae indet.",9,37674,"Trionychidae",9,37674,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:946",218380,"occ",22275,"Anancus sp.",5,43242,"Anancus",5,43242,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:947",218381,"occ",22275,"Orycteropus sp.",5,43318,"Orycteropus",5,43318,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:948",218382,"occ",22275,"Lagomorpha indet.",13,42151,"Lagomorpha",13,42151,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2005-03-24 10:30:40",35.666698,0.5,NA
"1:949",218383,"occ",22275,"Hominidae indet.",9,40899,"Hominidae",9,40899,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:950",218384,"occ",22275,"Crocodylidae indet.",9,38435,"Crocodylidae",9,38435,"Messinian",7.246,5.333,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.666698,0.5,NA
"1:951",218398,"occ",22276,"Antidorcas sp.",5,42745,"Antidorcas",5,42745,"Pleistocene",2.588,0.0117,"5576;5576","1991-05-09 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:952",218399,"occ",22276,"Thryonomys sp.",5,42027,"Thryonomys",5,42027,"Pleistocene",2.588,0.0117,"5576;5576","1991-05-14 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:953",218400,"occ",22276,"Homo sp.",5,40901,"Homo",5,40901,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:954",218402,"occ",22276,"Redunca sp.",5,42853,"Redunca",5,42853,"Pleistocene",2.588,0.0117,"5576;5576","1991-05-09 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:955",218403,"occ",22276,"Colobus sp.",5,40864,"Colobus",5,40864,"Pleistocene",2.588,0.0117,"5576;5576","1991-05-09 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:956",218404,"occ",22276,"Phacochoerus sp.",5,42404,"Phacochoerus",5,42404,"Pleistocene",2.588,0.0117,"5576;5576","1991-05-21 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:957",218406,"occ",22276,"Mammalia indet.",17,36651,"Mammalia",17,36651,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2006-07-08 16:46:08",36,0.5,NA
"1:958",218407,"occ",22276,"Potamochoerus sp.",5,42406,"Potamochoerus",5,42406,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:959",218408,"occ",22276,"Loxodonta sp.",5,43265,"Loxodonta",5,43265,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:960",218409,"occ",22276,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:961",218410,"occ",22276,"Tragelaphus sp.",5,42885,"Tragelaphus",5,42885,"Pleistocene",2.588,0.0117,"5576;5576","1991-06-10 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:962",218411,"occ",22276,"Orycteropus sp.",5,43318,"Orycteropus",5,43318,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:963",218428,"occ",22277,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:964",218429,"occ",22277,"Nyanzachoerus jaegeri",3,42403,"Nyanzachoerus",5,42403,"Zanclean",5.333,3.6,"5563;5563","1991-05-28 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:965",218431,"occ",22277,"Primelephas gomphotheroides",3,227259,"Primelephas korotorensis",3,227258,"Zanclean",5.333,3.6,"5563;5563","1991-05-28 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:966",218432,"occ",22277,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Zanclean",5.333,3.6,"5563;5563","1991-05-30 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:967",218433,"occ",22277,"Carnivora indet.",13,36905,"Carnivora",13,36905,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:968",218434,"occ",22277,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Zanclean",5.333,3.6,"5563;5563","1991-06-03 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:969",218435,"occ",22277,"Hippopotamidae indet.",9,42479,"Hippopotamidae",9,42479,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:970",218436,"occ",22277,"Trionychidae indet.",9,37674,"Trionychidae",9,37674,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:971",218437,"occ",22277,"Hyaenidae indet.",9,41020,"Hyaenidae",9,41020,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2009-12-24 13:38:20",35.833302,0.6667,NA
"1:972",218446,"occ",22278,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:973",218447,"occ",22278,"Hystrix sp.",5,42010,"Hystrix",5,42010,"Zanclean",5.333,3.6,"5563;5563","1991-05-10 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:974",218448,"occ",22278,"Nyanzachoerus jaegeri",3,42403,"Nyanzachoerus",5,42403,"Zanclean",5.333,3.6,"5563;5563","1991-05-28 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:975",218450,"occ",22278,"Primelephas gomphotheroides",3,227259,"Primelephas korotorensis",3,227258,"Zanclean",5.333,3.6,"5563;5563","1991-05-28 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:976",218451,"occ",22278,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Zanclean",5.333,3.6,"5563;5563","1991-05-30 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:977",218452,"occ",22278,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Zanclean",5.333,3.6,"5563;5563","1991-06-03 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:978",218453,"occ",22278,"Hippopotamidae indet.",9,42479,"Hippopotamidae",9,42479,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:979",218454,"occ",22278,"Trionychidae indet.",9,37674,"Trionychidae",9,37674,"Zanclean",5.333,3.6,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,NA
"1:980",218462,"occ",22282,"Hipparion primigenium",3,117151,"Hippotherium primigenium",3,90214,"Messinian",7.246,0.781,"5580;5580","1991-05-30 00:00:00","2002-07-10 22:49:32",35.833302,0.6667,"Calabrian"
"1:981",218463,"occ",22287,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Serravallian",13.82,11.62,"5577;5577","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:982",218464,"occ",22287,"Carnivora indet.",13,36905,"Carnivora",13,36905,"Serravallian",13.82,11.62,"5577;5577","1991-09-01 00:00:00","2006-07-08 16:46:08",35.849998,0.9,NA
"1:983",218465,"occ",22287,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Serravallian",13.82,11.62,"5577;5577","1991-06-03 00:00:00","2005-03-24 10:29:51",35.849998,0.9,NA
"1:984",218480,"occ",22290,"Canidae indet.",9,41189,"Canidae",9,41189,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:985",218481,"occ",22290,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:986",218482,"occ",22290,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Serravallian",13.82,11.62,"5579;5579","1991-06-03 00:00:00","2005-03-24 10:29:18",35.849998,0.9,NA
"1:987",218483,"occ",22290,"Crocodylia indet.",25,38309,"Crocodylia",25,96626,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2005-03-24 10:29:18",35.849998,0.9,NA
"1:988",218484,"occ",22290,"Gomphotheriidae indet.",9,43240,"Gomphotheriidae",9,43240,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:989",218491,"occ",22291,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Serravallian",13.82,11.62,"5562;5562","1991-06-03 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:990",218492,"occ",22291,"Osteichthyes indet.",25,34881,"Osteichthyes",25,218963,"Serravallian",13.82,11.62,"5562;5562","1991-06-18 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:991",218495,"occ",22292,"Equidae indet.",9,42984,"Equidae",9,42984,"Serravallian",13.82,11.62,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:992",218496,"occ",22292,"Nyanzachoerus sp.",5,42403,"Nyanzachoerus",5,42403,"Serravallian",13.82,11.62,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:993",218503,"occ",22300,"Suidae indet.",9,42381,"Suidae",9,42381,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:994",218504,"occ",22300,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Serravallian",13.82,11.62,"5579;5579","1991-06-03 00:00:00","2005-03-24 10:27:43",35.849998,0.9,NA
"1:995",218505,"occ",22300,"Equidae indet.",9,42984,"Equidae",9,42984,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:996",218506,"occ",22300,"Trionychidae indet.",9,37674,"Trionychidae",9,37674,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:997",218507,"occ",22300,"Crocodylia indet.",25,38309,"Crocodylia",25,96626,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2005-03-24 10:27:44",35.849998,0.9,NA
"1:998",218508,"occ",22300,"Gomphotheriidae indet.",9,43240,"Gomphotheriidae",9,43240,"Serravallian",13.82,11.62,"5579;5579","1991-09-01 00:00:00","2002-07-10 22:49:32",35.849998,0.9,NA
"1:999",218520,"occ",22301,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1000",218521,"occ",22301,"Osteichthyes indet.",25,34881,"Osteichthyes",25,218963,"Pleistocene",2.588,0.0117,"5576;5576","1991-06-18 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1001",218522,"occ",22301,"Reptilia indet.",17,36322,"Reptilia",17,36322,"Pleistocene",2.588,0.0117,"5576;5576","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1002",218524,"occ",22302,"Suidae indet.",9,42381,"Suidae",9,42381,"Pleistocene",2.588,0.0117,"5584;5584","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1003",218525,"occ",22302,"Mammalia indet.",17,36651,"Mammalia",17,36651,"Pleistocene",2.588,0.0117,"5584;5584","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1004",218526,"occ",22302,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Pleistocene",2.588,0.0117,"5584;5584","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1005",218527,"occ",22302,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Pleistocene",2.588,0.0117,"5584;5584","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1006",218528,"occ",22302,"Hyaenidae indet.",9,41020,"Hyaenidae",9,41020,"Pleistocene",2.588,0.0117,"5584;5584","1991-09-01 00:00:00","2002-07-10 22:49:32",36,0.5,NA
"1:1007",218532,"occ",22303,"Bovidae indet.",9,42742,"Bovidae",9,42742,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1008",218533,"occ",22303,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1009",218534,"occ",22303,"Prodeinotherium hobleyi",3,104730,"Prodeinotherium hobleyi",3,104730,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1010",218535,"occ",22303,"Orycteropus sp.",5,43318,"Orycteropus",5,43318,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1011",218536,"occ",22303,"Palaeotragus sp.",5,42704,"Palaeotragus",5,42704,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1012",218537,"occ",22303,"Listriodon sp.",5,42395,"Listriodon",5,42395,"Langhian",15.97,11.62,"5569;5569","1991-09-01 00:00:00","2009-12-24 11:16:03",35.8167,0.8417,"Serravallian"
"1:1013",218554,"occ",22307,"Kobus sp.",5,42788,"Kobus",5,42788,"Tortonian",11.62,5.333,"5563;5563","1991-05-09 00:00:00","2002-07-10 22:49:32",35.833302,0.8333,"Messinian"
"1:1014",218557,"occ",22307,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Tortonian",11.62,5.333,"5563;5563","1991-05-30 00:00:00","2002-07-10 22:49:32",35.833302,0.8333,"Messinian"
"1:1015",218558,"occ",22307,"Hippopotamidae indet.",9,42479,"Hippopotamidae",9,42479,"Tortonian",11.62,5.333,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.833302,0.8333,"Messinian"
"1:1016",218559,"occ",22307,"Tragelaphus sp.",5,42885,"Tragelaphus",5,42885,"Tortonian",11.62,5.333,"5563;5563","1991-06-10 00:00:00","2002-07-10 22:49:32",35.833302,0.8333,"Messinian"
"1:1017",218560,"occ",22307,"Crocodylidae indet.",9,38435,"Crocodylidae",9,38435,"Tortonian",11.62,5.333,"5563;5563","1991-09-01 00:00:00","2002-07-10 22:49:32",35.833302,0.8333,"Messinian"
"1:1018",218606,"occ",22316,"Felidae indet.",9,41045,"Felidae",9,41045,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1019",218607,"occ",22316,"Hippotragini indet.",7,56156,"Hippotragini",7,56156,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1020",218609,"occ",22316,"Hystrix sp.",5,42010,"Hystrix",5,42010,"Messinian",7.246,5.333,"5560;5560","1991-05-10 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1021",218610,"occ",22316,"Nyanzachoerus tulotos",3,42403,"Nyanzachoerus",5,42403,"Messinian",7.246,5.333,"5560;5560","1991-05-28 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1022",218611,"occ",22316,"Deinotherium sp.",5,43280,"Deinotherium",5,43280,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1023",218612,"occ",22316,"Trionychidae indet.",9,37674,"Trionychidae",9,37674,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1024",218613,"occ",22316,"Anancus sp.",5,43242,"Anancus",5,43242,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1025",218614,"occ",22316,"Aves indet.",17,36616,"Aves",17,36616,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1026",218615,"occ",22316,"Crocodylidae indet.",9,38435,"Crocodylidae",9,38435,"Messinian",7.246,5.333,"5560;5560","1991-09-01 00:00:00","2009-12-24 13:28:06",35.666698,0.5,NA
"1:1027",218636,"occ",22321,"Antidorcas sp.",5,42745,"Antidorcas",5,42745,"Pliocene",5.333,2.588,"5479;5479","1991-05-09 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1028",218638,"occ",22321,"Aepyceros sp.",5,42743,"Aepyceros",5,42743,"Pliocene",5.333,2.588,"5479;5479","1991-05-28 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1029",218640,"occ",22321,"Megantereon sp.",5,41060,"Megantereon",5,41060,"Pliocene",5.333,2.588,"5479;5479","1991-05-28 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1030",218641,"occ",22321,"Parapapio sp.",5,40874,"Parapapio",5,40874,"Pliocene",5.333,2.588,"5479;5479","1991-05-09 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1031",218642,"occ",22321,"Hystrix sp.",5,42010,"Hystrix",5,42010,"Pliocene",5.333,2.588,"5479;5479","1991-05-10 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1032",218647,"occ",22321,"Loxodonta adaurora",3,43265,"Loxodonta",5,43265,"Pliocene",5.333,2.588,"5479;5479","1991-05-28 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1033",218650,"occ",22321,"Rhinocerotidae indet.",9,43187,"Rhinocerotidae",9,43187,"Pliocene",5.333,2.588,"5479;5479","1991-06-03 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1034",218651,"occ",22321,"Lagomorpha indet.",13,42151,"Lagomorpha",13,42151,"Pliocene",5.333,2.588,"5479;5479","1991-09-01 00:00:00","2009-12-24 13:49:49",35.833302,3.0833,NA
"1:1035",218666,"occ",22323,"Damaliscus sp.",5,42764,"Damaliscus",5,42764,"Pliocene",5.333,0.0117,"5492;5492","1991-05-09 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1036",218667,"occ",22323,"Megalotragus kattwinkeli",3,42795,"Megalotragus",5,42795,"Pliocene",5.333,0.0117,"5492;5492","1991-05-28 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1037",218668,"occ",22323,"Parapapio sp.",5,40874,"Parapapio",5,40874,"Pliocene",5.333,0.0117,"5492;5492","1991-05-09 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1038",218670,"occ",22323,"Phacochoerus sp.",5,42404,"Phacochoerus",5,42404,"Pliocene",5.333,0.0117,"5492;5492","1991-05-21 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1039",218673,"occ",22323,"Elephas ekorensis",3,43264,"Elephas",5,43264,"Pliocene",5.333,0.0117,"5492;5492","1991-05-28 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1040",218674,"occ",22323,"Loxodonta adaurora",3,43265,"Loxodonta",5,43265,"Pliocene",5.333,0.0117,"5492;5492","1991-05-28 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1041",218675,"occ",22323,"Mammuthus subplanifrons",3,43266,"Mammuthus",5,43266,"Pliocene",5.333,0.0117,"5492;5492","1991-05-28 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1042",218678,"occ",22323,"Theropithecus sp.",5,40879,"Theropithecus",5,40879,"Pliocene",5.333,0.0117,"5492;5492","1991-09-01 00:00:00","2002-07-10 22:49:32",34,-10.167,"Pleistocene"
"1:1043",218689,"occ",22324,"Hippotragini indet.",7,56156,"Hippotragini",7,56156,"Pliocene",5.333,0.0117,"5481;5481","1991-09-01 00:00:00","2002-07-10 22:49:32",34.833302,-9.833,"Pleistocene"
"1:1044",218690,"occ",22324,"Aepyceros sp.",5,42743,"Aepyceros",5,42743,"Pliocene",5.333,0.0117,"5481;5481","1991-05-28 00:00:00","2002-07-10 22:49:32",34.833302,-9.833,"Pleistocene"
"1:1045",218694,"occ",22324,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Pliocene",5.333,0.0117,"5481;5481","1991-05-30 00:00:00","2002-07-10 22:49:32",34.833302,-9.833,"Pleistocene"
"1:1046",218704,"occ",22325,"Nyanzachoerus jaegeri",3,42403,"Nyanzachoerus",5,42403,"Pliocene",5.333,0.0117,"5481;5481","1991-05-28 00:00:00","2009-12-24 12:43:07",34.833302,-9.833,"Pleistocene"
"1:1047",218714,"occ",22327,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Pliocene",5.333,0.0117,"5481;5481","1991-05-30 00:00:00","2002-07-10 22:49:32",34.166698,-10.333,"Pleistocene"
"1:1048",218721,"occ",22328,"Nyanzachoerus jaegeri",3,42403,"Nyanzachoerus",5,42403,"Pliocene",5.333,2.588,"5481;5481","1991-05-28 00:00:00","2002-07-10 22:49:32",34.166698,-10.333,NA
"1:1049",218722,"occ",22328,"Mammuthus subplanifrons",3,43266,"Mammuthus",5,43266,"Pliocene",5.333,2.588,"5481;5481","1991-05-28 00:00:00","2002-07-10 22:49:32",34.166698,-10.333,NA
"1:1050",218723,"occ",22328,"Hipparion sp.",5,43000,"Hipparion",5,43000,"Pliocene",5.333,2.588,"5481;5481","1991-05-30 00:00:00","2002-07-10 22:49:32",34.166698,-10.333,NA
"1:1051",218730,"occ",22336,"Crocodylus sp.",5,38441,"Crocodylus",5,38441,"Calabrian",1.806,0.781,"4952;4952","1991-09-01 00:00:00","2002-07-10 22:49:32",35.334702,-2.989,NA
"1:1052",218731,"occ",22336,"Crocodylus niloticus",3,158096,"Crocodylus niloticus",3,158096,"Calabrian",1.806,0.781,"4952;4952","1991-09-01 00:00:00","2002-07-10 22:49:32",35.334702,-2.989,NA
"1:1053",218733,"occ",22337,"Suidae indet.",9,42381,"Suidae",9,42381,"Calabrian",1.806,0.781,"5275;5275","1991-09-01 00:00:00","2002-07-10 22:49:32",35.334702,-2.989,NA
"1:1054",218735,"occ",22337,"Osteichthyes indet.",25,34881,"Osteichthyes",25,218963,"Calabrian",1.806,0.781,"5275;5275","1991-06-18 00:00:00","2002-07-10 22:49:32",35.334702,-2.989,NA
"1:1055",218736,"occ",22337,"Aves indet.",17,36616,"Aves",17,36616,"Calabrian",1.806,0.781,"5275;5275","1991-09-01 00:00:00","2002-07-10 22:49:32",35.334702,-2.989,NA
"1:1056",218741,"occ",22338,"Elephantidae indet.",9,43263,"Elephantidae",9,43263,"Zanclean",5.333,3.6,"5549;5549","1991-09-01 00:00:00","2002-07-10 22:49:32",36.241699,3.5917,NA
