,,,,,,,"SR1, NO: 50","SR:1, NO: 500","SR1, NO:1000","SR1, NO:10000","SR1, NO: 30000","SR0.5, NO: 50","SR:0.5, NO: 500","SR0.5, NO:1000","SR0.5, NO:10000","SR0.5, NO: 30000","SR0.25, NO: 50","SR:0.25, NO: 500","SR0.25, NO:1000","SR0.25, NO:10000","SR0.25, NO: 30000","SR0.1, NO: 50","SR:0.1, NO: 500","SR0.1, NO:1000","SR0.1, NO:10000","SR0.1, NO: 30000",,,,,,
ConfigurationNumber,CPUs,GBsMem,CPURate,MemoryRate,TotalRate,At SHC,tpr1,tpr2,tpr3,tpr4,tpr5,tpr6,tpr7,tpr8,tpr9,tpr10,tpr11,tpr12,tpr13,tpr14,tpr15,tpr16,tpr17,tpr18,tpr19,tpr20,HoursPerReplicate,CostPerReplicate,numTaxa,Reps,TotalHoursPerConfig,TotalCostPerConfig
110,10,4,0.1002,0.4008,0.501,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.344275292,1,10,6.871762314,3.442752919
111,10,5,0.1002,0.501,0.6012,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.41313035,1,10,6.871762314,4.131303503
112,10,6,0.1002,0.6012,0.7014,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.481985409,1,10,6.871762314,4.819854087
113,10,8,0.1002,0.8016,0.9018,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.619695525,1,10,6.871762314,6.196955255
114,10,10,0.1002,1.002,1.1022,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.757405642,1,10,6.871762314,7.574056422
115,10,12,0.1002,1.2024,1.3026,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.895115759,1,10,6.871762314,8.95115759
116,10,14,0.1002,1.4028,1.503,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.032825876,1,10,6.871762314,10.32825876
117,10,16,0.1002,1.6032,1.7034,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.170535993,1,10,6.871762314,11.70535993
118,10,18,0.1002,1.8036,1.9038,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.308246109,1,10,6.871762314,13.08246109
119,10,20,0.1002,2.004,2.1042,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.445956226,1,10,6.871762314,14.45956226
120,10,22,0.1002,2.2044,2.3046,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.583666343,1,10,6.871762314,15.83666343
121,11,2,0.11022,0.22044,0.33066,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.227221693,1,10,6.871762314,2.272216927
122,11,4,0.11022,0.44088,0.5511,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.378702821,1,10,6.871762314,3.787028211
123,11,5,0.11022,0.5511,0.66132,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.454443385,1,10,6.871762314,4.544433853
124,11,6,0.11022,0.66132,0.77154,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.53018395,1,10,6.871762314,5.301839496
125,11,8,0.11022,0.88176,0.99198,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.681665078,1,10,6.871762314,6.81665078
126,11,10,0.11022,1.1022,1.21242,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.833146206,1,10,6.871762314,8.331462064
127,11,12,0.11022,1.32264,1.43286,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.984627335,1,10,6.871762314,9.846273349
128,11,14,0.11022,1.54308,1.6533,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.136108463,1,10,6.871762314,11.36108463
129,11,16,0.11022,1.76352,1.87374,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.287589592,1,10,6.871762314,12.87589592
130,11,18,0.11022,1.98396,2.09418,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.43907072,1,10,6.871762314,14.3907072
131,11,20,0.11022,2.2044,2.31462,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.590551849,1,10,6.871762314,15.90551849
132,11,22,0.11022,2.42484,2.53506,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.742032977,1,10,6.871762314,17.42032977
133,12,2,0.12024,0.24048,0.36072,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.24787821,1,10,6.871762314,2.478782102
134,12,4,0.12024,0.48096,0.6012,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.41313035,1,10,6.871762314,4.131303503
135,12,5,0.12024,0.6012,0.72144,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.49575642,1,10,6.871762314,4.957564204
136,12,6,0.12024,0.72144,0.84168,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.57838249,1,10,6.871762314,5.783824904
137,12,8,0.12024,0.96192,1.08216,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.743634631,1,10,6.871762314,7.436346305
138,12,10,0.12024,1.2024,1.32264,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.908886771,1,10,6.871762314,9.088867707
139,12,12,0.12024,1.44288,1.56312,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.074138911,1,10,6.871762314,10.74138911
140,12,14,0.12024,1.68336,1.8036,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.239391051,1,10,6.871762314,12.39391051
141,12,16,0.12024,1.92384,2.04408,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.404643191,1,10,6.871762314,14.04643191
142,12,18,0.12024,2.16432,2.28456,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.569895331,1,10,6.871762314,15.69895331
143,12,20,0.12024,2.4048,2.52504,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.735147471,1,10,6.871762314,17.35147471
144,12,22,0.12024,2.64528,2.76552,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.900399611,1,10,6.871762314,19.00399611
145,13,2,0.13026,0.26052,0.39078,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.268534728,1,10,6.871762314,2.685347277
146,13,4,0.13026,0.52104,0.6513,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.447557879,1,10,6.871762314,4.475578795
147,13,5,0.13026,0.6513,0.78156,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.537069455,1,10,6.871762314,5.370694554
148,13,6,0.13026,0.78156,0.91182,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.626581031,1,10,6.871762314,6.265810313
149,13,8,0.13026,1.04208,1.17234,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.805604183,1,10,6.871762314,8.056041831
150,13,10,0.13026,1.3026,1.43286,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.984627335,1,10,6.871762314,9.846273349
151,13,12,0.13026,1.56312,1.69338,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.163650487,1,10,6.871762314,11.63650487
152,13,14,0.13026,1.82364,1.9539,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.342673638,1,10,6.871762314,13.42673638
153,13,16,0.13026,2.08416,2.21442,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.52169679,1,10,6.871762314,15.2169679
154,13,18,0.13026,2.34468,2.47494,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.700719942,1,10,6.871762314,17.00719942
155,13,20,0.13026,2.6052,2.73546,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.879743094,1,10,6.871762314,18.79743094
156,13,22,0.13026,2.86572,2.99598,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.058766246,1,10,6.871762314,20.58766246
157,14,2,0.14028,0.28056,0.42084,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.289191245,1,10,6.871762314,2.891912452
158,14,4,0.14028,0.56112,0.7014,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.481985409,1,10,6.871762314,4.819854087
159,14,5,0.14028,0.7014,0.84168,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.57838249,1,10,6.871762314,5.783824904
160,14,6,0.14028,0.84168,0.98196,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.674779572,1,10,6.871762314,6.747795722
161,14,8,0.14028,1.12224,1.26252,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.867573736,1,10,6.871762314,8.675737356
162,14,10,0.14028,1.4028,1.54308,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.060367899,1,10,6.871762314,10.60367899
163,14,12,0.14028,1.68336,1.82364,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.253162063,1,10,6.871762314,12.53162063
164,14,14,0.14028,1.96392,2.1042,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.445956226,1,10,6.871762314,14.45956226
165,14,16,0.14028,2.24448,2.38476,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.63875039,1,10,6.871762314,16.3875039
166,14,18,0.14028,2.52504,2.66532,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.831544553,1,10,6.871762314,18.31544553
167,14,20,0.14028,2.8056,2.94588,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.024338716,1,10,6.871762314,20.24338716
168,14,22,0.14028,3.08616,3.22644,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.21713288,1,10,6.871762314,22.1713288
169,15,2,0.1503,0.3006,0.4509,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.309847763,1,10,6.871762314,3.098477627
170,15,4,0.1503,0.6012,0.7515,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.516412938,1,10,6.871762314,5.164129379
171,15,5,0.1503,0.7515,0.9018,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.619695525,1,10,6.871762314,6.196955255
172,15,6,0.1503,0.9018,1.0521,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.722978113,1,10,6.871762314,7.22978113
173,15,8,0.1503,1.2024,1.3527,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.929543288,1,10,6.871762314,9.295432882
174,15,10,0.1503,1.503,1.6533,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.136108463,1,10,6.871762314,11.36108463
175,15,12,0.1503,1.8036,1.9539,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.342673638,1,10,6.871762314,13.42673638
176,15,14,0.1503,2.1042,2.2545,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.549238814,1,10,6.871762314,15.49238814
177,15,16,0.1503,2.4048,2.5551,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.755803989,1,10,6.871762314,17.55803989
178,15,18,0.1503,2.7054,2.8557,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.962369164,1,10,6.871762314,19.62369164
179,15,20,0.1503,3.006,3.1563,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.168934339,1,10,6.871762314,21.68934339
180,15,22,0.1503,3.3066,3.4569,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.375499514,1,10,6.871762314,23.75499514
181,16,2,0.16032,0.32064,0.48096,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.33050428,1,10,6.871762314,3.305042802
182,16,4,0.16032,0.64128,0.8016,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.550840467,1,10,6.871762314,5.508404671
183,16,5,0.16032,0.8016,0.96192,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.66100856,1,10,6.871762314,6.610085605
184,16,6,0.16032,0.96192,1.12224,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.771176654,1,10,6.871762314,7.711766539
185,16,8,0.16032,1.28256,1.44288,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.991512841,1,10,6.871762314,9.915128407
186,16,10,0.16032,1.6032,1.76352,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.211849028,1,10,6.871762314,12.11849028
187,16,12,0.16032,1.92384,2.08416,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.432185214,1,10,6.871762314,14.32185214
188,16,14,0.16032,2.24448,2.4048,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.652521401,1,10,6.871762314,16.52521401
189,16,16,0.16032,2.56512,2.72544,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.872857588,1,10,6.871762314,18.72857588
190,16,18,0.16032,2.88576,3.04608,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.093193775,1,10,6.871762314,20.93193775
191,16,20,0.16032,3.2064,3.36672,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.313529962,1,10,6.871762314,23.13529962
192,16,22,0.16032,3.52704,3.68736,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.533866149,1,10,6.871762314,25.33866149
193,17,2,0.17034,0.34068,0.51102,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.351160798,1,10,6.871762314,3.511607978
194,17,4,0.17034,0.68136,0.8517,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.585267996,1,10,6.871762314,5.852679963
195,17,5,0.17034,0.8517,1.02204,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.702321596,1,10,6.871762314,7.023215955
196,17,6,0.17034,1.02204,1.19238,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.819375195,1,10,6.871762314,8.193751948
197,17,8,0.17034,1.36272,1.53306,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.053482393,1,10,6.871762314,10.53482393
198,177,10,1.77354,17.7354,19.50894,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,13.40607987,1,10,6.871762314,134.0607987
199,17,12,0.17034,2.04408,2.21442,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.52169679,1,10,6.871762314,15.2169679
200,17,14,0.17034,2.38476,2.5551,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.755803989,1,10,6.871762314,17.55803989
201,17,16,0.17034,2.72544,2.89578,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.989911187,1,10,6.871762314,19.89911187
202,17,18,0.17034,3.06612,3.23646,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.224018386,1,10,6.871762314,22.24018386
203,17,20,0.17034,3.4068,3.57714,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.458125584,1,10,6.871762314,24.58125584
204,17,22,0.17034,3.74748,3.91782,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.692232783,1,10,6.871762314,26.92232783
205,18,2,0.18036,0.36072,0.54108,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.371817315,1,10,6.871762314,3.718173153
206,18,4,0.18036,0.72144,0.9018,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.619695525,1,10,6.871762314,6.196955255
207,18,5,0.18036,0.9018,1.08216,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.743634631,1,10,6.871762314,7.436346305
208,18,6,0.18036,1.08216,1.26252,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.867573736,1,10,6.871762314,8.675737356
209,18,8,0.18036,1.44288,1.62324,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.115451946,1,10,6.871762314,11.15451946
210,18,10,0.18036,1.8036,1.98396,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.363330156,1,10,6.871762314,13.63330156
211,18,12,0.18036,2.16432,2.34468,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.611208366,1,10,6.871762314,16.11208366
212,18,14,0.18036,2.52504,2.7054,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.859086576,1,10,6.871762314,18.59086576
213,18,16,0.18036,2.88576,3.06612,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.106964787,1,10,6.871762314,21.06964787
214,18,18,0.18036,3.24648,3.42684,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.354842997,1,10,6.871762314,23.54842997
215,18,20,0.18036,3.6072,3.78756,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.602721207,1,10,6.871762314,26.02721207
216,18,22,0.18036,3.96792,4.14828,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.850599417,1,10,6.871762314,28.50599417
217,19,2,0.19038,0.38076,0.57114,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.392473833,1,10,6.871762314,3.924738328
218,19,4,0.19038,0.76152,0.9519,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.654123055,1,10,6.871762314,6.541230546
219,19,5,0.19038,0.9519,1.14228,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.784947666,1,10,6.871762314,7.849476656
220,19,6,0.19038,1.14228,1.33266,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.915772277,1,10,6.871762314,9.157722765
221,19,8,0.19038,1.52304,1.71342,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.177421498,1,10,6.871762314,11.77421498
222,19,10,0.19038,1.9038,2.09418,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.43907072,1,10,6.871762314,14.3907072
223,19,12,0.19038,2.28456,2.47494,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.700719942,1,10,6.871762314,17.00719942
224,19,14,0.19038,2.66532,2.8557,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.962369164,1,10,6.871762314,19.62369164
225,19,16,0.19038,3.04608,3.23646,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,2.224018386,1,10,6.871762314,22.24018386
