,,,,,,,"SR1, NO: 50","SR:1, NO: 500","SR1, NO:1000","SR1, NO:10000","SR1, NO: 30000","SR0.5, NO: 50","SR:0.5, NO: 500","SR0.5, NO:1000","SR0.5, NO:10000","SR0.5, NO: 30000","SR0.25, NO: 50","SR:0.25, NO: 500","SR0.25, NO:1000","SR0.25, NO:10000","SR0.25, NO: 30000","SR0.1, NO: 50","SR:0.1, NO: 500","SR0.1, NO:1000","SR0.1, NO:10000","SR0.1, NO: 30000",,,,,,
ConfigurationNumber,CPUs,GBsMem,CPURate,MemoryRate,TotalRate,At SHC,tpr1,tpr2,tpr3,tpr4,tpr5,tpr6,tpr7,tpr8,tpr9,tpr10,tpr11,tpr12,tpr13,tpr14,tpr15,tpr16,tpr17,tpr18,tpr19,tpr20,HoursPerReplicate,CostPerReplicate,numTaxa,Reps,TotalHoursPerConfig,TotalCostPerConfig
24,2,22,0.02004,0.44088,0.46092,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.316733269,1,10,6.871762314,3.167332686
25,3,2,0.03006,0.06012,0.09018,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.061969553,1,10,6.871762314,0.619695525
26,3,4,0.03006,0.12024,0.1503,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.103282588,1,10,6.871762314,1.032825876
27,3,5,0.03006,0.1503,0.18036,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.123939105,1,10,6.871762314,1.239391051
28,3,6,0.03006,0.18036,0.21042,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.144595623,1,10,6.871762314,1.445956226
29,3,8,0.03006,0.24048,0.27054,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.185908658,1,10,6.871762314,1.859086576
30,3,10,0.03006,0.3006,0.33066,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.227221693,1,10,6.871762314,2.272216927
31,3,12,0.03006,0.36072,0.39078,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.268534728,1,10,6.871762314,2.685347277
32,3,14,0.03006,0.42084,0.4509,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.309847763,1,10,6.871762314,3.098477627
33,3,16,0.03006,0.48096,0.51102,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.351160798,1,10,6.871762314,3.511607978
34,3,18,0.03006,0.54108,0.57114,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.392473833,1,10,6.871762314,3.924738328
35,3,20,0.03006,0.6012,0.63126,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.433786868,1,10,6.871762314,4.337868678
36,3,22,0.03006,0.66132,0.69138,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.475099903,1,10,6.871762314,4.750999028
37,4,2,0.04008,0.08016,0.12024,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.08262607,1,10,6.871762314,0.826260701
38,4,4,0.04008,0.16032,0.2004,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.137710117,1,10,6.871762314,1.377101168
39,4,5,0.04008,0.2004,0.24048,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.16525214,1,10,6.871762314,1.652521401
40,4,6,0.04008,0.24048,0.28056,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.192794163,1,10,6.871762314,1.927941635
41,4,8,0.04008,0.32064,0.36072,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.24787821,1,10,6.871762314,2.478782102
42,4,10,0.04008,0.4008,0.44088,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.302962257,1,10,6.871762314,3.029622569
43,4,12,0.04008,0.48096,0.52104,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.358046304,1,10,6.871762314,3.580463036
44,4,14,0.04008,0.56112,0.6012,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.41313035,1,10,6.871762314,4.131303503
45,4,16,0.04008,0.64128,0.68136,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.468214397,1,10,6.871762314,4.68214397
46,4,18,0.04008,0.72144,0.76152,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.523298444,1,10,6.871762314,5.232984437
47,4,20,0.04008,0.8016,0.84168,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.57838249,1,10,6.871762314,5.783824904
48,4,22,0.04008,0.88176,0.92184,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.633466537,1,10,6.871762314,6.334665371
49,5,2,0.0501,0.1002,0.1503,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.103282588,1,10,6.871762314,1.032825876
50,5,4,0.0501,0.2004,0.2505,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.172137646,1,10,6.871762314,1.72137646
51,5,5,0.0501,0.2505,0.3006,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.206565175,1,10,6.871762314,2.065651752
52,5,6,0.0501,0.3006,0.3507,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.240992704,1,10,6.871762314,2.409927043
53,5,8,0.0501,0.4008,0.4509,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.309847763,1,10,6.871762314,3.098477627
54,5,10,0.0501,0.501,0.5511,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.378702821,1,10,6.871762314,3.787028211
55,5,12,0.0501,0.6012,0.6513,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.447557879,1,10,6.871762314,4.475578795
56,5,14,0.0501,0.7014,0.7515,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.516412938,1,10,6.871762314,5.164129379
57,5,16,0.0501,0.8016,0.8517,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.585267996,1,10,6.871762314,5.852679963
58,5,18,0.0501,0.9018,0.9519,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.654123055,1,10,6.871762314,6.541230546
59,5,20,0.0501,1.002,1.0521,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.722978113,1,10,6.871762314,7.22978113
60,5,22,0.0501,1.1022,1.1523,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.791833171,1,10,6.871762314,7.918331714
61,6,2,0.06012,0.12024,0.18036,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.123939105,1,10,6.871762314,1.239391051
62,6,4,0.06012,0.24048,0.3006,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.206565175,1,10,6.871762314,2.065651752
63,6,5,0.06012,0.3006,0.36072,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.24787821,1,10,6.871762314,2.478782102
64,6,6,0.06012,0.36072,0.42084,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.289191245,1,10,6.871762314,2.891912452
65,6,8,0.06012,0.48096,0.54108,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.371817315,1,10,6.871762314,3.718173153
66,6,10,0.06012,0.6012,0.66132,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.454443385,1,10,6.871762314,4.544433853
67,6,12,0.06012,0.72144,0.78156,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.537069455,1,10,6.871762314,5.370694554
68,6,14,0.06012,0.84168,0.9018,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.619695525,1,10,6.871762314,6.196955255
69,6,16,0.06012,0.96192,1.02204,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.702321596,1,10,6.871762314,7.023215955
70,6,18,0.06012,1.08216,1.14228,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.784947666,1,10,6.871762314,7.849476656
71,6,20,0.06012,1.2024,1.26252,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.867573736,1,10,6.871762314,8.675737356
72,6,22,0.06012,1.32264,1.38276,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.950199806,1,10,6.871762314,9.501998057
73,7,2,0.07014,0.14028,0.21042,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.144595623,1,10,6.871762314,1.445956226
74,7,4,0.07014,0.28056,0.3507,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.240992704,1,10,6.871762314,2.409927043
75,7,5,0.07014,0.3507,0.42084,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.289191245,1,10,6.871762314,2.891912452
76,7,6,0.07014,0.42084,0.49098,TRUE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.337389786,1,10,6.871762314,3.373897861
77,7,8,0.07014,0.56112,0.63126,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.433786868,1,10,6.871762314,4.337868678
78,7,10,0.07014,0.7014,0.77154,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.53018395,1,10,6.871762314,5.301839496
79,7,12,0.07014,0.84168,0.91182,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.626581031,1,10,6.871762314,6.265810313
80,7,14,0.07014,0.98196,1.0521,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.722978113,1,10,6.871762314,7.22978113
81,7,16,0.07014,1.12224,1.19238,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.819375195,1,10,6.871762314,8.193751948
82,7,18,0.07014,1.26252,1.33266,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.915772277,1,10,6.871762314,9.157722765
83,7,20,0.07014,1.4028,1.47294,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.012169358,1,10,6.871762314,10.12169358
84,7,22,0.07014,1.54308,1.61322,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.10856644,1,10,6.871762314,11.0856644
85,8,2,0.08016,0.16032,0.24048,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.16525214,1,10,6.871762314,1.652521401
86,8,4,0.08016,0.32064,0.4008,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.275420234,1,10,6.871762314,2.754202335
87,8,5,0.08016,0.4008,0.48096,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.33050428,1,10,6.871762314,3.305042802
88,8,6,0.08016,0.48096,0.56112,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.385588327,1,10,6.871762314,3.855883269
89,8,8,0.08016,0.64128,0.72144,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.49575642,1,10,6.871762314,4.957564204
90,8,10,0.08016,0.8016,0.88176,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.605924514,1,10,6.871762314,6.059245138
91,8,12,0.08016,0.96192,1.04208,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.716092607,1,10,6.871762314,7.160926072
92,8,14,0.08016,1.12224,1.2024,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.826260701,1,10,6.871762314,8.262607006
93,8,16,0.08016,1.28256,1.36272,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.936428794,1,10,6.871762314,9.36428794
94,8,18,0.08016,1.44288,1.52304,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.046596887,1,10,6.871762314,10.46596887
95,8,20,0.08016,1.6032,1.68336,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.156764981,1,10,6.871762314,11.56764981
96,8,22,0.08016,1.76352,1.84368,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.266933074,1,10,6.871762314,12.66933074
97,9,2,0.09018,0.18036,0.27054,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.185908658,1,10,6.871762314,1.859086576
98,9,4,0.09018,0.36072,0.4509,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.309847763,1,10,6.871762314,3.098477627
99,9,5,0.09018,0.4509,0.54108,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.371817315,1,10,6.871762314,3.718173153
100,9,6,0.09018,0.54108,0.63126,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.433786868,1,10,6.871762314,4.337868678
101,9,8,0.09018,0.72144,0.81162,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.557725973,1,10,6.871762314,5.577259729
102,9,10,0.09018,0.9018,0.99198,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.681665078,1,10,6.871762314,6.81665078
103,9,12,0.09018,1.08216,1.17234,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.805604183,1,10,6.871762314,8.056041831
104,9,14,0.09018,1.26252,1.3527,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.929543288,1,10,6.871762314,9.295432882
105,9,16,0.09018,1.44288,1.53306,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.053482393,1,10,6.871762314,10.53482393
106,9,18,0.09018,1.62324,1.71342,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.177421498,1,10,6.871762314,11.77421498
107,9,20,0.09018,1.8036,1.89378,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.301360603,1,10,6.871762314,13.01360603
108,9,22,0.09018,1.98396,2.07414,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,1.425299709,1,10,6.871762314,14.25299709
109,10,2,0.1002,0.2004,0.3006,FALSE,7.733888889,30.1485,80.04046512,2355.911579,,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.687176231,0.206565175,1,10,6.871762314,2.065651752
