siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Lac Bastien,46.4,-78.916667,2460.0,0.8279668813247469,1087.0,57.1,55.3,57.4,68.8,77.6,85.5,94.8,84.5,97.9,79.3,73.4,60.9,-18.99,-18.94,-12.41,-3.92,2.44,8.17,11.24,10.85,7.5,2.14,-3.79,-13.21,-7.5,-6.39,-0.7,7.51,15.95,21.91,24.9,23.55,19.21,12.34,3.65,-4.08
Lac Bastien,46.4,-78.916667,2774.0,0.7207207207207207,1110.0,64.3,56.1,50.7,56.3,65.4,80.4,97.6,89.8,102.6,83.7,80.8,70.2,-19.38,-19.36,-13.0,-4.48,2.16,8.29,11.49,10.82,6.94,1.24,-4.66,-13.79,-7.93,-6.88,-1.34,6.84,15.4,21.58,24.65,23.17,18.58,11.57,2.93,-4.61
Lac Bastien,46.4,-78.916667,2933.0,0.8113590263691683,986.0,62.4,58.7,57.0,65.3,73.8,84.5,95.2,82.7,91.7,74.1,72.0,64.4,-18.98,-18.47,-11.52,-2.84,3.38,8.72,11.35,10.61,7.03,1.59,-4.31,-13.54,-8.28,-6.57,-0.02,8.66,16.94,22.28,24.75,23.25,19.02,12.12,3.15,-4.93
Lac Bastien,46.4,-78.916667,3093.0,1.071080817916261,1027.0,54.4,49.9,49.2,58.0,67.0,78.3,92.0,85.5,101.1,82.2,75.1,60.7,-17.68,-18.03,-12.37,-4.51,1.73,7.76,11.04,10.58,7.03,1.82,-3.52,-12.17,-6.44,-5.73,-0.88,6.73,15.09,21.4,24.58,23.12,18.51,11.74,3.62,-3.32
Lac Bastien,46.4,-78.916667,3253.0,0.5785920925747349,1037.0,58.5,55.8,55.6,66.4,78.9,94.5,107.5,90.8,95.0,72.7,68.2,60.2,-19.49,-18.94,-11.61,-2.69,3.47,8.57,11.23,10.86,7.83,2.56,-3.69,-13.61,-8.49,-6.71,0.27,9.13,17.1,21.92,24.28,23.27,19.86,13.37,4.12,-4.68
Lac Bastien,46.4,-78.916667,3415.0,0.7455731593662628,1073.0,57.9,52.9,52.0,60.7,69.2,79.8,93.5,87.8,105.7,87.2,80.3,64.8,-18.75,-18.8,-12.6,-4.36,1.94,7.77,10.86,10.34,6.8,1.47,-4.18,-13.18,-7.66,-6.52,-0.97,7.09,15.44,21.36,24.25,22.73,18.22,11.37,2.9,-4.48
Lac Bastien,46.4,-78.916667,3578.0,0.78125,1024.0,66.2,55.7,46.6,51.2,64.7,91.4,116.9,99.3,96.8,72.3,71.6,68.7,-19.07,-18.99,-12.43,-3.88,2.54,8.32,11.41,10.98,7.54,2.11,-3.87,-13.29,-7.66,-6.34,-0.4,7.89,16.15,21.79,24.53,23.12,18.87,12.09,3.41,-4.33
Lac Bastien,46.4,-78.916667,3762.0,0.4812319538017324,1039.0,53.9,48.7,46.4,54.8,67.2,85.7,103.8,91.5,97.5,74.4,68.4,58.3,-19.11,-18.82,-12.08,-3.39,3.1,8.86,11.81,11.13,7.42,1.8,-4.21,-13.52,-7.88,-6.46,-0.19,8.39,16.8,22.46,25.22,23.89,19.7,12.79,3.79,-4.35
Lac Bastien,46.4,-78.916667,3906.0,0.8389261744966443,1192.0,61.2,55.3,51.5,59.6,72.3,91.9,110.1,95.0,99.2,75.9,72.1,64.3,-19.35,-19.54,-13.26,-4.68,2.15,8.55,12.03,11.58,7.81,2.07,-4.04,-13.47,-7.81,-6.82,-1.21,7.11,15.85,22.21,25.43,24.07,19.5,12.39,3.53,-4.29
Lac Bastien,46.4,-78.916667,4072.0,1.065891472868217,1032.0,61.0,55.4,51.5,59.8,73.6,95.1,113.8,95.9,96.6,72.5,69.1,62.9,-17.69,-18.46,-13.27,-5.49,1.16,7.9,11.69,11.31,7.5,2.05,-3.37,-12.0,-5.92,-5.77,-1.72,5.5,14.1,21.07,24.78,23.45,18.67,11.85,3.94,-2.71
Lac Bastien,46.4,-78.916667,4238.0,0.6141248720573182,977.0,54.2,49.8,48.3,57.1,68.6,84.2,99.8,88.4,96.4,74.8,69.0,58.5,-19.94,-19.74,-12.75,-3.89,2.56,8.18,11.24,11.02,7.89,2.48,-3.87,-13.86,-8.1,-6.88,-0.69,7.82,16.14,21.75,24.67,23.71,19.97,13.31,4.23,-4.24
Lac Bastien,46.4,-78.916667,4406.0,0.8411214953271028,1070.0,60.2,53.7,50.2,58.0,69.6,87.6,106.2,95.2,104.2,81.5,76.3,65.4,-19.02,-19.06,-12.77,-4.41,1.96,7.82,10.96,10.5,7.02,1.65,-4.14,-13.33,-7.43,-6.35,-0.8,7.21,15.4,21.16,24.04,22.73,18.55,11.9,3.44,-4.1
Lac Bastien,46.4,-78.916667,4575.0,0.6548175865294669,1069.0,56.3,49.2,47.1,54.8,63.9,76.9,94.6,93.1,115.9,96.1,86.1,66.2,-21.2,-20.67,-12.87,-3.44,3.02,8.26,11.15,11.16,8.45,3.04,-3.87,-14.72,-9.96,-8.16,-0.91,8.35,16.77,21.96,24.53,23.53,19.93,13.06,3.34,-5.9
Lac Bastien,46.4,-78.916667,4744.0,0.8121827411167513,985.0,54.4,51.3,52.0,62.9,74.3,87.7,101.5,90.7,101.8,79.7,72.1,59.2,-18.42,-18.2,-11.76,-3.32,3.07,8.87,11.77,10.93,7.04,1.46,-4.23,-13.09,-7.9,-6.46,-0.45,8.04,16.66,22.66,25.45,23.68,18.83,11.6,2.81,-4.76
Lac Bastien,46.4,-78.916667,4915.0,0.6750241080038573,1037.0,64.6,56.5,51.2,57.4,67.4,83.6,101.8,93.1,105.1,84.8,81.3,70.5,-17.75,-18.15,-12.73,-4.9,1.61,8.05,11.44,10.66,6.53,0.99,-4.25,-12.5,-6.05,-5.26,-0.53,6.94,15.23,21.48,24.53,22.83,17.98,11.18,3.31,-3.23
Lac Bastien,46.4,-78.916667,5087.0,0.20181634712411706,991.0,58.6,53.6,51.6,61.2,74.4,93.3,111.3,97.2,103.5,79.1,73.1,62.7,-18.81,-19.19,-13.27,-5.05,1.51,7.79,11.28,10.98,7.46,2.03,-3.76,-12.95,-6.8,-6.21,-1.46,6.13,14.56,20.99,24.32,22.97,18.43,11.67,3.5,-3.55
Lac Bastien,46.4,-78.916667,5259.0,0.4557885141294439,1097.0,61.3,55.2,50.6,57.4,68.4,86.0,102.4,88.3,92.8,72.1,70.0,63.8,-19.5,-19.87,-13.75,-5.21,1.73,8.35,12.04,11.73,8.02,2.27,-3.91,-13.45,-7.53,-6.8,-1.43,6.84,15.75,22.44,25.96,24.75,20.2,13.04,4.1,-3.81
Lac Bastien,46.4,-78.916667,5433.0,0.570884871550904,1051.0,45.2,42.7,46.1,59.4,72.5,85.7,101.9,97.1,116.6,90.5,74.4,53.3,-21.04,-21.18,-14.4,-5.39,1.57,7.89,11.48,11.44,8.15,2.43,-4.26,-14.59,-8.4,-7.52,-1.88,6.48,15.21,21.56,24.9,23.79,19.5,12.5,3.5,-4.62
Lac Bastien,46.4,-78.916667,5607.0,0.5639097744360901,1064.0,56.4,47.2,40.8,46.3,59.5,84.5,110.9,98.6,100.6,75.0,70.3,62.0,-20.48,-19.98,-12.58,-3.41,3.13,8.65,11.52,11.09,7.77,2.16,-4.38,-14.49,-8.72,-7.16,-0.68,8.09,16.6,22.25,24.96,23.55,19.27,12.24,3.08,-5.18
Lac Bastien,46.4,-78.916667,5695.0,0.1838235294117647,1088.0,58.7,50.7,45.6,52.2,64.6,85.9,108.3,97.5,104.3,80.1,74.8,64.6,-19.83,-20.22,-13.96,-5.24,1.85,8.58,12.37,12.14,8.45,2.59,-3.8,-13.61,-8.12,-7.41,-2.08,6.28,15.45,22.44,26.07,24.72,19.84,12.42,3.4,-4.45
Lac Bastien,46.4,-78.916667,5783.0,0.927643784786642,1078.0,60.5,50.8,44.2,49.0,59.0,77.4,98.5,91.6,102.5,81.8,78.1,67.5,-19.12,-19.05,-12.42,-3.75,2.81,8.73,11.9,11.48,8.0,2.45,-3.68,-13.25,-7.3,-6.18,-0.52,7.78,16.44,22.67,25.72,24.17,19.45,12.31,3.58,-4.0
Lac Bastien,46.4,-78.916667,5871.0,0.6103763987792472,983.0,57.1,52.9,52.6,62.2,71.6,83.1,96.7,88.9,104.2,84.5,77.5,63.0,-19.1,-19.38,-13.45,-5.09,1.79,8.4,11.92,11.25,7.14,1.31,-4.54,-13.49,-7.6,-6.89,-1.86,6.22,15.27,22.27,25.79,24.15,18.96,11.54,2.91,-4.33
Lac Bastien,46.4,-78.916667,5960.0,0.5853658536585366,1025.0,56.4,53.9,56.1,67.2,75.3,82.4,92.7,85.9,104.3,86.2,78.4,62.3,-20.0,-20.59,-14.74,-6.24,0.95,8.0,11.96,11.65,7.7,1.77,-4.43,-13.9,-8.11,-7.7,-2.9,5.16,14.43,21.81,25.69,24.29,19.17,11.7,2.92,-4.55
Lac Bastien,46.4,-78.916667,6048.0,0.10256410256410256,975.0,52.9,46.8,44.6,53.2,66.3,86.1,107.4,98.2,108.0,82.5,73.6,59.6,-19.58,-20.43,-14.89,-6.53,0.77,8.1,12.31,12.11,8.16,2.22,-3.94,-13.38,-7.66,-7.52,-2.94,4.99,14.27,21.79,25.89,24.76,19.89,12.55,3.76,-3.86
Lac Bastien,46.4,-78.916667,6137.0,0.29469548133595286,1018.0,55.6,50.0,47.5,56.6,70.7,92.2,112.8,98.6,102.9,77.1,70.5,60.1,-20.27,-20.47,-14.26,-5.51,1.78,8.73,12.4,11.65,7.25,1.02,-5.23,-14.51,-8.33,-7.64,-2.44,5.83,14.99,22.04,25.66,24.2,19.18,11.73,2.84,-4.8
Lac Bastien,46.4,-78.916667,6226.0,0.36900369003690037,1084.0,54.3,50.2,48.3,57.5,70.9,90.3,107.0,90.3,91.7,68.5,63.8,56.5,-22.12,-22.04,-14.93,-5.42,2.16,9.01,12.69,12.21,8.12,1.67,-5.42,-15.8,-10.58,-9.34,-3.0,6.22,15.76,22.68,26.12,24.61,19.54,11.64,1.87,-6.73
Lac Bastien,46.4,-78.916667,6316.0,0.28517110266159695,1052.0,62.1,56.6,53.8,62.4,73.8,90.1,106.6,94.4,103.6,81.6,76.9,66.4,-20.87,-20.35,-12.92,-3.65,3.08,8.8,11.73,11.2,7.65,1.83,-4.8,-14.9,-9.37,-7.64,-0.85,8.18,16.81,22.45,25.09,23.62,19.25,12.06,2.68,-5.79
Lac Bastien,46.4,-78.916667,6428.0,0.2955665024630542,1015.0,54.3,46.2,41.4,47.9,61.1,84.4,109.2,98.7,103.8,78.1,71.5,60.7,-19.33,-19.59,-13.41,-4.8,2.22,8.89,12.5,11.99,8.01,2.1,-4.06,-13.45,-8.26,-7.31,-1.77,6.67,15.78,22.58,25.97,24.38,19.32,11.82,2.86,-4.83
Lac Bastien,46.4,-78.916667,6540.0,0.7142857142857143,1120.0,60.9,51.2,43.8,48.3,59.5,80.7,103.1,92.1,96.9,75.0,72.8,65.8,-19.47,-20.12,-14.47,-6.07,1.22,8.46,12.48,12.01,7.8,1.76,-4.33,-13.53,-7.86,-7.29,-2.34,5.81,15.06,22.33,26.07,24.53,19.31,11.78,3.0,-4.42
Lac Bastien,46.4,-78.916667,6608.0,0.2857142857142857,1050.0,55.7,48.0,44.1,51.4,64.1,85.1,108.3,100.0,110.1,84.7,76.7,63.1,-20.54,-20.7,-14.13,-5.13,2.14,8.91,12.59,12.15,8.19,2.07,-4.52,-14.41,-9.41,-8.37,-2.47,6.35,15.7,22.61,26.09,24.59,19.57,11.89,2.5,-5.7
Lac Bastien,46.4,-78.916667,6676.0,0.49067713444553485,1019.0,55.5,48.9,46.1,54.0,65.3,82.4,101.8,94.7,107.7,84.9,77.1,62.7,-19.84,-19.86,-13.49,-4.68,2.51,9.27,12.74,11.87,7.42,1.19,-5.02,-14.22,-8.38,-7.12,-1.35,7.29,16.52,23.33,26.51,24.52,18.99,11.2,2.21,-5.26
Lac Bastien,46.4,-78.916667,6949.0,0.5617977528089888,1068.0,56.3,51.4,49.2,57.7,69.4,86.4,102.8,90.1,96.6,74.6,69.6,60.1,-21.11,-21.37,-14.82,-5.73,1.72,8.71,12.57,12.21,8.2,1.97,-4.77,-14.82,-9.93,-8.98,-3.0,5.96,15.42,22.43,26.07,24.8,19.97,12.28,2.64,-5.94
Lac Bastien,46.4,-78.916667,7040.0,1.2269938650306749,978.0,58.5,50.3,45.5,52.0,63.5,83.1,104.6,95.9,105.6,82.5,76.8,65.1,-19.19,-20.11,-14.88,-6.58,1.07,8.92,13.28,12.68,8.01,1.67,-4.37,-13.31,-7.15,-6.9,-2.56,5.4,15.14,23.26,27.4,25.54,19.53,11.54,2.92,-3.94
Lac Bastien,46.4,-78.916667,7132.0,0.5208333333333333,960.0,54.5,44.8,39.2,44.3,54.6,73.6,96.9,93.3,106.8,84.6,77.8,63.6,-21.53,-21.9,-15.45,-6.3,1.38,8.68,12.73,12.35,8.17,1.76,-5.09,-15.18,-10.52,-9.62,-3.79,5.28,15.24,22.87,26.72,25.07,19.48,11.25,1.55,-6.74
Lac Bastien,46.4,-78.916667,7224.0,1.5985790408525755,1126.0,63.6,54.9,48.5,54.0,65.0,84.5,104.7,93.4,100.2,78.6,76.1,68.3,-19.0,-19.23,-13.37,-4.97,2.11,8.98,12.52,11.57,7.0,0.89,-4.92,-13.6,-6.78,-6.05,-1.35,6.52,15.62,22.81,26.26,24.19,18.43,10.82,2.56,-3.98
Lac Bastien,46.4,-78.916667,7316.0,1.8674136321195145,1071.0,57.4,49.2,44.4,50.5,61.1,79.1,99.6,92.7,104.6,82.8,77.1,64.6,-20.76,-21.0,-14.62,-5.76,1.49,8.34,12.06,11.6,7.56,1.46,-4.99,-14.69,-8.77,-7.96,-2.53,5.92,15.15,22.15,25.72,24.24,19.2,11.67,2.62,-5.2
Lac Bastien,46.4,-78.916667,7408.0,2.131782945736434,1032.0,58.4,50.0,44.1,50.3,63.5,87.1,111.1,98.2,101.3,76.3,71.8,63.4,-22.03,-21.94,-14.92,-5.49,2.02,8.84,12.47,11.93,7.8,1.4,-5.58,-15.8,-10.39,-9.21,-3.06,6.05,15.67,22.75,26.25,24.61,19.32,11.33,1.68,-6.68
Lac Bastien,46.4,-78.916667,7501.0,2.017543859649123,1140.0,58.3,48.4,41.1,44.6,53.3,70.0,89.2,82.9,92.7,74.8,73.0,64.5,-19.86,-20.34,-14.49,-5.93,1.44,8.67,12.59,11.94,7.52,1.31,-4.85,-14.03,-8.77,-7.92,-2.49,6.09,15.61,22.94,26.58,24.86,19.37,11.5,2.36,-5.32
Lac Bastien,46.4,-78.916667,7594.0,3.0784508440913605,1007.0,52.6,47.7,45.2,53.3,65.5,83.9,101.0,87.6,91.5,69.2,64.3,56.0,-22.32,-22.38,-15.44,-6.0,1.64,8.65,12.47,12.05,7.96,1.51,-5.56,-15.94,-10.4,-9.46,-3.59,5.37,15.01,22.26,25.96,24.47,19.27,11.36,1.77,-6.58
Lac Bastien,46.4,-78.916667,7687.0,1.811248808388942,1049.0,53.2,45.7,41.0,48.0,62.5,88.4,114.4,100.2,100.6,73.5,67.3,58.3,-22.28,-21.9,-14.62,-4.88,2.99,10.06,13.58,12.53,7.67,0.74,-6.37,-16.38,-10.51,-9.12,-2.74,6.69,16.69,24.08,27.55,25.52,19.61,11.12,1.27,-7.0
Lac Bastien,46.4,-78.916667,7780.0,3.295668549905838,1062.0,56.6,46.4,39.6,44.4,56.0,78.6,104.4,96.9,104.4,80.3,75.0,64.2,-22.16,-22.11,-15.39,-5.91,2.17,9.77,13.62,12.49,7.3,0.22,-6.7,-16.34,-9.95,-8.94,-3.28,5.75,15.9,23.81,27.6,25.45,19.16,10.59,1.08,-6.62
Lac Bastien,46.4,-78.916667,7874.0,1.794616151545364,1003.0,51.9,43.5,39.8,46.9,59.4,80.6,106.4,102.9,117.8,91.1,79.7,61.8,-20.79,-21.61,-16.21,-7.5,0.74,9.18,13.72,12.78,7.41,0.42,-5.97,-14.97,-9.33,-9.16,-4.57,3.88,14.22,22.91,27.43,25.65,19.41,10.95,1.71,-5.74
Lac Bastien,46.4,-78.916667,7968.0,1.6697588126159555,1078.0,48.1,43.3,42.9,52.7,65.8,83.9,103.9,96.2,108.1,82.3,71.1,55.2,-24.57,-23.79,-15.57,-5.2,2.67,9.29,12.6,11.78,7.39,0.45,-7.3,-18.25,-11.97,-10.44,-3.81,5.85,15.97,23.37,26.81,24.71,18.72,10.08,0.03,-8.41
Lac Bastien,46.4,-78.916667,8156.0,2.5139664804469275,1074.0,52.8,47.0,45.8,56.1,71.0,93.0,116.7,107.4,118.3,89.1,77.1,60.5,-25.12,-24.78,-17.11,-6.99,1.09,8.22,11.95,11.29,6.82,-0.14,-7.81,-18.66,-11.45,-10.82,-5.6,2.97,12.7,20.38,24.31,22.67,17.12,9.14,-0.09,-7.85
Lac Bastien,46.4,-78.916667,8346.0,3.632694248234107,991.0,52.7,48.1,47.1,56.6,69.3,86.9,104.7,93.6,102.1,78.1,70.3,57.9,-23.67,-23.47,-16.01,-6.23,1.39,8.12,11.77,11.41,7.51,1.05,-6.32,-17.13,-11.46,-10.15,-3.74,5.53,15.11,22.02,25.41,23.81,18.63,10.66,0.87,-7.68
Lac Bastien,46.4,-78.916667,8536.0,6.243705941591138,993.0,51.8,45.5,42.8,50.8,63.7,83.9,105.4,95.7,103.7,78.7,70.7,58.1,-24.56,-24.24,-16.68,-6.71,1.2,8.19,11.85,11.21,6.84,0.02,-7.48,-18.18,-12.19,-10.84,-4.29,5.12,14.77,21.72,25.14,23.58,18.44,10.41,0.46,-8.3
Lac Bastien,46.4,-78.916667,8728.0,8.699719363891488,1069.0,55.5,47.0,41.3,46.4,56.7,75.3,95.7,87.5,95.3,74.6,70.7,61.4,-23.67,-23.88,-17.64,-8.39,-0.14,7.88,11.97,10.73,5.22,-2.0,-8.72,-17.98,-11.38,-10.78,-5.98,2.54,12.83,21.32,25.42,23.06,16.27,7.58,-1.45,-8.36
Lac Bastien,46.4,-78.916667,8920.0,21.367521367521366,1053.0,50.6,46.8,46.8,56.7,68.3,83.1,98.7,89.2,99.9,77.4,69.2,56.0,-24.7,-24.41,-16.96,-7.1,0.73,7.68,11.31,10.65,6.29,-0.46,-7.83,-18.39,-12.38,-11.2,-5.23,3.86,13.69,21.1,24.65,22.68,16.85,8.57,-0.98,-8.94
Lac Bastien,46.4,-78.916667,9114.0,18.172888015717092,1018.0,51.1,44.1,40.5,47.3,59.4,79.6,101.3,92.3,99.5,75.7,68.8,57.3,-24.55,-23.91,-16.17,-6.15,1.69,8.5,11.84,10.8,6.08,-0.87,-8.22,-18.56,-12.78,-11.38,-4.97,4.52,14.61,22.08,25.59,23.53,17.55,8.98,-0.94,-9.25
Lac Bastien,46.4,-78.916667,9504.0,20.969337289812067,1011.0,47.5,40.0,37.1,44.3,56.2,76.0,100.4,98.0,113.6,87.7,75.5,57.2,-27.04,-26.2,-17.71,-6.89,1.51,8.58,12.1,11.19,6.43,-0.99,-9.22,-20.55,-13.84,-12.11,-5.11,4.83,15.03,22.33,25.67,23.55,17.55,8.8,-1.5,-10.22
Battle Ground Lake,45.8,-122.491667,-30.0,1.593625498007968,251.0,290.5,221.1,235.9,140.0,92.7,63.0,18.6,30.0,73.3,164.8,287.1,301.5,-2.43,-0.98,1.27,3.63,6.74,9.34,11.35,11.24,8.72,5.0,1.33,-1.33,5.05,8.25,11.81,15.68,19.48,22.67,26.67,26.5,23.06,16.67,9.74,5.67
Battle Ground Lake,45.8,-122.491667,2.0,0.0,374.0,326.1,230.4,215.2,126.8,96.2,78.8,24.5,36.1,73.7,146.4,260.6,316.7,-3.08,-1.92,-0.03,2.2,5.52,8.54,10.85,10.8,8.14,4.32,0.67,-1.9,4.16,7.09,10.52,14.26,17.89,20.99,25.16,25.47,22.62,16.57,9.6,5.17
Battle Ground Lake,45.8,-122.491667,68.0,0.2915451895043732,343.0,359.5,256.8,243.3,136.2,92.3,66.8,20.2,31.7,74.0,164.4,304.6,357.9,-1.19,-0.4,0.46,1.94,5.12,8.48,10.91,10.56,7.44,3.7,0.86,-0.56,5.53,8.04,10.43,13.56,17.43,21.29,25.79,25.66,21.96,15.65,9.31,6.0
Battle Ground Lake,45.8,-122.491667,100.0,0.24813895781637718,403.0,292.8,213.7,224.8,137.5,97.3,71.5,22.4,37.2,90.6,197.2,325.7,321.7,-3.54,-2.19,-0.11,2.22,5.49,8.37,10.51,10.32,7.58,3.7,0.05,-2.48,3.71,6.88,10.36,14.11,17.8,20.91,24.87,24.73,21.37,15.08,8.27,4.29
Battle Ground Lake,45.8,-122.491667,109.0,0.7444168734491315,403.0,339.4,241.5,232.0,134.4,95.7,72.8,22.5,35.1,79.1,168.6,300.6,343.6,-1.63,-0.76,0.22,1.76,4.91,8.17,10.55,10.19,7.11,3.37,0.5,-0.99,4.91,7.69,10.38,13.58,17.21,20.62,24.8,24.61,21.07,14.89,8.59,5.27
Battle Ground Lake,45.8,-122.491667,120.0,0.672645739910314,446.0,313.8,221.0,213.0,132.2,106.6,92.4,29.8,44.2,88.4,167.8,280.2,318.1,-2.5,-1.25,0.45,2.47,5.6,8.5,10.61,10.29,7.41,3.63,0.34,-1.7,4.52,7.36,10.37,13.72,17.2,20.31,24.44,24.53,21.46,15.5,8.98,5.18
Battle Ground Lake,45.8,-122.491667,131.0,0.3656307129798903,547.0,334.5,225.4,206.9,121.0,91.7,76.2,24.9,39.6,87.4,180.1,312.6,351.2,-3.7,-2.24,0.04,2.4,5.45,7.98,9.95,9.89,7.47,3.8,0.13,-2.57,3.89,7.2,10.91,14.68,18.1,20.78,24.54,24.53,21.54,15.5,8.69,4.54
Battle Ground Lake,45.8,-122.491667,142.0,0.0,336.0,343.8,239.1,230.2,138.4,104.9,85.6,27.6,43.6,96.2,196.5,333.1,362.5,-1.87,-0.64,0.96,2.79,5.71,8.4,10.42,10.14,7.4,3.82,0.74,-1.15,5.04,8.15,11.37,14.77,18.11,20.93,24.76,24.67,21.52,15.57,9.14,5.48
Battle Ground Lake,45.8,-122.491667,153.0,0.9569377990430622,418.0,319.5,233.9,234.0,139.0,98.9,73.8,22.4,34.7,77.9,164.5,287.9,322.5,-2.14,-1.0,0.49,2.32,5.36,8.25,10.4,10.13,7.3,3.64,0.51,-1.38,4.85,7.66,10.57,13.91,17.52,20.83,25.02,25.0,21.71,15.6,9.1,5.43
Battle Ground Lake,45.8,-122.491667,164.0,0.49382716049382713,405.0,342.6,239.8,218.3,125.1,92.8,74.7,23.1,34.2,71.1,144.6,264.2,329.3,-0.44,0.6,1.59,2.96,5.83,8.76,10.83,10.27,7.12,3.52,0.95,-0.14,5.9,8.79,11.52,14.61,17.98,21.08,25.06,24.83,21.41,15.43,9.3,6.13
Battle Ground Lake,45.8,-122.491667,175.0,0.2949852507374631,339.0,332.4,241.0,235.6,130.5,84.2,57.7,17.2,28.1,69.8,162.6,301.5,339.1,-2.32,-1.19,0.33,2.23,5.38,8.37,10.58,10.3,7.42,3.67,0.45,-1.5,4.5,7.4,10.37,13.83,17.61,21.08,25.25,25.02,21.38,15.03,8.49,4.93
Battle Ground Lake,45.8,-122.491667,218.0,0.2717391304347826,368.0,335.6,239.9,232.3,136.2,98.1,75.1,23.2,36.0,80.4,169.3,298.7,339.8,-1.01,0.19,1.4,2.85,5.56,8.2,10.09,9.55,6.57,3.09,0.49,-0.71,5.35,8.54,11.72,15.06,18.34,21.12,24.83,24.53,21.19,15.2,8.92,5.55
Battle Ground Lake,45.8,-122.491667,262.0,0.2364066193853428,423.0,326.4,227.0,216.3,122.4,83.9,61.8,19.4,32.3,79.3,179.1,319.9,347.0,-3.68,-2.59,-0.76,1.6,5.19,8.56,11.06,10.95,8.03,3.95,0.16,-2.45,3.62,6.43,9.53,13.37,17.71,21.75,26.28,26.09,22.19,15.4,8.36,4.36
Battle Ground Lake,45.8,-122.491667,306.0,0.0,436.0,361.6,251.5,236.6,139.3,104.3,84.5,26.9,41.5,90.1,184.8,322.7,368.9,-2.16,-1.5,-0.6,0.97,4.25,7.73,10.35,10.22,7.28,3.55,0.51,-1.25,4.51,6.88,9.14,12.18,16.03,19.94,24.56,24.57,21.02,14.79,8.47,5.1
Battle Ground Lake,45.8,-122.491667,350.0,0.0,299.0,344.8,250.7,251.0,149.5,106.7,80.0,24.5,38.4,87.4,185.2,321.8,354.1,-3.23,-1.86,0.21,2.45,5.53,8.19,10.24,10.12,7.56,3.87,0.32,-2.19,4.15,7.11,10.3,13.82,17.42,20.57,24.65,24.65,21.44,15.32,8.67,4.79
Battle Ground Lake,45.8,-122.491667,405.0,0.24875621890547264,402.0,314.3,221.3,214.9,128.1,94.6,74.5,23.6,37.2,83.3,173.2,297.7,327.3,-2.97,-1.59,0.55,2.85,5.97,8.64,10.7,10.58,8.03,4.3,0.69,-1.89,4.36,7.57,11.29,15.16,18.75,21.62,25.55,25.66,22.68,16.56,9.57,5.19
Battle Ground Lake,45.8,-122.491667,438.0,0.3703703703703704,540.0,339.3,245.4,239.4,135.7,91.1,64.8,19.5,31.2,74.5,167.1,304.2,344.2,-1.55,-0.65,0.47,2.13,5.34,8.61,10.99,10.67,7.6,3.82,0.81,-0.84,5.3,7.87,10.31,13.56,17.61,21.65,26.18,25.87,21.87,15.33,8.91,5.68
Battle Ground Lake,45.8,-122.491667,481.0,0.43478260869565216,460.0,370.2,274.4,267.2,151.2,101.6,71.9,21.0,31.9,72.1,157.8,293.6,354.6,-0.94,-0.04,1.01,2.55,5.63,8.78,11.09,10.77,7.77,4.11,1.23,-0.3,5.37,7.92,10.46,13.67,17.46,21.16,25.63,25.63,22.16,15.95,9.51,5.98
Battle Ground Lake,45.8,-122.491667,975.0,0.22522522522522523,444.0,338.4,242.0,229.0,131.7,94.4,72.6,22.1,33.4,72.5,151.8,275.9,330.8,-2.78,-1.99,-0.69,1.27,4.77,8.3,10.97,10.93,8.04,4.12,0.66,-1.61,4.19,6.62,9.41,12.95,17.02,20.94,25.69,26.07,22.9,16.6,9.64,5.35
Battle Ground Lake,45.8,-122.491667,1800.0,0.6741573033707865,445.0,353.9,246.8,235.0,137.9,101.2,79.9,25.3,40.0,89.9,188.7,329.2,367.3,-0.89,-0.2,0.74,2.21,5.21,8.35,10.83,10.87,8.29,4.85,1.9,0.07,5.41,7.89,10.54,13.72,17.3,20.71,25.18,25.55,22.65,16.76,10.24,6.32
Battle Ground Lake,45.8,-122.491667,2796.0,0.8714596949891068,459.0,351.1,252.8,242.6,140.5,100.3,76.1,23.1,35.2,77.5,163.1,293.6,346.0,-1.8,-1.01,0.1,1.73,4.86,8.06,10.52,10.45,7.72,4.11,1.04,-0.86,5.27,7.49,9.6,12.59,16.51,20.57,25.33,25.46,21.97,15.76,9.41,5.98
Battle Ground Lake,45.8,-122.491667,3139.0,0.0,434.0,332.1,245.8,245.6,145.2,103.1,77.0,23.1,34.9,76.7,161.2,285.4,327.8,-2.65,-1.58,0.0,2.1,5.57,8.93,11.33,11.01,7.89,3.85,0.39,-1.74,4.28,6.98,9.88,13.55,17.81,21.85,26.43,26.28,22.43,15.75,8.85,4.99
Battle Ground Lake,45.8,-122.491667,3596.0,0.2958579881656805,338.0,371.5,266.0,251.4,144.5,103.4,79.3,24.1,36.4,79.0,165.5,301.2,362.3,0.24,0.65,0.87,1.91,5.03,8.66,11.34,11.07,7.92,4.32,1.84,0.82,6.62,8.68,10.28,12.89,16.74,20.96,25.77,25.7,21.91,15.73,9.81,7.0
