siteName,latitude,longitude,age,pollenPercentage,pollenSum,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12
Saint-Calixte,45.961111,-73.868056,9011.0,2.450980392156863,612.0,71.7,53.1,66.0,74.2,79.5,92.0,94.5,96.9,110.3,103.5,91.0,75.6,-22.86,-21.31,-13.56,-3.95,4.04,10.63,13.94,12.52,6.81,-0.43,-7.61,-18.07,-12.15,-10.51,-4.91,4.63,14.89,21.88,25.62,24.1,17.65,8.84,-0.03,-8.74
Saint-Calixte,45.961111,-73.868056,9160.0,2.480916030534351,524.0,88.9,66.6,78.9,84.7,89.6,104.2,103.6,98.1,101.9,94.3,90.1,85.7,-21.64,-20.58,-13.98,-5.03,3.19,10.6,14.29,12.47,5.94,-1.53,-8.05,-17.36,-10.96,-10.09,-6.07,2.48,12.84,20.73,24.99,23.22,16.07,7.23,-0.71,-8.06
Saint-Calixte,45.961111,-73.868056,9272.0,4.302325581395349,860.0,77.7,56.5,66.4,70.9,74.2,86.0,87.9,88.3,98.1,93.7,87.8,78.9,-23.43,-21.52,-13.64,-3.94,4.16,10.79,13.79,11.74,5.28,-2.34,-9.35,-19.22,-12.62,-10.8,-5.4,3.91,14.07,21.02,24.48,22.44,15.42,6.49,-1.93,-9.84
Saint-Calixte,45.961111,-73.868056,9383.0,7.80399274047187,551.0,80.3,57.0,64.8,69.7,77.5,98.0,104.6,102.1,105.2,95.1,88.3,81.2,-24.4,-22.6,-14.67,-4.71,3.81,10.9,14.22,12.23,5.6,-2.33,-9.71,-19.93,-13.52,-11.48,-5.53,4.31,14.77,21.79,25.27,23.23,16.15,6.91,-2.03,-10.5
Saint-Calixte,45.961111,-73.868056,9532.0,13.07596513075965,803.0,74.8,52.1,59.8,64.9,72.0,90.8,99.0,101.8,111.0,102.1,92.0,79.5,-24.58,-23.08,-15.25,-5.38,3.04,10.08,13.64,12.18,6.17,-1.43,-8.94,-19.64,-12.38,-10.89,-5.71,3.61,14.02,21.38,25.25,23.48,16.56,7.57,-1.04,-9.25
Saint-Calixte,45.961111,-73.868056,9755.0,2.504638218923933,1078.0,72.2,50.6,58.3,63.7,71.4,91.0,99.8,101.7,109.1,99.0,88.6,76.5,-25.82,-24.04,-15.56,-5.06,3.75,10.92,14.49,12.97,6.79,-1.22,-9.35,-20.66,-14.93,-12.74,-6.12,4.37,15.21,22.35,25.97,24.16,17.23,7.72,-1.98,-11.39
Saint-Calixte,45.961111,-73.868056,9889.0,1.362862010221465,587.0,73.8,53.2,61.5,66.9,74.6,93.6,98.8,95.7,98.2,88.2,81.2,74.2,-24.5,-22.59,-14.36,-4.28,4.07,10.82,14.01,12.23,6.0,-1.72,-9.25,-19.84,-13.47,-11.43,-5.32,4.62,15.06,21.98,25.48,23.61,16.76,7.6,-1.5,-10.26
Saint-Calixte,45.961111,-73.868056,10038.0,1.675977653631285,358.0,71.4,53.0,66.1,75.7,84.4,102.0,106.1,105.8,113.5,101.9,88.5,74.5,-24.37,-22.66,-14.7,-4.8,3.51,10.34,13.67,12.02,5.9,-1.71,-9.12,-19.64,-13.18,-11.55,-6.2,3.24,13.68,20.99,24.75,22.87,15.84,6.75,-1.92,-10.13
Saint-Calixte,45.961111,-73.868056,10127.0,6.854838709677419,744.0,73.0,53.4,65.1,73.0,79.9,95.8,100.2,102.1,113.1,104.1,91.6,77.0,-25.63,-24.01,-15.82,-5.58,3.06,10.18,13.78,12.36,6.34,-1.47,-9.36,-20.48,-14.37,-12.89,-7.28,2.5,13.18,20.65,24.74,23.33,16.74,7.63,-1.6,-10.67
Saint-Calixte,45.961111,-73.868056,10201.0,9.253246753246753,616.0,81.0,58.7,67.5,72.1,77.8,94.3,97.5,94.4,98.5,90.7,85.8,80.3,-23.81,-22.28,-15.06,-5.56,3.01,10.48,13.96,11.71,4.61,-3.39,-10.29,-19.72,-12.99,-11.68,-7.15,1.82,12.46,20.38,24.4,22.14,14.39,5.07,-3.1,-10.38
Saint-Calixte,45.961111,-73.868056,10276.0,9.775967413441954,491.0,81.3,64.3,79.9,85.4,84.4,88.5,81.7,76.3,82.2,79.4,78.1,75.7,-25.77,-23.54,-15.27,-5.24,3.01,9.59,12.42,10.11,3.36,-4.52,-11.74,-21.68,-14.43,-12.52,-7.14,2.19,12.45,19.5,22.91,20.61,13.24,4.12,-4.23,-11.87
Saint-Calixte,45.961111,-73.868056,10350.0,7.829977628635347,447.0,74.8,55.5,66.5,72.2,75.9,87.4,88.0,86.9,95.1,89.5,83.2,75.0,-27.26,-25.32,-16.95,-6.68,1.85,8.73,11.99,10.19,3.85,-4.05,-11.77,-22.53,-15.65,-14.07,-8.69,0.76,11.15,18.4,22.21,20.49,13.68,4.69,-4.05,-12.44
Saint-Calixte,45.961111,-73.868056,10424.0,25.287356321839084,87.0,61.9,47.8,62.8,73.2,78.4,88.1,87.7,88.3,99.4,91.7,78.9,64.6,-27.2,-25.17,-16.68,-6.37,2.09,8.82,11.99,10.19,3.94,-3.91,-11.65,-22.46,-15.78,-14.04,-8.37,1.26,11.63,18.7,22.39,20.69,13.97,4.98,-3.91,-12.51
Saint-Calixte,45.961111,-73.868056,10499.0,8.048780487804878,410.0,68.8,53.0,68.0,75.0,74.2,77.0,73.8,75.8,91.3,90.9,83.1,70.5,-25.83,-24.26,-16.6,-6.83,1.65,8.82,12.3,10.48,4.02,-3.76,-11.05,-21.26,-14.89,-13.46,-8.3,1.05,11.53,18.98,22.93,21.22,14.32,5.29,-3.39,-11.67
Saint-Calixte,45.961111,-73.868056,10558.0,1.6778523489932886,298.0,69.9,50.8,61.1,67.0,71.5,83.7,86.7,88.7,100.1,94.6,85.4,73.1,-26.05,-23.67,-15.27,-5.13,3.21,9.81,12.54,10.0,3.0,-5.06,-12.3,-22.13,-14.84,-12.77,-7.27,2.26,12.76,20.01,23.39,20.77,12.94,3.47,-4.96,-12.47
Camel Lake,30.266667,-85.016667,0.0,0.0,634.0,102.0,100.2,128.1,102.4,110.2,134.4,185.7,156.9,150.8,73.7,65.1,83.3,6.24,7.18,10.15,13.39,17.58,21.47,22.68,22.48,20.49,14.79,9.43,6.95,17.58,18.83,21.82,25.38,29.3,32.08,32.66,32.56,31.0,27.0,22.02,18.54
Camel Lake,30.266667,-85.016667,493.0,0.0,544.0,121.0,120.6,152.9,119.1,123.8,145.7,195.3,161.8,155.1,77.4,71.2,95.4,6.49,7.46,10.4,13.48,17.42,21.04,22.1,21.97,20.18,14.71,9.53,7.15,18.2,19.39,22.1,25.38,29.13,31.83,32.35,32.17,30.58,26.72,22.06,18.96
Camel Lake,30.266667,-85.016667,985.0,0.0,838.0,118.0,113.7,139.2,105.2,107.0,125.1,170.8,147.5,148.9,77.1,71.8,95.4,6.64,7.5,10.23,13.26,17.36,21.25,22.45,22.22,20.19,14.58,9.44,7.23,17.7,19.01,22.01,25.62,29.67,32.57,33.14,32.87,31.04,26.86,21.88,18.53
Camel Lake,30.266667,-85.016667,1478.0,0.0,501.0,115.2,115.5,149.2,115.2,114.7,128.0,168.9,145.1,148.6,77.2,71.0,92.5,4.98,5.82,9.13,12.65,16.88,20.67,22.07,22.45,21.14,15.62,9.76,6.36,16.81,17.89,20.98,24.64,28.58,31.35,32.13,32.47,31.39,27.55,22.29,18.23
Camel Lake,30.266667,-85.016667,1971.0,0.0,427.0,107.9,103.4,126.9,99.2,107.8,135.6,191.1,160.5,151.6,74.1,66.7,87.6,5.64,6.24,8.97,12.13,16.4,20.53,22.07,22.26,20.59,15.01,9.53,6.74,17.38,18.27,20.95,24.47,28.67,31.93,32.94,33.07,31.53,27.43,22.31,18.64
Camel Lake,30.266667,-85.016667,2463.0,0.0,633.0,109.1,102.7,130.4,102.2,106.0,125.7,179.7,168.1,183.7,95.7,82.6,96.7,4.82,5.73,9.08,12.66,16.96,20.81,22.16,22.4,20.89,15.25,9.39,6.09,16.53,17.7,20.84,24.63,28.77,31.72,32.51,32.65,31.25,27.16,21.83,17.85
Camel Lake,30.266667,-85.016667,2710.0,0.0,461.0,116.4,115.6,151.8,121.1,125.5,145.4,197.6,172.6,176.4,89.3,78.4,97.0,5.97,6.77,9.73,12.9,16.92,20.63,21.91,22.1,20.62,15.23,9.81,7.0,17.2,18.24,21.14,24.73,28.8,31.8,32.65,32.79,31.38,27.37,22.22,18.45
Camel Lake,30.266667,-85.016667,3203.0,0.0,403.0,119.8,111.6,136.8,104.4,107.4,128.1,182.7,168.5,181.3,95.3,85.1,103.9,5.15,5.74,8.46,11.69,16.12,20.44,22.06,22.17,20.31,14.57,9.02,6.24,16.88,17.85,20.59,24.14,28.34,31.56,32.5,32.56,30.95,26.82,21.71,18.07
Camel Lake,30.266667,-85.016667,3449.0,0.0,595.0,118.8,114.3,141.2,109.7,116.6,142.9,199.6,170.1,164.9,82.1,74.3,96.9,5.43,6.1,9.03,12.41,16.86,21.08,22.68,22.88,21.15,15.42,9.7,6.65,16.54,17.59,20.7,24.55,28.82,31.94,32.91,33.17,31.82,27.67,22.21,18.03
Camel Lake,30.266667,-85.016667,3695.0,0.0,527.0,114.5,102.5,121.6,95.5,107.4,143.6,219.2,199.7,199.4,97.8,84.0,101.6,4.91,5.81,9.25,12.85,17.04,20.73,22.08,22.51,21.29,15.81,9.88,6.34,16.41,17.78,21.31,25.26,29.18,31.7,32.28,32.57,31.56,27.67,22.19,17.87
Camel Lake,30.266667,-85.016667,4188.0,0.0,637.0,120.3,108.5,125.2,94.3,102.0,132.1,195.5,173.9,172.8,87.3,79.4,102.3,5.73,6.22,8.82,11.91,16.21,20.43,22.08,22.34,20.7,15.16,9.7,6.89,17.05,18.04,20.85,24.38,28.41,31.41,32.28,32.47,31.14,27.19,22.08,18.32
Camel Lake,30.266667,-85.016667,5173.0,0.0,533.0,116.7,104.7,121.1,90.0,94.2,117.9,173.4,159.3,167.3,87.7,80.1,101.1,5.69,6.36,9.32,12.66,17.01,21.12,22.67,22.92,21.31,15.68,9.99,6.92,16.23,17.36,20.53,24.37,28.57,31.6,32.47,32.65,31.27,27.15,21.73,17.64
Camel Lake,30.266667,-85.016667,5666.0,0.0,540.0,122.0,117.3,146.3,112.7,116.5,138.1,191.7,168.6,172.2,88.3,79.7,101.4,5.01,5.6,8.31,11.63,16.26,20.79,22.5,22.51,20.41,14.47,8.84,6.07,16.48,17.4,20.1,23.79,28.34,31.98,33.11,33.0,30.99,26.51,21.25,17.65
Camel Lake,30.266667,-85.016667,6159.0,0.0,691.0,114.2,104.6,125.6,96.2,102.3,128.1,187.5,170.3,175.9,90.1,80.1,99.0,5.27,5.9,8.82,12.21,16.68,20.93,22.57,22.79,21.08,15.35,9.6,6.52,16.44,17.42,20.31,24.13,28.68,32.24,33.34,33.33,31.46,27.0,21.58,17.73
Camel Lake,30.266667,-85.016667,6651.0,0.0,605.0,115.1,105.8,124.6,96.3,107.2,142.2,209.8,179.5,168.3,81.7,73.4,95.8,4.63,5.46,8.67,12.34,17.01,21.36,22.93,22.97,20.97,14.95,9.0,5.82,15.74,16.91,20.16,24.24,28.81,32.2,33.2,33.22,31.46,26.96,21.31,17.15
Camel Lake,30.266667,-85.016667,6898.0,0.0,576.0,107.0,104.7,141.5,115.6,120.3,139.0,194.6,181.6,199.6,102.3,84.9,95.4,4.25,4.68,7.54,11.1,15.96,20.72,22.71,23.05,21.2,15.21,9.16,5.78,15.41,16.37,19.39,23.45,28.26,32.05,33.32,33.37,31.43,26.77,21.06,16.91
Camel Lake,30.266667,-85.016667,7144.0,0.0,586.0,122.0,105.3,114.2,83.2,90.6,121.7,186.2,167.4,165.5,84.3,78.5,104.1,5.07,5.55,8.15,11.48,16.29,21.08,22.95,22.94,20.69,14.61,8.92,6.17,15.94,16.93,19.76,23.69,28.56,32.49,33.71,33.45,31.09,26.28,20.79,17.11
Camel Lake,30.266667,-85.016667,7637.0,0.0,546.0,118.1,109.8,127.4,93.4,95.8,116.1,163.2,141.9,142.2,73.9,70.3,95.6,3.91,4.62,7.94,11.83,16.76,21.36,23.19,23.45,21.57,15.44,9.13,5.47,14.57,15.69,19.2,23.64,28.56,32.25,33.49,33.68,31.93,27.18,21.06,16.34
Camel Lake,30.266667,-85.016667,8130.0,0.0,492.0,126.1,115.5,137.3,100.5,99.2,114.9,163.0,153.5,172.3,94.9,88.0,109.4,3.32,4.16,7.76,11.86,16.82,21.3,23.06,23.37,21.58,15.41,8.9,4.98,14.06,15.29,18.89,23.46,28.53,32.32,33.54,33.53,31.5,26.55,20.36,15.72
Camel Lake,30.266667,-85.016667,8376.0,0.0,660.0,123.7,107.9,123.6,88.1,85.9,101.1,149.5,148.9,177.5,101.7,94.2,112.8,4.12,4.73,7.86,11.6,16.48,21.1,22.97,23.26,21.4,15.34,9.16,5.64,14.88,15.85,18.89,23.03,28.03,32.02,33.35,33.27,31.09,26.23,20.45,16.33
Camel Lake,30.266667,-85.016667,9968.0,0.0,470.0,109.6,101.7,124.8,96.6,102.0,125.6,181.8,165.8,173.6,89.2,78.5,95.4,3.93,4.63,7.52,11.18,16.31,21.31,23.14,22.83,20.11,13.63,7.7,4.91,15.13,16.32,19.33,23.52,28.72,32.93,34.11,33.44,30.46,25.18,19.57,16.05
Camel Lake,30.266667,-85.016667,10038.0,0.0,393.0,119.2,108.9,128.8,96.1,98.9,120.2,173.5,159.1,169.0,89.3,81.6,102.6,2.24,3.26,6.96,11.22,16.41,21.1,22.8,22.73,20.4,13.88,7.33,3.64,13.62,15.27,19.19,23.96,29.1,32.79,33.66,33.12,30.53,25.26,19.12,14.82
Camel Lake,30.266667,-85.016667,10107.0,0.0,482.0,104.1,97.2,124.7,98.3,101.6,119.9,173.2,167.6,191.5,101.4,85.6,95.6,3.72,4.7,8.02,11.91,16.92,21.58,23.17,22.86,20.3,13.85,7.77,4.73,14.95,16.47,19.9,24.28,29.28,33.05,33.9,33.18,30.37,25.18,19.49,15.82
Camel Lake,30.266667,-85.016667,10177.0,0.0,357.0,111.2,100.4,118.9,90.7,97.4,124.4,185.1,169.2,174.3,89.0,79.1,97.4,2.91,4.13,7.75,11.88,17.01,21.65,23.09,22.55,19.74,13.07,6.85,3.79,14.12,15.67,19.17,23.71,29.01,33.06,34.01,33.12,29.96,24.47,18.62,14.95
Camel Lake,30.266667,-85.016667,10247.0,0.0,373.0,114.2,99.5,115.1,85.0,87.2,107.3,162.0,160.9,186.5,102.3,90.8,105.8,2.58,3.48,6.85,10.9,16.16,21.07,22.85,22.62,20.0,13.39,7.07,3.78,13.92,15.45,19.01,23.46,28.45,32.15,33.0,32.38,29.7,24.55,18.76,14.9
Camel Lake,30.266667,-85.016667,10317.0,0.0,454.0,120.1,106.0,122.3,89.7,91.5,111.6,165.5,159.5,178.9,97.2,88.4,107.6,3.22,4.03,7.1,10.91,16.12,21.13,22.91,22.5,19.66,13.05,7.01,4.17,14.15,15.55,18.77,23.14,28.45,32.65,33.7,32.8,29.57,24.09,18.4,14.92
Camel Lake,30.266667,-85.016667,10386.0,0.0,442.0,109.9,106.5,138.9,105.8,101.1,109.0,147.9,140.5,164.7,91.9,82.2,96.4,3.31,4.53,8.21,12.36,17.43,21.95,23.38,22.96,20.32,13.75,7.48,4.29,13.82,15.4,19.0,23.67,29.08,33.22,34.2,33.3,30.07,24.47,18.5,14.71
Camel Lake,30.266667,-85.016667,10491.0,0.0,446.0,126.6,118.6,145.5,106.4,101.0,110.9,152.9,145.6,170.3,96.6,89.7,109.9,3.11,4.14,7.75,11.8,16.73,21.16,22.71,22.65,20.48,14.18,7.88,4.39,13.98,15.51,19.21,23.91,29.21,33.19,34.21,33.58,30.75,25.34,19.25,15.13
Camel Lake,30.266667,-85.016667,10596.0,0.0,388.0,112.0,103.2,127.8,97.6,98.6,115.8,166.9,160.5,183.3,99.3,87.1,101.0,2.72,3.78,7.48,11.62,16.62,21.08,22.65,22.58,20.39,14.03,7.63,4.05,13.73,15.38,19.25,24.08,29.4,33.32,34.25,33.55,30.67,25.19,19.02,14.84
Camel Lake,30.266667,-85.016667,10631.0,0.0,324.0,98.8,90.4,109.4,82.9,85.8,104.4,152.8,143.8,156.5,82.5,73.1,87.7,1.58,2.94,7.18,11.8,17.04,21.5,22.97,22.78,20.41,13.75,6.93,2.97,11.96,13.87,18.42,23.91,29.64,33.68,34.65,33.96,30.98,25.11,18.27,13.37
Camel Lake,30.266667,-85.016667,10666.0,0.0,375.0,102.5,104.5,143.2,115.4,116.1,128.0,169.3,149.5,158.3,81.6,71.0,85.7,2.97,4.26,8.15,12.35,17.22,21.44,22.75,22.49,20.2,13.83,7.51,4.08,13.99,15.48,19.13,23.79,29.07,33.05,34.09,33.49,30.7,25.32,19.26,15.14
Camel Lake,30.266667,-85.016667,10736.0,0.0,342.0,118.7,107.5,121.8,86.7,86.4,103.6,147.7,133.2,140.0,75.9,73.4,98.6,2.7,3.79,7.26,11.38,16.66,21.54,23.16,22.64,19.71,12.95,6.69,3.64,12.97,14.53,18.29,23.22,28.93,33.34,34.5,33.65,30.32,24.48,18.17,14.05
Camel Lake,30.266667,-85.016667,10806.0,0.0,361.0,115.8,100.7,115.6,83.8,84.1,101.7,152.2,151.1,177.3,99.5,90.2,106.5,3.48,4.36,7.46,11.33,16.63,21.71,23.47,22.93,19.9,13.16,7.11,4.34,14.12,15.61,18.95,23.4,28.71,32.87,33.85,32.89,29.6,24.08,18.34,14.85
Camel Lake,30.266667,-85.016667,10875.0,0.0,416.0,119.4,108.7,129.8,94.3,91.2,103.3,146.5,142.8,169.8,96.9,89.1,106.6,2.28,3.17,6.57,10.65,15.91,20.82,22.62,22.42,19.85,13.24,6.88,3.52,13.18,14.73,18.44,23.24,28.74,32.94,34.01,33.22,30.09,24.46,18.29,14.24
Camel Lake,30.266667,-85.016667,10945.0,0.0,359.0,117.8,109.1,131.4,95.4,91.1,102.2,142.7,134.2,153.0,86.3,81.1,101.4,2.95,4.12,7.68,11.82,17.04,21.81,23.33,22.79,19.89,13.16,6.9,3.85,13.4,15.0,18.65,23.39,28.86,33.05,34.05,33.12,29.84,24.16,18.13,14.29
Camel Lake,30.266667,-85.016667,10995.0,0.0,373.0,118.8,108.5,127.6,89.4,82.9,91.2,127.3,122.5,145.7,85.7,82.7,103.4,3.2,4.21,7.7,11.78,16.94,21.69,23.34,23.07,20.5,13.94,7.63,4.35,12.91,14.37,18.24,23.27,28.97,33.33,34.62,34.09,31.14,25.43,18.91,14.34
Camel Lake,30.266667,-85.016667,11024.0,0.0,317.0,130.0,124.9,144.7,102.7,99.6,113.1,150.1,125.8,125.4,67.3,67.8,99.1,2.51,3.66,7.22,11.38,16.65,21.46,23.01,22.46,19.53,12.76,6.49,3.42,12.86,14.53,18.57,23.64,29.25,33.4,34.45,33.74,30.7,24.98,18.53,14.1
Camel Lake,30.266667,-85.016667,11054.0,0.0,414.0,107.5,98.0,116.6,86.8,88.3,105.6,152.0,141.5,153.8,82.4,75.2,93.5,3.35,4.11,6.95,10.68,16.04,21.32,23.17,22.56,19.34,12.54,6.63,4.11,13.61,15.09,18.54,23.27,29.01,33.58,34.78,33.75,30.15,24.25,18.19,14.48
Camel Lake,30.266667,-85.016667,11084.0,0.0,386.0,123.2,107.6,116.3,81.2,82.2,102.1,149.5,135.9,142.4,77.5,76.0,103.3,2.29,3.4,7.02,11.26,16.61,21.5,23.14,22.68,19.82,13.01,6.6,3.34,12.13,13.91,18.16,23.46,29.25,33.5,34.56,33.75,30.52,24.58,17.93,13.38
Camel Lake,30.266667,-85.016667,11113.0,0.0,347.0,120.5,111.0,129.1,90.4,84.7,94.1,129.7,120.5,136.7,78.5,77.0,101.1,2.97,4.09,7.52,11.54,16.71,21.48,23.0,22.43,19.5,12.81,6.68,3.79,13.29,14.9,18.69,23.66,29.39,33.8,34.92,33.99,30.56,24.67,18.37,14.31
Camel Lake,30.266667,-85.016667,11128.0,0.0,268.0,118.0,113.4,139.5,99.1,89.4,92.7,122.4,114.5,134.9,78.9,76.7,98.5,2.18,3.08,6.63,10.87,16.25,21.23,23.1,22.99,20.48,13.8,7.23,3.59,12.42,13.75,17.55,22.67,28.63,33.32,34.83,34.33,31.25,25.36,18.68,13.98
Camel Lake,30.266667,-85.016667,11143.0,0.0,466.0,116.1,108.5,132.6,97.8,94.8,106.5,148.0,139.4,159.6,89.2,82.4,100.9,3.23,4.33,7.83,11.81,16.76,21.26,22.72,22.37,19.85,13.42,7.29,4.2,13.59,15.32,19.28,24.16,29.5,33.39,34.27,33.51,30.56,25.04,18.84,14.66
Camel Lake,30.266667,-85.016667,11173.0,0.0,414.0,92.4,92.1,125.7,101.2,101.2,110.9,149.4,138.3,154.9,81.5,69.7,80.5,3.74,4.81,7.88,11.58,16.61,21.38,22.82,22.03,18.9,12.27,6.55,4.23,14.42,15.96,19.27,23.8,29.34,33.75,34.77,33.56,29.86,24.05,18.29,14.99
Camel Lake,30.266667,-85.016667,11202.0,0.0,342.0,132.2,118.8,129.8,89.9,88.7,105.9,149.2,132.1,136.6,74.7,75.0,106.4,1.97,3.51,7.55,12.06,17.44,22.13,23.42,22.55,19.31,12.27,5.8,2.7,11.94,13.9,18.21,23.47,29.13,33.2,34.04,33.02,29.66,23.72,17.23,12.93
Camel Lake,30.266667,-85.016667,11232.0,0.0,341.0,116.5,109.6,129.9,95.4,95.6,112.4,155.5,135.9,139.2,73.8,70.4,94.6,3.07,4.12,7.47,11.45,16.62,21.44,23.0,22.46,19.55,12.88,6.78,3.91,13.67,15.09,18.54,23.13,28.55,32.78,33.91,33.15,30.04,24.51,18.54,14.68
Camel Lake,30.266667,-85.016667,11262.0,0.0,320.0,123.1,112.6,133.2,95.3,90.7,101.5,142.3,136.2,159.2,91.1,86.1,107.2,2.89,4.02,7.41,11.4,16.56,21.33,22.83,22.2,19.22,12.53,6.45,3.65,12.78,14.54,18.58,23.63,29.19,33.27,34.22,33.37,30.21,24.46,18.11,13.86
Camel Lake,30.266667,-85.016667,11291.0,0.0,418.0,112.1,109.4,138.3,104.7,102.8,114.6,154.1,137.7,148.1,79.4,73.2,92.9,2.54,3.54,6.96,11.04,16.29,21.16,22.84,22.46,19.7,13.03,6.75,3.6,13.3,14.71,18.25,23.03,28.7,33.17,34.42,33.64,30.36,24.61,18.42,14.4
Camel Lake,30.266667,-85.016667,11321.0,0.0,440.0,111.7,104.8,126.1,91.3,87.2,96.7,132.2,122.4,137.9,77.4,73.6,94.2,2.36,3.44,6.87,10.98,16.32,21.28,22.9,22.3,19.24,12.4,6.17,3.23,12.3,13.98,17.94,23.16,29.17,33.82,35.03,34.0,30.33,24.15,17.6,13.37
Camel Lake,30.266667,-85.016667,11350.0,0.0,361.0,105.8,109.1,150.8,116.8,108.3,110.1,140.5,126.9,145.2,81.0,73.4,88.5,2.59,3.77,7.23,11.28,16.48,21.27,22.75,22.06,18.99,12.22,6.11,3.32,12.65,14.29,18.16,23.19,28.95,33.35,34.48,33.57,30.18,24.26,17.89,13.73
Camel Lake,30.266667,-85.016667,11380.0,0.0,478.0,113.6,107.1,130.1,94.3,89.2,98.3,134.3,124.7,141.9,80.4,76.2,96.3,2.14,3.22,6.56,10.65,16.09,21.2,22.86,22.11,18.81,11.84,5.66,2.89,12.44,14.21,18.17,23.27,29.08,33.5,34.52,33.4,29.77,23.71,17.36,13.34
Camel Lake,30.266667,-85.016667,11410.0,0.0,389.0,120.5,113.4,138.4,101.3,97.1,107.8,147.3,136.4,155.2,87.7,82.5,103.0,2.76,3.91,7.17,11.1,16.33,21.24,22.73,21.89,18.59,11.75,5.81,3.31,13.37,15.07,18.66,23.46,29.19,33.68,34.67,33.35,29.45,23.41,17.42,13.96
Camel Lake,30.266667,-85.016667,11424.0,0.0,343.0,109.8,104.0,130.6,96.5,91.3,99.5,136.2,129.6,153.8,88.0,80.7,96.3,2.87,3.9,7.14,11.03,16.21,21.08,22.66,22.04,19.02,12.33,6.33,3.62,13.22,14.83,18.54,23.4,29.04,33.39,34.46,33.48,30.05,24.22,18.05,14.15
Camel Lake,30.266667,-85.016667,11439.0,0.0,369.0,124.8,113.6,126.4,89.0,88.8,106.4,149.0,130.2,132.8,71.7,71.3,100.3,2.75,3.93,7.26,11.29,16.67,21.7,23.22,22.3,18.84,11.85,5.81,3.29,12.99,14.76,18.6,23.55,29.21,33.51,34.46,33.31,29.7,23.76,17.59,13.78
Camel Lake,30.266667,-85.016667,11469.0,0.0,543.0,111.5,108.1,136.2,101.6,97.4,106.2,142.4,130.1,145.7,80.5,74.7,93.7,1.3,2.63,6.65,11.22,16.69,21.51,23.06,22.55,19.65,12.69,5.99,2.43,11.44,13.25,17.54,22.76,28.34,32.34,33.3,32.59,29.63,23.9,17.32,12.72
Camel Lake,30.266667,-85.016667,11721.0,0.0,391.0,119.0,107.5,124.3,87.5,83.1,93.9,132.3,126.3,147.0,84.9,81.6,103.1,1.53,2.89,6.85,11.25,16.48,21.06,22.46,21.96,19.19,12.43,5.93,2.55,11.99,13.75,17.94,23.31,29.33,33.88,35.05,34.1,30.57,24.39,17.67,13.19
Camel Lake,30.266667,-85.016667,12017.0,0.0,395.0,123.9,110.3,123.9,81.1,69.2,71.8,99.1,98.8,127.4,81.7,83.8,107.7,-0.06,1.21,5.17,9.82,15.53,20.65,22.34,21.75,18.59,11.41,4.61,1.07,9.39,10.98,15.15,20.7,27.1,32.1,33.59,32.73,29.07,22.63,15.61,10.84
Camel Lake,30.266667,-85.016667,12314.0,0.0,500.0,110.1,101.9,121.5,86.7,81.4,90.1,125.0,118.1,136.9,78.7,75.1,94.6,1.21,2.67,6.42,10.73,16.1,20.92,22.24,21.21,17.74,10.65,4.43,1.72,11.06,12.96,17.05,22.27,28.16,32.59,33.53,32.26,28.43,22.23,15.83,11.85
Camel Lake,30.266667,-85.016667,12462.0,0.2242152466367713,446.0,116.8,104.0,120.3,82.1,73.3,78.4,110.2,111.6,143.8,89.4,86.9,105.3,1.54,2.69,6.18,10.33,15.68,20.63,22.21,21.53,18.38,11.49,5.26,2.35,12.07,13.8,17.61,22.69,28.68,33.36,34.46,33.16,29.17,22.91,16.61,12.83
Camel Lake,30.266667,-85.016667,12610.0,0.2869440459110474,697.0,120.6,113.6,135.1,95.4,88.3,95.7,129.0,118.1,133.9,77.0,75.5,99.5,0.54,1.94,5.77,10.28,15.95,21.07,22.59,21.62,18.04,10.74,4.23,1.24,10.97,12.64,16.47,21.66,27.85,32.75,34.01,32.74,28.68,22.28,15.8,11.86
Camel Lake,30.266667,-85.016667,13040.0,7.556270096463022,622.0,110.6,115.0,157.8,116.0,99.3,94.2,116.0,105.6,128.9,78.1,74.9,91.8,1.66,3.06,6.62,10.86,16.36,21.42,22.81,21.64,17.88,10.65,4.51,2.03,12.1,13.82,17.33,22.23,28.29,33.19,34.28,32.63,28.16,21.72,15.7,12.49
Camel Lake,30.266667,-85.016667,13470.0,2.3255813953488373,645.0,132.2,130.8,168.1,118.6,100.8,97.0,122.9,116.5,147.8,92.2,90.3,111.7,1.17,2.49,5.95,10.16,15.74,20.95,22.43,21.24,17.4,10.11,3.98,1.55,10.84,12.62,16.38,21.49,27.62,32.47,33.59,32.07,27.76,21.3,15.03,11.44
Camel Lake,30.266667,-85.016667,13900.0,0.5434782608695652,552.0,156.3,141.7,165.7,105.8,83.0,77.6,102.4,108.7,162.8,116.4,119.8,142.1,-4.87,-2.77,2.73,8.75,15.16,20.32,21.77,20.84,17.22,9.17,1.17,-3.49,4.43,7.02,12.84,19.84,26.99,32.0,33.12,31.67,27.26,19.8,11.61,5.91
